"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.928300000E0,-2.499801636E-2,-1.496887207E-3,9.764195251E0
3.938347000E0,-2.559677124E-2,2.993774414E-4,9.776619415E0
3.948394000E0,-3.323089600E-2,8.232879639E-3,9.782606964E0
3.958442000E0,-3.173400879E-2,4.490661621E-3,9.776020660E0
3.968489000E0,-3.098556519E-2,7.634124756E-3,9.769733734E0
3.978536000E0,-2.185455322E-2,7.334747314E-3,9.781708832E0
3.988584000E0,-1.302291870E-2,-4.790039062E-3,9.776020660E0
3.998631000E0,-2.335144043E-2,-3.143463135E-3,9.769134979E0
4.008678000E0,-2.874023438E-2,7.334747314E-3,9.768685913E0
4.018725000E0,-2.290237427E-2,1.646575928E-3,9.776170349E0
4.028773000E0,-1.661544800E-2,-5.688171387E-3,9.774374084E0
4.038820000E0,-2.859054565E-2,2.395019531E-3,9.779014435E0
4.048867000E0,-2.769241333E-2,4.191284180E-3,9.777816925E0
4.058914000E0,-3.023712158E-2,9.879455566E-3,9.775571594E0
4.068962000E0,-3.397933960E-2,6.586303711E-3,9.774823151E0
4.079009000E0,-3.158432007E-2,5.837860107E-3,9.778265991E0
4.089056000E0,-1.826202393E-2,1.032852173E-2,9.784253540E0
4.099104000E0,-2.380050659E-2,4.939727783E-3,9.780361633E0
4.109151000E0,-3.367996216E-2,9.280700684E-3,9.760453033E0
4.119198000E0,-2.724334717E-2,1.796264648E-3,9.774823151E0
4.129245000E0,-2.559677124E-2,8.831634521E-3,9.780361633E0
4.139293000E0,-2.005828857E-2,5.688171387E-3,9.785900116E0
4.149340000E0,-3.338058472E-2,-1.197509766E-3,9.779164124E0
4.159387000E0,-2.829116821E-2,2.993774414E-3,9.775122528E0
4.169434000E0,-2.679428101E-2,5.089416504E-3,9.783056030E0
4.179482000E0,-1.975891113E-2,2.544708252E-3,9.777517548E0
4.189529000E0,-2.260299683E-2,4.490661621E-4,9.779164124E0
4.199576000E0,-3.472778320E-2,6.436614990E-3,9.780361633E0
4.209624000E0,-3.083587646E-2,5.837860107E-3,9.785001984E0
4.219671000E0,-2.230361938E-2,5.239105225E-3,9.777218170E0
4.229718000E0,-2.978805542E-2,7.035369873E-3,9.761800232E0
4.239765000E0,-3.023712158E-2,6.137237549E-3,9.764195251E0
4.249813000E0,-2.514770508E-2,3.442840576E-3,9.776469727E0
4.259860000E0,-3.158432007E-2,-1.047821045E-3,9.773026886E0
4.269907000E0,-2.305206299E-2,1.496887207E-3,9.781259766E0
4.279955000E0,-2.439926147E-2,7.783813477E-3,9.780511322E0
4.290002000E0,-2.604583740E-2,9.131011963E-3,9.775870972E0
4.300049000E0,-2.948867798E-2,1.646575928E-3,9.776020660E0
4.310096000E0,-2.589614868E-2,4.790039062E-3,9.771829376E0
4.320144000E0,-1.661544800E-2,4.490661621E-3,9.771380310E0
4.330191000E0,-1.616638184E-2,9.280700684E-3,9.777966614E0
4.340238000E0,-3.113525391E-2,-2.544708252E-3,9.780810699E0
4.350285000E0,-3.293151855E-2,1.496887207E-3,9.777517548E0
4.360333000E0,-2.619552612E-2,-2.993774414E-4,9.773775330E0
4.370380000E0,-2.529739380E-2,6.885681152E-3,9.777367859E0
4.380427000E0,-3.113525391E-2,3.442840576E-3,9.776469727E0
4.390475000E0,-3.008743286E-2,-1.496887207E-3,9.773176575E0
4.400522000E0,-2.769241333E-2,7.933502197E-3,9.780062256E0
4.410569000E0,-2.170486450E-2,-2.694396973E-3,9.781559143E0
4.420616000E0,-2.499801636E-2,-2.694396973E-3,9.773475952E0
4.430664000E0,-2.933898926E-2,2.844085693E-3,9.784702606E0
4.440711000E0,-2.844085693E-2,2.844085693E-3,9.781110077E0
4.450758000E0,-2.080673218E-2,1.646575928E-3,9.774374084E0
4.460805000E0,-2.155517578E-2,-1.347198486E-3,9.781858521E0
4.470853000E0,-2.784210205E-2,1.945953369E-3,9.786947937E0
4.480900000E0,-2.335144043E-2,2.694396973E-3,9.781858521E0
4.490947000E0,-1.571731567E-2,-2.245330811E-3,9.784253540E0
4.500995000E0,-2.080673218E-2,5.837860107E-3,9.769733734E0
4.511042000E0,-2.903961182E-2,-2.993774414E-4,9.781708832E0
4.521089000E0,-3.487747192E-2,-5.987548828E-3,9.794731750E0
4.531136000E0,-2.724334717E-2,3.442840576E-3,9.784253540E0
4.541184000E0,-2.754272461E-2,1.496887207E-2,9.769284668E0
4.551231000E0,-2.559677124E-2,9.131011963E-3,9.774074707E0
4.561278000E0,-3.367996216E-2,-1.347198486E-3,9.768536224E0
4.571326000E0,-3.412902832E-2,-3.293151855E-3,9.771380310E0
4.581373000E0,-2.454895020E-2,6.137237549E-3,9.779463501E0
4.591420000E0,-1.437011719E-2,4.939727783E-3,9.781858521E0
4.601467000E0,-2.140548706E-2,-1.646575928E-3,9.776769104E0
4.611515000E0,-3.338058472E-2,-7.484436035E-4,9.784403229E0
4.621562000E0,-2.754272461E-2,-4.490661621E-3,9.781858521E0
4.631609000E0,-2.230361938E-2,9.879455566E-3,9.783654785E0
4.641656000E0,-2.589614868E-2,8.232879639E-3,9.770931244E0
4.651704000E0,-3.427871704E-2,8.681945801E-3,9.775421906E0
4.661751000E0,-3.053649902E-2,2.245330811E-3,9.776170349E0
4.671798000E0,-2.933898926E-2,1.496887207E-3,9.765093384E0
4.681846000E0,-1.856140137E-2,1.182540894E-2,9.775272217E0
4.691893000E0,-2.424957275E-2,1.302291870E-2,9.778864746E0
4.701940000E0,-2.185455322E-2,-2.993774414E-3,9.786947937E0
4.711987000E0,-2.799179077E-2,-3.891906738E-3,9.777218170E0
4.722035000E0,-2.754272461E-2,4.939727783E-3,9.780810699E0
4.732082000E0,-2.125579834E-2,6.586303711E-3,9.775721283E0
4.742129000E0,-2.110610962E-2,5.688171387E-3,9.776469727E0
4.752176000E0,-3.083587646E-2,5.987548828E-3,9.773475952E0
4.762224000E0,-3.517684937E-2,9.729766846E-3,9.786798248E0
4.772271000E0,-2.050735474E-2,1.646575928E-2,9.771529999E0
4.782318000E0,-2.380050659E-2,5.239105225E-3,9.768536224E0
4.792366000E0,-2.335144043E-2,-1.197509766E-3,9.779762878E0
4.802413000E0,-2.844085693E-2,1.197509766E-3,9.774224396E0
4.812460000E0,-2.679428101E-2,7.783813477E-3,9.772428131E0
4.822507000E0,-2.574645996E-2,6.586303711E-3,9.782008209E0
4.832555000E0,-1.646575928E-2,7.484436035E-4,9.778715057E0
4.842602000E0,-3.442840576E-2,5.538482666E-3,9.783505096E0
4.852649000E0,-4.370910645E-2,2.993774414E-3,9.776020660E0
4.862696000E0,-2.844085693E-2,5.837860107E-3,9.774823151E0
4.872744000E0,-1.930984497E-2,4.790039062E-3,9.786199493E0
4.882791000E0,-2.305206299E-2,-0.000000000E0,9.766141205E0
4.892838000E0,-3.487747192E-2,-3.293151855E-3,9.774823151E0
4.902886000E0,-4.071533203E-2,8.532257080E-3,9.775421906E0
4.912933000E0,-2.335144043E-2,1.257385254E-2,9.782307587E0
4.922980000E0,-2.439926147E-2,8.382568359E-3,9.787995758E0
4.933027000E0,-2.679428101E-2,-2.095642090E-3,9.773475952E0
4.943075000E0,-3.068618774E-2,-4.191284180E-3,9.785301361E0
4.953122000E0,-2.888992310E-2,1.796264648E-3,9.775571594E0
4.963169000E0,-2.335144043E-2,9.131011963E-3,9.777816925E0
4.973217000E0,-2.155517578E-2,9.580078125E-3,9.785900116E0
4.983264000E0,-3.083587646E-2,-3.143463135E-3,9.784103851E0
4.993311000E0,-2.769241333E-2,9.879455566E-3,9.777966614E0
5.003358000E0,-2.619552612E-2,8.083190918E-3,9.777068481E0
5.013406000E0,-2.933898926E-2,1.227447510E-2,9.785750427E0
5.023453000E0,-1.796264648E-2,1.242416382E-2,9.776170349E0
5.033500000E0,-1.975891113E-2,-1.107696533E-2,9.782307587E0
5.043547000E0,-2.110610962E-2,-7.484436035E-4,9.778864746E0
5.053595000E0,-2.230361938E-2,5.538482666E-3,9.772428131E0
5.063642000E0,-2.290237427E-2,1.047821045E-2,9.780661011E0
5.073689000E0,-2.754272461E-2,5.837860107E-3,9.776619415E0
5.083737000E0,-3.427871704E-2,1.646575928E-3,9.773326263E0
5.093784000E0,-3.787124634E-2,7.484436035E-3,9.782307587E0
5.103831000E0,-3.188369751E-2,1.167572021E-2,9.769733734E0
5.113878000E0,-2.859054565E-2,3.592529297E-3,9.782008209E0
5.123926000E0,-2.365081787E-2,-0.000000000E0,9.780361633E0
5.133973000E0,-2.888992310E-2,-1.796264648E-3,9.772128754E0
5.144020000E0,-2.619552612E-2,5.388793945E-3,9.771080933E0
5.154067000E0,-2.365081787E-2,1.092727661E-2,9.769284668E0
5.164115000E0,-2.903961182E-2,2.095642090E-3,9.771529999E0
5.174162000E0,-2.634521484E-2,8.981323242E-4,9.773176575E0
5.184209000E0,-1.945953369E-2,7.634124756E-3,9.778565369E0
5.194257000E0,-1.511856079E-2,5.239105225E-3,9.781409454E0
5.204304000E0,-3.427871704E-2,-2.245330811E-3,9.776769104E0
5.214351000E0,-2.290237427E-2,3.143463135E-3,9.773326263E0
5.224398000E0,-2.544708252E-2,-2.993774414E-3,9.775421906E0
5.234446000E0,-2.095642090E-2,4.640350342E-3,9.775272217E0
5.244493000E0,-2.215393066E-2,9.879455566E-3,9.773775330E0
5.254540000E0,-3.323089600E-2,5.987548828E-3,9.780062256E0
5.264586708E0,-3.338058472E-2,3.293151855E-3,9.772877197E0
5.274634708E0,-2.155517578E-2,-2.395019531E-3,9.781259766E0
5.284681708E0,-2.529739380E-2,3.891906738E-3,9.776170349E0
5.294728708E0,-3.008743286E-2,4.490661621E-3,9.772128754E0
5.304776708E0,-2.933898926E-2,9.430389404E-3,9.773475952E0
5.314823708E0,-3.427871704E-2,2.694396973E-3,9.771979065E0
5.324870708E0,-3.607498169E-2,1.032852173E-2,9.778715057E0
5.334917708E0,-2.903961182E-2,1.796264648E-3,9.766141205E0
5.344965708E0,-2.574645996E-2,3.293151855E-3,9.776469727E0
5.355012708E0,-2.694396973E-2,9.280700684E-3,9.770631866E0
5.365059708E0,-3.038681030E-2,2.544708252E-3,9.766590271E0
5.375107708E0,-2.409988403E-2,4.939727783E-3,9.783505096E0
5.385154708E0,-2.829116821E-2,2.993774414E-3,9.785750427E0
5.395201708E0,-2.844085693E-2,1.122665405E-2,9.776320038E0
5.405248708E0,-2.829116821E-2,1.167572021E-2,9.785451050E0
5.415296708E0,-2.694396973E-2,6.586303711E-3,9.779014435E0
5.425343708E0,-2.918930054E-2,5.388793945E-3,9.776320038E0
5.435390708E0,-2.574645996E-2,4.340972900E-3,9.771829376E0
5.445437708E0,-1.856140137E-2,7.634124756E-3,9.779613190E0
5.455485708E0,-2.559677124E-2,2.245330811E-3,9.776918793E0
5.465532708E0,-2.170486450E-2,5.837860107E-3,9.775870972E0
5.475579708E0,-3.353027344E-2,-1.496887207E-4,9.786349182E0
5.485627708E0,-2.963836670E-2,2.993774414E-4,9.782906342E0
5.495674708E0,-3.008743286E-2,2.095642090E-3,9.777966614E0
5.505721708E0,-2.529739380E-2,5.388793945E-3,9.773026886E0
5.515768708E0,-2.170486450E-2,5.388793945E-3,9.781409454E0
5.525816708E0,-2.874023438E-2,2.694396973E-3,9.784702606E0
5.535863708E0,-2.424957275E-2,6.137237549E-3,9.771979065E0
5.545910708E0,-2.814147949E-2,2.395019531E-3,9.774224396E0
5.555957708E0,-2.619552612E-2,-1.496887207E-4,9.775870972E0
5.566005708E0,-2.874023438E-2,6.436614990E-3,9.761949921E0
5.576052708E0,-2.918930054E-2,7.783813477E-3,9.769883423E0
5.586099708E0,-2.454895020E-2,1.197509766E-3,9.783205719E0
5.596147708E0,-3.098556519E-2,5.538482666E-3,9.783804474E0
5.606194708E0,-2.035766602E-2,-5.987548828E-3,9.778864746E0
5.616241708E0,-2.065704346E-2,5.987548828E-3,9.770631866E0
5.626288708E0,-2.604583740E-2,8.981323242E-4,9.777966614E0
5.636336708E0,-3.248245239E-2,8.981323242E-4,9.776769104E0
5.646383708E0,-2.948867798E-2,-2.993774414E-3,9.776320038E0
5.656430708E0,-2.409988403E-2,-3.442840576E-3,9.775272217E0
5.666477708E0,-2.514770508E-2,-2.993774414E-4,9.783205719E0
5.676525708E0,-2.604583740E-2,3.442840576E-3,9.773176575E0
5.686572708E0,-3.023712158E-2,9.430389404E-3,9.779613190E0
5.696619708E0,-2.844085693E-2,8.981323242E-3,9.781409454E0
5.706667708E0,-2.559677124E-2,5.239105225E-3,9.775721283E0
5.716714708E0,-2.335144043E-2,5.987548828E-3,9.771080933E0
5.726761708E0,-2.514770508E-2,9.131011963E-3,9.779014435E0
5.736808708E0,-3.353027344E-2,-5.089416504E-3,9.786498871E0
5.746856708E0,-2.724334717E-2,-7.484436035E-4,9.765392761E0
5.756903708E0,-2.290237427E-2,5.089416504E-3,9.773026886E0
5.766950708E0,-2.380050659E-2,5.239105225E-3,9.777367859E0
5.776997708E0,-2.484832764E-2,7.334747314E-3,9.777816925E0
5.787045708E0,-2.529739380E-2,2.993774414E-3,9.771529999E0
5.797092708E0,-2.724334717E-2,-1.496887207E-4,9.777068481E0
5.807139708E0,-1.841171265E-2,1.272354126E-2,9.776918793E0
5.817187708E0,-2.424957275E-2,7.334747314E-3,9.776170349E0
5.827234708E0,-2.664459229E-2,1.496887207E-4,9.775571594E0
5.837281708E0,-2.170486450E-2,2.095642090E-3,9.783205719E0
5.847328708E0,-2.814147949E-2,9.280700684E-3,9.780511322E0
5.857376708E0,-2.365081787E-2,5.837860107E-3,9.777068481E0
5.867423708E0,-2.035766602E-2,1.017883301E-2,9.771829376E0
5.877470708E0,-3.667373657E-2,6.735992432E-3,9.767338715E0
5.887517708E0,-2.918930054E-2,1.017883301E-2,9.768985291E0
5.897565708E0,-2.065704346E-2,6.735992432E-3,9.767338715E0
5.907612708E0,-1.676513672E-2,4.041595459E-3,9.773475952E0
5.917659708E0,-2.724334717E-2,5.987548828E-3,9.768386536E0
5.927707708E0,-2.859054565E-2,5.688171387E-3,9.778265991E0
5.937754708E0,-3.263214111E-2,4.191284180E-3,9.780211945E0
5.947801708E0,-2.335144043E-2,1.077758789E-2,9.772128754E0
5.957848708E0,-1.945953369E-2,5.538482666E-3,9.771230621E0
5.967896708E0,-3.921844482E-2,4.191284180E-3,9.776469727E0
5.977943708E0,-3.248245239E-2,2.395019531E-3,9.775571594E0
5.987990708E0,-2.574645996E-2,7.933502197E-3,9.778116302E0
5.998037708E0,-2.050735474E-2,4.191284180E-3,9.778864746E0
6.008085708E0,-1.646575928E-2,7.634124756E-3,9.779164124E0
6.018132708E0,-2.784210205E-2,7.484436035E-4,9.774224396E0
6.028179708E0,-2.933898926E-2,5.239105225E-3,9.782606964E0
6.038227708E0,-3.008743286E-2,6.137237549E-3,9.784253540E0
6.048274708E0,-2.290237427E-2,2.844085693E-3,9.773475952E0
6.058321708E0,-2.350112915E-2,-1.496887207E-4,9.781110077E0
6.068368708E0,-2.829116821E-2,5.688171387E-3,9.775571594E0
6.078416708E0,-2.918930054E-2,4.790039062E-3,9.775122528E0
6.088463708E0,-2.933898926E-2,4.939727783E-3,9.770182800E0
6.098510708E0,-1.601669312E-2,8.083190918E-3,9.774972839E0
6.108558708E0,-2.499801636E-2,2.395019531E-3,9.782008209E0
6.118605708E0,-2.948867798E-2,-1.945953369E-3,9.779463501E0
6.128652708E0,-2.784210205E-2,4.939727783E-3,9.782008209E0
6.138699708E0,-2.065704346E-2,-1.347198486E-3,9.775870972E0
6.148747708E0,-2.859054565E-2,-1.646575928E-3,9.774673462E0
6.158794708E0,-2.020797729E-2,-1.047821045E-3,9.774374084E0
6.168841708E0,-1.975891113E-2,5.089416504E-3,9.780062256E0
6.178888708E0,-2.110610962E-2,3.442840576E-3,9.774523773E0
6.188936708E0,-3.353027344E-2,3.742218018E-3,9.781708832E0
6.198983708E0,-2.514770508E-2,2.993774414E-3,9.779762878E0
6.209030708E0,-3.008743286E-2,3.293151855E-3,9.774823151E0
6.219078708E0,-3.412902832E-2,-5.538482666E-3,9.775870972E0
6.229125708E0,-2.739303589E-2,4.490661621E-4,9.774823151E0
6.239172708E0,-2.799179077E-2,4.041595459E-3,9.781708832E0
6.249219708E0,-2.065704346E-2,4.490661621E-3,9.782157898E0
6.259267583E0,-2.320175171E-2,6.286926270E-3,9.780361633E0
6.269314583E0,-3.053649902E-2,4.490661621E-3,9.773176575E0
6.279361583E0,-2.619552612E-2,5.388793945E-3,9.781708832E0
6.289408583E0,-3.053649902E-2,1.122665405E-2,9.781110077E0
6.299456583E0,-2.110610962E-2,4.790039062E-3,9.785600739E0
6.309503583E0,-2.215393066E-2,2.993774414E-4,9.774523773E0
6.319550583E0,-2.649490356E-2,5.987548828E-4,9.779912567E0
6.329598583E0,-3.068618774E-2,-2.395019531E-3,9.772428131E0
6.339645583E0,-1.901046753E-2,6.436614990E-3,9.764943695E0
6.349692583E0,-2.499801636E-2,1.646575928E-3,9.783505096E0
6.359739583E0,-2.215393066E-2,5.688171387E-3,9.780062256E0
6.369787583E0,-1.930984497E-2,6.286926270E-3,9.772727509E0
6.379834583E0,-2.694396973E-2,5.837860107E-3,9.786798248E0
6.389881583E0,-2.993774414E-2,2.993774414E-3,9.781708832E0
6.399928583E0,-2.514770508E-2,1.796264648E-3,9.770033112E0
6.409976583E0,-2.484832764E-2,1.422042847E-2,9.783954163E0
6.420023583E0,-2.395019531E-2,1.122665405E-2,9.779463501E0
6.430070583E0,-2.350112915E-2,6.137237549E-3,9.765392761E0
6.440118583E0,-2.469863892E-2,-1.496887207E-4,9.776170349E0
6.450165583E0,-2.724334717E-2,-4.790039062E-3,9.774224396E0
6.460212583E0,-2.499801636E-2,-2.993774414E-3,9.774074707E0
6.470259583E0,-2.395019531E-2,1.796264648E-3,9.772128754E0
6.480307583E0,-2.395019531E-2,1.945953369E-3,9.775272217E0
6.490354583E0,-2.918930054E-2,2.544708252E-3,9.774074707E0
6.500401583E0,-2.365081787E-2,2.694396973E-3,9.771979065E0
6.510448583E0,-2.724334717E-2,6.586303711E-3,9.779164124E0
6.520496583E0,-3.173400879E-2,4.191284180E-3,9.773925018E0
6.530543583E0,-2.814147949E-2,1.646575928E-3,9.768386536E0
6.540590583E0,-2.185455322E-2,1.272354126E-2,9.770482178E0
6.550638583E0,-2.739303589E-2,7.484436035E-3,9.771979065E0
6.560685583E0,-2.814147949E-2,4.640350342E-3,9.775571594E0
6.570732583E0,-3.353027344E-2,5.688171387E-3,9.776769104E0
6.580779583E0,-2.230361938E-2,1.017883301E-2,9.780810699E0
6.590827583E0,-2.963836670E-2,4.939727783E-3,9.781110077E0
6.600874583E0,-2.888992310E-2,1.212478638E-2,9.768536224E0
6.610921583E0,-2.874023438E-2,3.742218018E-3,9.781259766E0
6.620968583E0,-2.888992310E-2,6.885681152E-3,9.790690155E0
6.631016583E0,-1.736389160E-2,-8.981323242E-4,9.777667236E0
6.641063583E0,-2.754272461E-2,1.796264648E-3,9.777816925E0
6.651110583E0,-3.068618774E-2,5.987548828E-4,9.776170349E0
6.661158583E0,-2.335144043E-2,4.191284180E-3,9.774074707E0
6.671205583E0,-2.769241333E-2,2.993774414E-3,9.777667236E0
6.681252583E0,-2.784210205E-2,1.496887207E-3,9.782906342E0
6.691299583E0,-2.245330811E-2,1.496887207E-3,9.778265991E0
6.701347583E0,-2.350112915E-2,6.137237549E-3,9.776918793E0
6.711394583E0,-2.544708252E-2,3.293151855E-3,9.778116302E0
6.721441583E0,-2.664459229E-2,-2.993774414E-3,9.769584045E0
6.731488583E0,-2.694396973E-2,-1.047821045E-3,9.765093384E0
6.741536583E0,-2.694396973E-2,3.293151855E-3,9.773326263E0
6.751583583E0,-3.113525391E-2,4.640350342E-3,9.778864746E0
6.761630583E0,-3.293151855E-2,-7.484436035E-4,9.778715057E0
6.771678583E0,-3.338058472E-2,2.395019531E-3,9.783654785E0
6.781725583E0,-1.960922241E-2,5.987548828E-3,9.767937469E0
6.791772583E0,-2.155517578E-2,6.286926270E-3,9.773026886E0
6.801819583E0,-3.068618774E-2,2.993774414E-3,9.778415680E0
6.811867583E0,-2.709365845E-2,5.837860107E-3,9.778265991E0
6.821914583E0,-1.901046753E-2,8.831634521E-3,9.785001984E0
6.831961583E0,-2.619552612E-2,5.987548828E-3,9.775421906E0
6.842008583E0,-3.218307495E-2,8.681945801E-3,9.780661011E0
6.852056583E0,-3.338058472E-2,8.532257080E-3,9.785451050E0
6.862103583E0,-2.095642090E-2,3.742218018E-3,9.778864746E0
6.872150583E0,-2.335144043E-2,5.388793945E-3,9.774673462E0
6.882198583E0,-3.113525391E-2,-1.347198486E-3,9.783654785E0
6.892245583E0,-2.963836670E-2,4.490661621E-4,9.779912567E0
6.902292583E0,-2.948867798E-2,-1.496887207E-4,9.772727509E0
6.912339583E0,-2.679428101E-2,5.239105225E-3,9.786199493E0
6.922387583E0,-2.888992310E-2,-1.496887207E-4,9.782756653E0
6.932434583E0,-2.305206299E-2,4.340972900E-3,9.779762878E0
6.942481583E0,-2.739303589E-2,1.212478638E-2,9.782606964E0
6.952528583E0,-3.203338623E-2,6.586303711E-3,9.776619415E0
6.962576583E0,-3.367996216E-2,-4.640350342E-3,9.777367859E0
6.972623583E0,-3.173400879E-2,1.197509766E-3,9.774523773E0
6.982670583E0,-3.817062378E-2,7.334747314E-3,9.782906342E0
6.992718583E0,-2.634521484E-2,7.035369873E-3,9.773925018E0
7.002765583E0,-2.963836670E-2,7.634124756E-3,9.776320038E0
7.012812583E0,-2.499801636E-2,-1.796264648E-3,9.775421906E0
7.022859583E0,-2.589614868E-2,7.783813477E-3,9.779613190E0
7.032907583E0,-2.200424194E-2,4.041595459E-3,9.783205719E0
7.042954583E0,-3.233276367E-2,1.451980591E-2,9.769883423E0
7.053001583E0,-3.637435913E-2,-5.239105225E-3,9.781110077E0
7.063048583E0,-3.023712158E-2,-5.688171387E-3,9.778565369E0
7.073096583E0,-2.290237427E-2,-5.688171387E-3,9.770033112E0
7.083143583E0,-3.143463135E-2,-7.484436035E-4,9.771529999E0
7.093190583E0,-3.427871704E-2,5.388793945E-3,9.773326263E0
7.103238583E0,-2.215393066E-2,6.885681152E-3,9.775721283E0
7.113285583E0,-2.260299683E-2,2.993774414E-4,9.778415680E0
7.123332583E0,-2.544708252E-2,2.395019531E-3,9.781708832E0
7.133379583E0,-2.978805542E-2,1.137634277E-2,9.777517548E0
7.143427583E0,-2.948867798E-2,7.035369873E-3,9.776320038E0
7.153474583E0,-2.529739380E-2,5.388793945E-3,9.784702606E0
7.163521583E0,-2.993774414E-2,-3.742218018E-3,9.782307587E0
7.173568583E0,-2.110610962E-2,-5.987548828E-4,9.774224396E0
7.183616583E0,-2.814147949E-2,7.484436035E-3,9.772577820E0
7.193663583E0,-3.038681030E-2,2.395019531E-3,9.775870972E0
7.203710583E0,-3.203338623E-2,1.347198486E-3,9.773775330E0
7.213758583E0,-1.990859985E-2,-4.041595459E-3,9.775272217E0
7.223805583E0,-1.646575928E-2,7.634124756E-3,9.771080933E0
7.233852583E0,-2.784210205E-2,1.122665405E-2,9.776769104E0
7.243899583E0,-3.397933960E-2,2.844085693E-3,9.773925018E0
7.253947583E0,-2.679428101E-2,-0.000000000E0,9.783654785E0
7.263994458E0,-1.796264648E-2,7.933502197E-3,9.778265991E0
7.274041458E0,-2.679428101E-2,9.879455566E-3,9.774972839E0
7.284088458E0,-2.874023438E-2,6.436614990E-3,9.773925018E0
7.294136458E0,-3.023712158E-2,1.122665405E-2,9.784852295E0
7.304183458E0,-2.963836670E-2,4.490661621E-3,9.781708832E0
7.314230458E0,-2.380050659E-2,1.197509766E-3,9.777218170E0
7.324278458E0,-3.382965088E-2,1.017883301E-2,9.781858521E0
7.334325458E0,-2.320175171E-2,3.742218018E-3,9.776020660E0
7.344372458E0,-1.736389160E-2,7.933502197E-3,9.775571594E0
7.354419458E0,-2.260299683E-2,9.430389404E-3,9.783654785E0
7.364467458E0,-2.050735474E-2,7.035369873E-3,9.773026886E0
7.374514458E0,-2.170486450E-2,3.143463135E-3,9.784103851E0
7.384561458E0,-3.038681030E-2,-2.993774414E-4,9.782008209E0
7.394608458E0,-2.469863892E-2,-1.646575928E-3,9.767488403E0
7.404656458E0,-2.948867798E-2,1.945953369E-3,9.782008209E0
7.414703458E0,-2.619552612E-2,-5.987548828E-4,9.776619415E0
7.424750458E0,-2.844085693E-2,4.640350342E-3,9.771979065E0
7.434798458E0,-3.397933960E-2,9.131011963E-3,9.779313812E0
7.444845458E0,-2.514770508E-2,9.280700684E-3,9.782307587E0
7.454892458E0,-3.457809448E-2,5.089416504E-3,9.780661011E0
7.464939458E0,-2.335144043E-2,8.083190918E-3,9.776170349E0
7.474987458E0,-2.409988403E-2,5.987548828E-3,9.769733734E0
7.485034458E0,-2.739303589E-2,-7.484436035E-4,9.777218170E0
7.495081458E0,-2.649490356E-2,8.981323242E-3,9.770631866E0
7.505128458E0,-2.799179077E-2,5.388793945E-3,9.789642334E0
7.515176458E0,-2.634521484E-2,1.945953369E-3,9.771230621E0
7.525223458E0,-3.442840576E-2,7.035369873E-3,9.776320038E0
7.535270458E0,-3.113525391E-2,1.197509766E-3,9.779164124E0
7.545318458E0,-2.739303589E-2,-1.796264648E-3,9.774074707E0
7.555365458E0,-3.023712158E-2,6.286926270E-3,9.779014435E0
7.565412458E0,-2.664459229E-2,1.347198486E-3,9.780960388E0
7.575459458E0,-3.053649902E-2,6.436614990E-3,9.767488403E0
7.585507458E0,-2.844085693E-2,5.239105225E-3,9.774523773E0
7.595554458E0,-2.275268555E-2,5.987548828E-3,9.772877197E0
7.605601458E0,-2.619552612E-2,-2.095642090E-3,9.778864746E0
7.615648458E0,-3.502716064E-2,9.580078125E-3,9.779014435E0
7.625696458E0,-2.993774414E-2,2.245330811E-3,9.779164124E0
7.635743458E0,-1.751358032E-2,7.484436035E-4,9.771829376E0
7.645790458E0,-2.439926147E-2,4.490661621E-4,9.777367859E0
7.655838458E0,-2.544708252E-2,3.592529297E-3,9.777966614E0
7.665885458E0,-3.397933960E-2,8.083190918E-3,9.773026886E0
7.675932458E0,-2.963836670E-2,1.945953369E-3,9.775421906E0
7.685979458E0,-3.487747192E-2,5.987548828E-3,9.784253540E0
7.696027458E0,-2.933898926E-2,2.694396973E-3,9.783205719E0
7.706074458E0,-2.918930054E-2,-0.000000000E0,9.780211945E0
7.716121458E0,-2.335144043E-2,1.646575928E-3,9.777068481E0
7.726168458E0,-2.409988403E-2,5.388793945E-3,9.784403229E0
7.736216458E0,-1.811233521E-2,6.436614990E-3,9.787097626E0
7.746263458E0,-2.110610962E-2,5.987548828E-4,9.791438599E0
7.756310458E0,-3.353027344E-2,-5.987548828E-4,9.772278442E0
7.766357458E0,-2.544708252E-2,8.532257080E-3,9.776769104E0
7.776405458E0,-2.484832764E-2,-1.197509766E-3,9.777667236E0
7.786452458E0,-2.469863892E-2,2.544708252E-3,9.780062256E0
7.796499458E0,-2.664459229E-2,7.933502197E-3,9.783954163E0
7.806547458E0,-2.918930054E-2,2.694396973E-3,9.779912567E0
7.816594458E0,-2.948867798E-2,3.891906738E-3,9.771380310E0
7.826641458E0,-2.649490356E-2,-4.640350342E-3,9.772128754E0
7.836688458E0,-2.844085693E-2,6.586303711E-3,9.776020660E0
7.846736458E0,-1.975891113E-2,3.143463135E-3,9.778715057E0
7.856783458E0,-2.140548706E-2,8.083190918E-3,9.778116302E0
7.866830458E0,-3.412902832E-2,1.182540894E-2,9.778265991E0
7.876877458E0,-2.754272461E-2,9.580078125E-3,9.774673462E0
7.886925458E0,-2.649490356E-2,-5.987548828E-4,9.778415680E0
7.896972458E0,-2.454895020E-2,6.885681152E-3,9.778265991E0
