"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.907019458E0,-2.409988403E-2,1.197509766E-2,9.780062256E0
7.917067458E0,-3.308120728E-2,2.844085693E-3,9.774823151E0
7.927114458E0,-2.469863892E-2,7.634124756E-3,9.770631866E0
7.937161458E0,-2.484832764E-2,4.640350342E-3,9.775721283E0
7.947208458E0,-2.724334717E-2,7.334747314E-3,9.783355408E0
7.957256458E0,-3.218307495E-2,3.891906738E-3,9.771380310E0
7.967303458E0,-3.667373657E-2,5.987548828E-4,9.788444824E0
7.977350458E0,-3.547622681E-2,9.131011963E-3,9.770781555E0
7.987397458E0,-2.050735474E-2,3.742218018E-3,9.779313812E0
7.997445458E0,-2.230361938E-2,2.993774414E-3,9.778715057E0
8.007492458E0,-2.799179077E-2,3.592529297E-3,9.775122528E0
8.017539458E0,-3.562591553E-2,2.694396973E-3,9.772877197E0
8.027587458E0,-2.874023438E-2,6.885681152E-3,9.772577820E0
8.037634458E0,-2.140548706E-2,3.442840576E-3,9.776619415E0
8.047681458E0,-2.484832764E-2,-7.484436035E-4,9.775870972E0
8.057728458E0,-2.709365845E-2,4.340972900E-3,9.774074707E0
8.067776458E0,-2.978805542E-2,8.382568359E-3,9.771679688E0
8.077823458E0,-1.841171265E-2,6.885681152E-3,9.771829376E0
8.087870458E0,-2.185455322E-2,8.831634521E-3,9.769134979E0
8.097917458E0,-2.424957275E-2,8.382568359E-3,9.777517548E0
8.107965458E0,-3.203338623E-2,-2.993774414E-4,9.784852295E0
8.118012458E0,-3.038681030E-2,-1.945953369E-3,9.782008209E0
8.128059458E0,-2.859054565E-2,6.436614990E-3,9.773625641E0
8.138107458E0,-2.140548706E-2,3.442840576E-3,9.774224396E0
8.148154458E0,-2.320175171E-2,7.484436035E-4,9.769134979E0
8.158201458E0,-2.050735474E-2,2.095642090E-3,9.774074707E0
8.168248458E0,-3.188369751E-2,4.340972900E-3,9.778415680E0
8.178296458E0,-2.215393066E-2,8.681945801E-3,9.783056030E0
8.188343458E0,-2.290237427E-2,4.640350342E-3,9.773775330E0
8.198390458E0,-2.888992310E-2,7.185058594E-3,9.772428131E0
8.208437458E0,-2.993774414E-2,-3.293151855E-3,9.782157898E0
8.218485458E0,-3.263214111E-2,2.245330811E-3,9.775122528E0
8.228532458E0,-2.709365845E-2,3.293151855E-3,9.775870972E0
8.238579458E0,-1.601669312E-2,6.885681152E-3,9.780211945E0
8.248627458E0,-1.736389160E-2,4.790039062E-3,9.776918793E0
8.258675250E0,-2.978805542E-2,3.293151855E-3,9.786947937E0
8.268722250E0,-3.308120728E-2,6.885681152E-3,9.779164124E0
8.278769250E0,-2.903961182E-2,4.490661621E-4,9.772577820E0
8.288817250E0,-2.320175171E-2,1.107696533E-2,9.778116302E0
8.298864250E0,-2.409988403E-2,2.245330811E-3,9.778415680E0
8.308911250E0,-2.769241333E-2,2.694396973E-3,9.777667236E0
8.318958250E0,-3.023712158E-2,2.544708252E-3,9.777068481E0
8.329006250E0,-3.068618774E-2,3.592529297E-3,9.772428131E0
8.339053250E0,-3.188369751E-2,6.286926270E-3,9.775272217E0
8.349100250E0,-2.275268555E-2,5.837860107E-3,9.766590271E0
8.359147250E0,-2.963836670E-2,3.442840576E-3,9.773775330E0
8.369195250E0,-2.754272461E-2,9.131011963E-3,9.785600739E0
8.379242250E0,-3.068618774E-2,7.484436035E-3,9.774374084E0
8.389289250E0,-2.589614868E-2,1.137634277E-2,9.773475952E0
8.399337250E0,-2.604583740E-2,4.490661621E-3,9.771829376E0
8.409384250E0,-2.874023438E-2,4.041595459E-3,9.768685913E0
8.419431250E0,-3.158432007E-2,1.197509766E-3,9.771380310E0
8.429478250E0,-2.155517578E-2,-4.490661621E-4,9.771529999E0
8.439526250E0,-2.424957275E-2,3.742218018E-3,9.781708832E0
8.449573250E0,-2.365081787E-2,7.634124756E-3,9.767338715E0
8.459620250E0,-2.679428101E-2,4.490661621E-3,9.772877197E0
8.469667250E0,-2.888992310E-2,8.981323242E-4,9.774074707E0
8.479715250E0,-1.811233521E-2,6.286926270E-3,9.780661011E0
8.489762250E0,-3.098556519E-2,1.302291870E-2,9.781409454E0
8.499809250E0,-3.173400879E-2,4.490661621E-3,9.776619415E0
8.509857250E0,-2.769241333E-2,1.032852173E-2,9.780211945E0
8.519904250E0,-3.427871704E-2,3.742218018E-3,9.773026886E0
8.529951250E0,-3.188369751E-2,8.382568359E-3,9.771979065E0
8.539998250E0,-3.457809448E-2,2.844085693E-3,9.782457275E0
8.550046250E0,-3.562591553E-2,2.694396973E-3,9.778864746E0
8.560093250E0,-2.963836670E-2,-1.646575928E-3,9.781708832E0
8.570140250E0,-2.754272461E-2,-1.796264648E-3,9.776020660E0
8.580187250E0,-3.278182983E-2,1.137634277E-2,9.780062256E0
8.590235250E0,-3.173400879E-2,-2.245330811E-3,9.769284668E0
8.600282250E0,-1.990859985E-2,2.544708252E-3,9.779014435E0
8.610329250E0,-3.263214111E-2,5.987548828E-3,9.780661011E0
8.620377250E0,-3.098556519E-2,4.340972900E-3,9.777367859E0
8.630424250E0,-1.945953369E-2,1.796264648E-3,9.787097626E0
8.640471250E0,-2.664459229E-2,8.831634521E-3,9.773925018E0
8.650518250E0,-2.559677124E-2,5.239105225E-3,9.775571594E0
8.660566250E0,-1.751358032E-2,-4.939727783E-3,9.777367859E0
8.670613250E0,-3.712280273E-2,1.496887207E-4,9.765542450E0
8.680660250E0,-3.472778320E-2,6.735992432E-3,9.775272217E0
8.690707250E0,-2.529739380E-2,7.334747314E-3,9.777966614E0
8.700755250E0,-2.409988403E-2,4.490661621E-3,9.781858521E0
8.710802250E0,-2.305206299E-2,1.212478638E-2,9.782157898E0
8.720849250E0,-2.499801636E-2,3.592529297E-3,9.781708832E0
8.730897250E0,-3.502716064E-2,5.688171387E-3,9.769284668E0
8.740944250E0,-2.978805542E-2,6.735992432E-3,9.779463501E0
8.750991250E0,-1.796264648E-2,5.987548828E-3,9.778415680E0
8.761038250E0,-2.484832764E-2,7.334747314E-3,9.775571594E0
8.771086250E0,-3.577560425E-2,-3.143463135E-3,9.782157898E0
8.781133250E0,-3.188369751E-2,4.939727783E-3,9.780661011E0
8.791180250E0,-2.005828857E-2,9.131011963E-3,9.771380310E0
8.801227250E0,-1.691482544E-2,-4.490661621E-4,9.772278442E0
8.811275250E0,-2.559677124E-2,1.047821045E-3,9.772128754E0
8.821322250E0,-3.113525391E-2,4.041595459E-3,9.771380310E0
8.831369250E0,-4.625381470E-2,5.239105225E-3,9.776020660E0
8.841417250E0,-2.080673218E-2,8.232879639E-3,9.780810699E0
8.851464250E0,-1.871109009E-2,-1.197509766E-3,9.780211945E0
8.861511250E0,-2.604583740E-2,-4.041595459E-3,9.776619415E0
8.871558250E0,-3.098556519E-2,8.382568359E-3,9.777367859E0
8.881606250E0,-2.978805542E-2,8.831634521E-3,9.778715057E0
8.891653250E0,-2.574645996E-2,1.287322998E-2,9.777517548E0
8.901700250E0,-1.811233521E-2,4.191284180E-3,9.772428131E0
8.911747250E0,-2.424957275E-2,-2.844085693E-3,9.778565369E0
8.921795250E0,-3.023712158E-2,7.933502197E-3,9.776020660E0
8.931842250E0,-3.412902832E-2,2.993774414E-3,9.776320038E0
8.941889250E0,-2.514770508E-2,2.993774414E-4,9.777966614E0
8.951937250E0,-2.320175171E-2,1.197509766E-3,9.774823151E0
8.961984250E0,-1.856140137E-2,-1.047821045E-2,9.774224396E0
8.972031250E0,-2.784210205E-2,2.544708252E-3,9.777667236E0
8.982078250E0,-3.008743286E-2,1.362167358E-2,9.781559143E0
8.992126250E0,-3.382965088E-2,1.002914429E-2,9.776020660E0
9.002173250E0,-3.173400879E-2,-2.993774414E-3,9.775122528E0
9.012220250E0,-2.335144043E-2,-4.340972900E-3,9.772278442E0
9.022267250E0,-3.128494263E-2,4.939727783E-3,9.772128754E0
9.032315250E0,-3.083587646E-2,2.993774414E-3,9.775272217E0
9.042362250E0,-2.140548706E-2,6.436614990E-3,9.777068481E0
9.052409250E0,-3.128494263E-2,5.987548828E-4,9.776469727E0
9.062456250E0,-2.095642090E-2,3.891906738E-3,9.773625641E0
9.072504250E0,-2.469863892E-2,3.143463135E-3,9.777367859E0
9.082551250E0,-3.338058472E-2,8.083190918E-3,9.777367859E0
9.092598250E0,-2.200424194E-2,4.939727783E-3,9.777068481E0
9.102646250E0,-1.916015625E-2,-4.490661621E-4,9.769284668E0
9.112693250E0,-3.158432007E-2,6.735992432E-3,9.767039337E0
9.122740250E0,-2.649490356E-2,7.933502197E-3,9.780960388E0
9.132787250E0,-2.664459229E-2,4.191284180E-3,9.775721283E0
9.142835250E0,-3.772155762E-2,-3.742218018E-3,9.782906342E0
9.152882250E0,-3.622467041E-2,-3.592529297E-3,9.772128754E0
9.162929250E0,-3.233276367E-2,7.185058594E-3,9.780062256E0
9.172976250E0,-1.975891113E-2,1.047821045E-2,9.779912567E0
9.183024250E0,-3.173400879E-2,2.395019531E-3,9.785451050E0
9.193071250E0,-3.442840576E-2,-2.694396973E-3,9.768835602E0
9.203118250E0,-3.038681030E-2,3.592529297E-3,9.772877197E0
9.213166250E0,-2.140548706E-2,1.047821045E-3,9.769284668E0
9.223213250E0,-2.948867798E-2,8.981323242E-4,9.777068481E0
9.233260250E0,-2.574645996E-2,2.095642090E-3,9.781409454E0
9.243307250E0,-2.634521484E-2,5.837860107E-3,9.771979065E0
9.253355250E0,-1.661544800E-2,5.987548828E-4,9.771529999E0
9.263402583E0,-2.559677124E-2,1.257385254E-2,9.768536224E0
9.273449583E0,-3.472778320E-2,5.987548828E-3,9.770631866E0
9.283496583E0,-3.532653809E-2,3.143463135E-3,9.765841827E0
9.293544583E0,-2.799179077E-2,8.981323242E-3,9.776020660E0
9.303591583E0,-2.604583740E-2,7.484436035E-3,9.781708832E0
9.313638583E0,-2.844085693E-2,9.580078125E-3,9.780062256E0
9.323686583E0,-3.802093506E-2,4.490661621E-3,9.776469727E0
9.333733583E0,-2.814147949E-2,-1.945953369E-3,9.772278442E0
9.343780583E0,-3.323089600E-2,1.197509766E-3,9.773176575E0
9.353827583E0,-3.188369751E-2,2.844085693E-3,9.773326263E0
9.363875583E0,-2.604583740E-2,5.388793945E-3,9.776918793E0
9.373922583E0,-2.604583740E-2,5.388793945E-3,9.778265991E0
9.383969583E0,-3.083587646E-2,5.388793945E-3,9.780361633E0
9.394016583E0,-2.215393066E-2,1.496887207E-4,9.780361633E0
9.404064583E0,-2.993774414E-2,5.837860107E-3,9.771080933E0
9.414111583E0,-3.143463135E-2,1.496887207E-4,9.772577820E0
9.424158583E0,-3.787124634E-2,4.041595459E-3,9.781708832E0
9.434205583E0,-4.011657715E-2,1.062789917E-2,9.778565369E0
9.444253583E0,-2.484832764E-2,8.382568359E-3,9.785151672E0
9.454300583E0,-2.230361938E-2,3.442840576E-3,9.779014435E0
9.464347583E0,-3.502716064E-2,2.095642090E-3,9.776020660E0
9.474395583E0,-3.817062378E-2,9.131011963E-3,9.774972839E0
9.484442583E0,-2.395019531E-2,-7.484436035E-4,9.781110077E0
9.494489583E0,-2.395019531E-2,7.634124756E-3,9.771829376E0
9.504536583E0,-2.963836670E-2,7.484436035E-3,9.770482178E0
9.514584583E0,-3.757186890E-2,5.987548828E-4,9.778715057E0
9.524631583E0,-2.769241333E-2,2.395019531E-3,9.771230621E0
9.534678583E0,-2.395019531E-2,3.742218018E-3,9.776918793E0
9.544725583E0,-1.616638184E-2,8.083190918E-3,9.776619415E0
9.554773583E0,-1.706451416E-2,6.885681152E-3,9.776469727E0
9.564820583E0,-2.185455322E-2,3.442840576E-3,9.770332489E0
9.574867583E0,-3.158432007E-2,1.541793823E-2,9.774074707E0
9.584915583E0,-2.365081787E-2,7.783813477E-3,9.777667236E0
9.594962583E0,-2.874023438E-2,-1.945953369E-3,9.777667236E0
9.605009583E0,-3.038681030E-2,-7.035369873E-3,9.777816925E0
9.615056583E0,-3.742218018E-2,6.735992432E-3,9.771679688E0
9.625104583E0,-3.607498169E-2,1.317260742E-2,9.777667236E0
9.635151583E0,-2.829116821E-2,6.436614990E-3,9.766889648E0
9.645198583E0,-2.454895020E-2,1.047821045E-3,9.765542450E0
9.655245583E0,-1.511856079E-2,4.790039062E-3,9.784702606E0
9.665293583E0,-2.619552612E-2,4.340972900E-3,9.781858521E0
9.675340583E0,-3.532653809E-2,8.532257080E-3,9.774673462E0
9.685387583E0,-3.472778320E-2,1.646575928E-3,9.780810699E0
9.695434583E0,-3.113525391E-2,9.430389404E-3,9.780361633E0
9.705482583E0,-3.278182983E-2,4.041595459E-3,9.779313812E0
9.715529583E0,-3.023712158E-2,1.032852173E-2,9.777966614E0
9.725576583E0,-2.619552612E-2,6.436614990E-3,9.773775330E0
9.735624583E0,-2.290237427E-2,-1.347198486E-3,9.784103851E0
9.745671583E0,-2.245330811E-2,7.035369873E-3,9.782756653E0
9.755718583E0,-2.170486450E-2,8.232879639E-3,9.775870972E0
9.765765583E0,-1.916015625E-2,1.077758789E-2,9.781559143E0
9.775813583E0,-2.664459229E-2,4.640350342E-3,9.776619415E0
9.785860583E0,-2.694396973E-2,4.340972900E-3,9.771979065E0
9.795907583E0,-2.245330811E-2,1.077758789E-2,9.772727509E0
9.805954583E0,-2.335144043E-2,1.796264648E-3,9.771080933E0
9.816002583E0,-3.442840576E-2,9.879455566E-3,9.772727509E0
9.826049583E0,-2.335144043E-2,9.729766846E-3,9.773475952E0
9.836096583E0,-2.814147949E-2,1.017883301E-2,9.770631866E0
9.846144583E0,-2.529739380E-2,7.484436035E-4,9.779762878E0
9.856191583E0,-2.754272461E-2,1.796264648E-3,9.779164124E0
9.866238583E0,-2.933898926E-2,-1.496887207E-3,9.771380310E0
9.876285583E0,-2.679428101E-2,8.382568359E-3,9.774224396E0
9.886333583E0,-3.382965088E-2,2.844085693E-3,9.778116302E0
9.896380583E0,-3.338058472E-2,4.340972900E-3,9.778565369E0
9.906427583E0,-2.978805542E-2,7.334747314E-3,9.777517548E0
9.916474583E0,-1.930984497E-2,-1.496887207E-4,9.774823151E0
9.926522583E0,-2.290237427E-2,7.933502197E-3,9.770033112E0
9.936569583E0,-3.053649902E-2,6.137237549E-3,9.770332489E0
9.946616583E0,-3.083587646E-2,-2.245330811E-3,9.770482178E0
9.956664583E0,-2.724334717E-2,4.490661621E-3,9.775870972E0
9.966711583E0,-2.095642090E-2,-4.490661621E-3,9.780361633E0
9.976758583E0,-2.365081787E-2,3.742218018E-3,9.780211945E0
9.986805583E0,-2.799179077E-2,2.095642090E-3,9.772428131E0
9.996853583E0,-2.888992310E-2,4.939727783E-3,9.771979065E0
1.000690058E1,-2.350112915E-2,6.436614990E-3,9.775421906E0
1.001694758E1,-2.380050659E-2,2.993774414E-3,9.781409454E0
1.002699458E1,-2.514770508E-2,1.197509766E-3,9.764344940E0
1.003704258E1,-2.544708252E-2,7.783813477E-3,9.767638092E0
1.004708958E1,-2.784210205E-2,4.340972900E-3,9.773925018E0
1.005713658E1,-2.215393066E-2,-1.796264648E-3,9.780511322E0
1.006718358E1,-2.380050659E-2,8.831634521E-3,9.779912567E0
1.007723158E1,-3.188369751E-2,8.382568359E-3,9.768835602E0
1.008727858E1,-3.457809448E-2,4.490661621E-3,9.782457275E0
1.009732558E1,-2.769241333E-2,1.197509766E-3,9.776918793E0
1.010737358E1,-2.185455322E-2,2.245330811E-3,9.771230621E0
1.011742058E1,-3.637435913E-2,8.681945801E-3,9.774673462E0
1.012746758E1,-2.320175171E-2,9.879455566E-3,9.775122528E0
1.013751458E1,-2.080673218E-2,1.646575928E-3,9.780361633E0
1.014756258E1,-2.978805542E-2,1.047821045E-2,9.785301361E0
1.015760958E1,-2.754272461E-2,8.981323242E-3,9.779014435E0
1.016765658E1,-3.592529297E-2,-2.694396973E-3,9.776469727E0
1.017770358E1,-2.724334717E-2,2.095642090E-3,9.779463501E0
1.018775158E1,-2.679428101E-2,7.484436035E-4,9.773625641E0
1.019779858E1,-2.799179077E-2,5.837860107E-3,9.780211945E0
1.020784558E1,-2.005828857E-2,1.197509766E-3,9.771080933E0
1.021789258E1,-3.113525391E-2,4.640350342E-3,9.766889648E0
1.022794058E1,-3.353027344E-2,-2.694396973E-3,9.774074707E0
1.023798758E1,-2.963836670E-2,9.580078125E-3,9.778864746E0
1.024803458E1,-3.787124634E-2,3.891906738E-3,9.782756653E0
1.025808258E1,-3.293151855E-2,-3.143463135E-3,9.774673462E0
1.026812871E1,-2.469863892E-2,4.490661621E-3,9.781559143E0
1.027817571E1,-2.933898926E-2,1.002914429E-2,9.783654785E0
1.028822271E1,-2.859054565E-2,7.484436035E-4,9.775870972E0
1.029827071E1,-2.963836670E-2,-7.484436035E-4,9.773775330E0
1.030831771E1,-3.382965088E-2,-7.783813477E-3,9.772727509E0
1.031836471E1,-2.469863892E-2,-4.340972900E-3,9.779912567E0
1.032841171E1,-2.589614868E-2,4.790039062E-3,9.779762878E0
1.033845971E1,-2.844085693E-2,1.945953369E-3,9.776619415E0
1.034850671E1,-2.933898926E-2,2.694396973E-3,9.782606964E0
1.035855371E1,-3.113525391E-2,1.347198486E-3,9.770931244E0
1.036860171E1,-2.664459229E-2,7.484436035E-3,9.776469727E0
1.037864871E1,-2.679428101E-2,3.293151855E-3,9.775870972E0
1.038869571E1,-3.293151855E-2,4.640350342E-3,9.778715057E0
1.039874271E1,-2.424957275E-2,4.790039062E-3,9.770931244E0
1.040879071E1,-2.305206299E-2,1.032852173E-2,9.774523773E0
1.041883771E1,-2.903961182E-2,3.592529297E-3,9.785750427E0
1.042888471E1,-3.113525391E-2,7.484436035E-4,9.771230621E0
1.043893171E1,-2.933898926E-2,6.735992432E-3,9.782756653E0
1.044897971E1,-1.990859985E-2,-1.347198486E-3,9.788145447E0
1.045902671E1,-2.589614868E-2,7.484436035E-4,9.773475952E0
1.046907371E1,-3.008743286E-2,6.436614990E-3,9.780661011E0
1.047912071E1,-3.173400879E-2,5.987548828E-4,9.782457275E0
1.048916871E1,-2.215393066E-2,2.544708252E-3,9.776320038E0
1.049921571E1,-2.589614868E-2,3.442840576E-3,9.778415680E0
1.050926271E1,-2.514770508E-2,4.041595459E-3,9.769134979E0
1.051931071E1,-2.589614868E-2,7.334747314E-3,9.773026886E0
1.052935771E1,-3.382965088E-2,9.280700684E-3,9.767189026E0
1.053940471E1,-3.562591553E-2,4.191284180E-3,9.773475952E0
1.054945171E1,-3.233276367E-2,-1.945953369E-3,9.770931244E0
1.055949971E1,-3.053649902E-2,5.538482666E-3,9.774823151E0
1.056954671E1,-2.335144043E-2,6.586303711E-3,9.775122528E0
1.057959371E1,-2.694396973E-2,9.729766846E-3,9.778864746E0
1.058964071E1,-1.541793823E-2,2.844085693E-3,9.779463501E0
1.059968871E1,-2.874023438E-2,1.496887207E-3,9.775272217E0
1.060973571E1,-2.784210205E-2,6.286926270E-3,9.773775330E0
1.061978271E1,-3.023712158E-2,6.436614990E-3,9.776619415E0
1.062983071E1,-2.619552612E-2,7.334747314E-3,9.783654785E0
1.063987771E1,-2.185455322E-2,1.197509766E-3,9.781858521E0
1.064992471E1,-2.574645996E-2,2.993774414E-3,9.777517548E0
1.065997171E1,-2.320175171E-2,5.239105225E-3,9.767787781E0
1.067001971E1,-3.113525391E-2,2.993774414E-4,9.766141205E0
1.068006671E1,-4.071533203E-2,4.490661621E-3,9.763746185E0
1.069011371E1,-3.233276367E-2,3.592529297E-3,9.774523773E0
1.070016071E1,-2.365081787E-2,5.987548828E-4,9.765243073E0
1.071020871E1,-2.365081787E-2,1.047821045E-3,9.774972839E0
1.072025571E1,-2.844085693E-2,5.987548828E-4,9.775870972E0
1.073030271E1,-2.454895020E-2,3.143463135E-3,9.769733734E0
1.074034971E1,-2.694396973E-2,7.185058594E-3,9.771679688E0
1.075039771E1,-2.305206299E-2,3.442840576E-3,9.773475952E0
1.076044471E1,-3.053649902E-2,5.987548828E-3,9.769434357E0
1.077049171E1,-3.248245239E-2,-5.987548828E-4,9.773925018E0
1.078053971E1,-2.619552612E-2,4.490661621E-4,9.776020660E0
1.079058671E1,-2.140548706E-2,3.891906738E-3,9.775721283E0
1.080063371E1,-2.185455322E-2,7.484436035E-3,9.776320038E0
1.081068071E1,-2.260299683E-2,1.107696533E-2,9.772877197E0
1.082072871E1,-3.637435913E-2,-2.544708252E-3,9.778265991E0
1.083077571E1,-2.963836670E-2,-4.640350342E-3,9.775421906E0
1.084082271E1,-2.230361938E-2,4.640350342E-3,9.779313812E0
1.085086971E1,-2.395019531E-2,-7.484436035E-4,9.779912567E0
1.086091771E1,-2.799179077E-2,-7.484436035E-4,9.780810699E0
1.087096471E1,-2.215393066E-2,3.891906738E-3,9.777367859E0
1.088101171E1,-1.960922241E-2,7.185058594E-3,9.772428131E0
1.089105871E1,-2.888992310E-2,9.280700684E-3,9.777218170E0
1.090110671E1,-2.739303589E-2,-5.987548828E-4,9.771979065E0
1.091115371E1,-2.664459229E-2,2.095642090E-3,9.770182800E0
1.092120071E1,-3.083587646E-2,2.844085693E-3,9.781409454E0
1.093124871E1,-1.347198486E-2,3.891906738E-3,9.777667236E0
1.094129571E1,-2.724334717E-2,1.496887207E-3,9.781409454E0
1.095134271E1,-2.694396973E-2,7.185058594E-3,9.772128754E0
1.096138971E1,-3.083587646E-2,1.062789917E-2,9.772128754E0
1.097143771E1,-2.679428101E-2,1.047821045E-2,9.774224396E0
1.098148471E1,-3.203338623E-2,7.783813477E-3,9.774823151E0
1.099153171E1,-2.454895020E-2,3.742218018E-3,9.782008209E0
1.100157871E1,-3.787124634E-2,-2.245330811E-3,9.788893890E0
1.101162671E1,-3.427871704E-2,-3.143463135E-3,9.777367859E0
1.102167371E1,-2.814147949E-2,3.442840576E-3,9.783654785E0
1.103172071E1,-3.233276367E-2,6.137237549E-3,9.786798248E0
1.104176871E1,-3.143463135E-2,4.041595459E-3,9.779164124E0
1.105181571E1,-3.727249146E-2,5.987548828E-3,9.771380310E0
1.106186271E1,-2.320175171E-2,1.017883301E-2,9.783355408E0
1.107190971E1,-3.442840576E-2,-1.496887207E-4,9.781259766E0
1.108195771E1,-2.469863892E-2,1.347198486E-3,9.777367859E0
1.109200471E1,-3.457809448E-2,2.395019531E-3,9.769284668E0
1.110205171E1,-3.233276367E-2,-4.939727783E-3,9.779164124E0
1.111209871E1,-3.397933960E-2,8.981323242E-4,9.776918793E0
1.112214671E1,-2.350112915E-2,2.993774414E-4,9.786049805E0
1.113219371E1,-2.035766602E-2,1.945953369E-3,9.776020660E0
1.114224071E1,-2.380050659E-2,2.095642090E-3,9.770332489E0
1.115228871E1,-2.948867798E-2,7.783813477E-3,9.780810699E0
1.116233571E1,-2.275268555E-2,7.035369873E-3,9.776918793E0
1.117238271E1,-3.427871704E-2,1.347198486E-3,9.779463501E0
1.118242971E1,-2.829116821E-2,1.107696533E-2,9.776469727E0
1.119247771E1,-2.409988403E-2,6.436614990E-3,9.778715057E0
1.120252471E1,-3.173400879E-2,2.395019531E-3,9.764644318E0
1.121257171E1,-3.128494263E-2,-1.347198486E-3,9.770332489E0
1.122261871E1,-3.038681030E-2,5.388793945E-3,9.779762878E0
1.123266671E1,-1.841171265E-2,6.436614990E-3,9.772577820E0
1.124271371E1,-2.694396973E-2,1.347198486E-3,9.771230621E0
1.125276071E1,-2.948867798E-2,2.993774414E-3,9.776170349E0
1.126280800E1,-2.784210205E-2,2.245330811E-3,9.783205719E0
1.127285600E1,-2.005828857E-2,5.239105225E-3,9.781259766E0
1.128290300E1,-1.721420288E-2,5.987548828E-4,9.773775330E0
1.129295000E1,-1.901046753E-2,3.742218018E-3,9.783056030E0
1.130299800E1,-2.365081787E-2,7.035369873E-3,9.782457275E0
1.131304500E1,-2.589614868E-2,6.436614990E-3,9.779463501E0
1.132309200E1,-2.409988403E-2,-2.095642090E-3,9.772128754E0
1.133313900E1,-2.903961182E-2,3.891906738E-3,9.774972839E0
1.134318700E1,-3.173400879E-2,-2.993774414E-4,9.771380310E0
1.135323400E1,-2.035766602E-2,7.334747314E-3,9.784552917E0
1.136328100E1,-2.110610962E-2,5.688171387E-3,9.776769104E0
1.137332800E1,-2.559677124E-2,-0.000000000E0,9.765392761E0
1.138337600E1,-2.694396973E-2,8.981323242E-4,9.770931244E0
1.139342300E1,-2.350112915E-2,5.239105225E-3,9.778864746E0
1.140347000E1,-2.050735474E-2,2.395019531E-3,9.786049805E0
1.141351700E1,-1.975891113E-2,5.837860107E-3,9.781858521E0
1.142356500E1,-3.053649902E-2,1.796264648E-3,9.776619415E0
1.143361200E1,-3.667373657E-2,-6.586303711E-3,9.778864746E0
1.144365900E1,-2.155517578E-2,3.891906738E-3,9.779613190E0
1.145370700E1,-2.559677124E-2,2.844085693E-3,9.770781555E0
1.146375400E1,-2.350112915E-2,2.993774414E-4,9.789193268E0
1.147380100E1,-2.350112915E-2,6.586303711E-3,9.768685913E0
1.148384800E1,-3.353027344E-2,1.796264648E-3,9.778864746E0
1.149389600E1,-2.424957275E-2,2.993774414E-3,9.775272217E0
1.150394300E1,-2.305206299E-2,6.735992432E-3,9.775870972E0
1.151399000E1,-2.529739380E-2,1.362167358E-2,9.781708832E0
1.152403700E1,-2.559677124E-2,7.783813477E-3,9.775122528E0
1.153408500E1,-2.454895020E-2,1.496887207E-3,9.776320038E0
1.154413200E1,-2.290237427E-2,9.430389404E-3,9.773026886E0
1.155417900E1,-2.409988403E-2,6.885681152E-3,9.777667236E0
1.156422600E1,-2.724334717E-2,8.083190918E-3,9.781559143E0
1.157427400E1,-2.380050659E-2,6.137237549E-3,9.777367859E0
1.158432100E1,-2.799179077E-2,8.831634521E-3,9.776469727E0
1.159436800E1,-2.095642090E-2,6.286926270E-3,9.768536224E0
1.160441600E1,-2.275268555E-2,6.885681152E-3,9.764644318E0
1.161446300E1,-3.023712158E-2,5.388793945E-3,9.781110077E0
1.162451000E1,-2.544708252E-2,2.095642090E-3,9.775122528E0
1.163455700E1,-2.320175171E-2,2.245330811E-3,9.776170349E0
1.164460500E1,-2.245330811E-2,1.945953369E-3,9.779313812E0
1.165465200E1,-3.577560425E-2,1.945953369E-3,9.781110077E0
1.166469900E1,-3.143463135E-2,7.933502197E-3,9.774074707E0
1.167474600E1,-2.799179077E-2,7.185058594E-3,9.778565369E0
1.168479400E1,-2.933898926E-2,1.945953369E-3,9.773475952E0
1.169484100E1,-2.529739380E-2,8.981323242E-4,9.783954163E0
1.170488800E1,-2.544708252E-2,-2.993774414E-3,9.780960388E0
1.171493500E1,-3.068618774E-2,-1.646575928E-3,9.787397003E0
1.172498300E1,-2.619552612E-2,-5.987548828E-4,9.777218170E0
1.173503000E1,-2.814147949E-2,7.334747314E-3,9.777966614E0
1.174507700E1,-2.709365845E-2,6.436614990E-3,9.777367859E0
1.175512500E1,-2.260299683E-2,5.239105225E-3,9.772428131E0
1.176517200E1,-3.113525391E-2,2.844085693E-3,9.777367859E0
1.177521900E1,-2.829116821E-2,9.131011963E-3,9.772278442E0
1.178526600E1,-3.203338623E-2,2.694396973E-3,9.781708832E0
1.179531400E1,-3.023712158E-2,-1.347198486E-3,9.778565369E0
1.180536100E1,-3.457809448E-2,6.286926270E-3,9.775272217E0
1.181540800E1,-3.891906738E-2,2.095642090E-3,9.771979065E0
1.182545500E1,-2.918930054E-2,6.586303711E-3,9.775571594E0
1.183550300E1,-2.335144043E-2,1.871109009E-2,9.772428131E0
1.184555000E1,-3.293151855E-2,7.484436035E-3,9.773475952E0
1.185559700E1,-2.574645996E-2,3.293151855E-3,9.773026886E0
1.186564400E1,-2.409988403E-2,-0.000000000E0,9.770482178E0
1.187569200E1,-2.350112915E-2,4.939727783E-3,9.779463501E0
1.188573900E1,-2.978805542E-2,5.239105225E-3,9.765991516E0
