"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.783873000E0,-7.029779954E-4,-1.716125058E-3,2.414555522E-3
3.793920000E0,2.454083180E-3,1.648254576E-3,1.306752674E-3
3.803968000E0,1.616518945E-3,-7.821461186E-4,1.858279575E-4
3.814015000E0,7.151751779E-4,5.135658430E-4,-4.729519133E-4
3.824062000E0,2.617204562E-3,-2.363802632E-4,1.576083945E-3
3.834109000E0,1.323614968E-3,2.363645006E-3,2.319289837E-3
3.844157000E0,1.228806330E-3,-1.668114681E-3,-8.980752900E-4
3.854204000E0,3.570371773E-4,2.001092071E-4,1.548347063E-5
3.864251000E0,-1.045649871E-3,-7.559655933E-4,2.272778656E-3
3.874299000E0,3.210550640E-4,1.147295581E-3,6.426898763E-4
3.884346000E0,-2.343437634E-3,-1.325621270E-6,-8.156569675E-4
3.894393000E0,-5.697575398E-5,3.535556607E-4,-1.233518589E-3
3.904440000E0,3.181694308E-3,1.378396992E-4,-1.441245084E-3
3.914488000E0,1.967573306E-3,-5.262707127E-4,-3.470125142E-3
3.924535000E0,1.196322031E-3,-4.860570189E-4,1.498534577E-3
3.934582000E0,2.167702187E-3,-7.946684491E-5,-6.284802221E-4
3.944629000E0,2.688681707E-4,1.195654739E-3,3.568893299E-4
3.954677000E0,-1.425430528E-3,-1.022905344E-4,1.341272146E-4
3.964724000E0,1.562636113E-3,1.615714515E-3,-4.067607224E-4
3.974771000E0,-3.111965489E-4,-5.029221065E-4,2.097100951E-4
3.984819000E0,-3.081150353E-3,1.756513957E-4,-1.611359301E-3
3.994866000E0,-2.317464910E-3,1.913464162E-3,-1.519865007E-3
4.004913000E0,1.169678057E-3,-2.839101362E-4,1.344906632E-4
4.014960000E0,-3.341180272E-3,7.677999092E-4,2.347590867E-3
4.025008000E0,8.463740814E-4,2.586738905E-3,-1.754877158E-4
4.035055000E0,-3.409642959E-4,-8.951895870E-5,-3.755383659E-4
4.045102000E0,4.499945790E-4,1.825826475E-3,-8.578367997E-4
4.055149000E0,1.949340571E-3,-1.523833023E-3,-6.510089152E-4
4.065197000E0,-6.344581489E-4,1.660242327E-3,-7.146585267E-4
4.075244000E0,1.135714352E-3,5.863991100E-5,-2.972025890E-3
4.085291000E0,-1.087226206E-3,-6.665388355E-4,-4.923564848E-4
4.095339000E0,4.257562105E-4,-2.817327040E-4,2.306904644E-4
4.105386000E0,-7.668072358E-4,-1.835420844E-3,1.364294440E-5
4.115433000E0,9.673587047E-4,1.628861530E-3,-1.657399349E-3
4.125480000E0,8.975837845E-4,-5.765020614E-4,7.045944221E-5
4.135528000E0,4.585380666E-4,9.015551768E-4,-3.092121333E-4
4.145575000E0,-1.026174170E-3,2.564152237E-5,4.761540331E-4
4.155622000E0,1.125492388E-3,1.345507451E-3,1.797688194E-3
4.165669000E0,-1.219953527E-3,-1.072110143E-3,3.343120217E-3
4.175717000E0,-3.944861237E-4,-1.004291582E-3,-1.173802186E-3
4.185764000E0,-1.808358356E-3,-2.335727913E-4,5.918736570E-4
4.195811000E0,-8.329442935E-4,9.266707348E-4,-5.379056092E-4
4.205859000E0,1.317291986E-3,4.065553658E-4,-1.606898382E-3
4.215906000E0,-5.265487125E-4,5.744677037E-4,-5.814130418E-5
4.225953000E0,-1.308719162E-3,1.034395653E-3,-1.838730765E-3
4.236000000E0,-1.932515996E-3,3.650515806E-3,1.326399622E-3
4.246048000E0,4.514749162E-5,9.900178993E-4,-1.554075396E-3
4.256095000E0,2.801753581E-4,2.400891855E-3,1.173349563E-3
4.266142000E0,1.857032999E-3,-1.337387366E-3,8.377912454E-4
4.276190000E0,5.220405292E-4,6.047316128E-4,-1.475517638E-5
4.286237000E0,5.771680735E-4,-6.525467033E-4,9.224112146E-4
4.296284000E0,7.876672316E-4,6.454964168E-4,7.966107223E-4
4.306331000E0,-5.313964793E-4,1.416747924E-3,2.304224763E-4
4.316379000E0,1.859392971E-3,8.929864271E-5,2.240774222E-3
4.326426000E0,-2.684724750E-4,1.303700148E-3,5.909460597E-4
4.336473000E0,1.433585770E-3,2.343634143E-3,3.653191961E-4
4.346520000E0,-6.641861983E-4,2.344103996E-4,-5.587977357E-4
4.356568000E0,-8.929918986E-4,1.078529982E-3,-2.012107521E-3
4.366615000E0,-2.420847537E-3,1.040713163E-3,-7.958419155E-4
4.376662000E0,-3.905459307E-4,-1.765768975E-4,-1.690629870E-5
4.386710000E0,7.417565212E-5,2.280988265E-3,8.177282289E-4
4.396757000E0,-3.609954379E-3,1.402580412E-3,7.949850988E-4
4.406804000E0,-2.956504468E-4,-1.018393086E-4,9.875318501E-4
4.416851000E0,-1.022389857E-3,7.628250751E-4,-9.822384454E-4
4.426899000E0,-4.838986788E-4,8.618946304E-4,-5.012715701E-4
4.436946000E0,-1.148229931E-4,5.273600691E-4,-1.196698286E-3
4.446993000E0,-8.266858058E-4,3.108451492E-4,-4.166585859E-4
4.457040000E0,1.065207412E-3,1.442301786E-3,-2.883616136E-3
4.467088000E0,-1.646156888E-3,6.289723096E-4,1.275176182E-3
4.477135000E0,-1.402692986E-3,1.426463714E-4,1.152807381E-4
4.487182000E0,1.251413254E-3,-2.951772767E-4,-2.100735670E-3
4.497230000E0,-4.559826571E-3,-1.623171847E-4,-2.301693894E-5
4.507277000E0,-2.385888249E-3,2.817760222E-3,-6.509905215E-4
4.517324000E0,1.163617242E-3,9.599725599E-4,2.467334736E-3
4.527371000E0,8.379127830E-4,6.807997124E-5,-1.678141998E-3
4.537419000E0,-7.933023153E-4,-3.392426297E-4,-2.474836307E-3
4.547466000E0,8.677113801E-4,4.399982863E-4,3.579680342E-4
4.557513000E0,-1.360798255E-3,6.674217875E-4,2.725298982E-4
4.567561000E0,1.943651820E-3,1.556385076E-3,1.991334371E-3
4.577608000E0,5.729605909E-4,2.243171446E-3,-1.481247717E-3
4.587655000E0,5.138386041E-4,1.017584582E-3,1.862351084E-3
4.597702000E0,4.081875086E-4,5.219411105E-4,1.631537918E-3
4.607750000E0,-1.974152401E-4,8.945174050E-4,5.319186021E-4
4.617797000E0,1.976668369E-3,2.491480205E-3,1.299975673E-3
4.627844000E0,-2.225267235E-3,-5.173593527E-4,-1.130691264E-3
4.637891000E0,7.569137961E-4,-3.959304886E-4,1.374216983E-3
4.647939000E0,-9.909188375E-4,1.346043195E-3,7.648856845E-4
4.657986000E0,-2.512731589E-5,3.878568532E-5,-2.312986180E-4
4.668033000E0,7.730221841E-4,2.238024026E-3,3.200450912E-3
4.678081000E0,9.712637402E-4,3.743867157E-3,2.487022430E-4
4.688128000E0,1.384053845E-3,-1.314008376E-3,-1.722303219E-3
4.698175000E0,8.745416999E-4,2.528782003E-3,6.130628753E-4
4.708222000E0,-8.983246516E-4,-7.631512708E-4,3.565443214E-3
4.718270000E0,1.388923032E-3,1.391855883E-3,-7.639406249E-6
4.728317000E0,-3.863401944E-4,-3.232198069E-4,5.412381142E-4
4.738364000E0,-7.698206464E-4,9.838799015E-4,1.278796932E-3
4.748411000E0,1.071222592E-3,1.970847603E-3,2.376551973E-3
4.758459000E0,4.452865105E-4,2.361664781E-3,-8.684545755E-4
4.768506000E0,7.755185943E-4,1.661786111E-3,-1.994683407E-4
4.778553000E0,-4.644138971E-4,3.062492702E-3,-1.192556927E-3
4.788601000E0,1.244270243E-3,-9.599455516E-4,9.251886513E-4
4.798648000E0,-9.393928340E-4,3.126540221E-3,-2.048176248E-4
4.808695000E0,-5.412503378E-4,-2.351681469E-4,-3.353124484E-4
4.818742000E0,-3.808366600E-4,4.646344460E-4,-1.088607591E-3
4.828790000E0,1.904114615E-4,6.297504879E-4,2.914424986E-4
4.838837000E0,2.261269372E-3,1.093179220E-3,-4.030445125E-4
4.848884000E0,1.245273277E-3,2.632220043E-3,2.808554564E-4
4.858931000E0,1.822421327E-4,2.935151570E-4,8.219410665E-4
4.868979000E0,1.323672943E-3,2.085023560E-3,1.880014781E-3
4.879026000E0,-1.707040821E-3,1.402635127E-3,2.293651691E-3
4.889073000E0,-9.887863416E-4,1.222072635E-3,-1.640369883E-3
4.899121000E0,2.468260936E-3,1.403091126E-3,2.125968924E-3
4.909168000E0,1.997803338E-4,-1.325051067E-3,-1.025639940E-4
4.919215000E0,1.016121823E-4,1.539011719E-4,-6.455611438E-4
4.929262000E0,-7.895007730E-5,3.218134400E-3,-6.366055459E-5
4.939310000E0,-1.892572735E-3,-6.217783666E-4,2.908072202E-3
4.949357000E0,3.199814819E-4,7.263137959E-4,-1.973502338E-3
4.959404000E0,-9.329353925E-4,-7.727502962E-4,7.529673167E-5
4.969452000E0,1.248193439E-3,1.638742047E-3,8.289711550E-4
4.979499000E0,-1.330537838E-3,1.438031555E-3,3.255484626E-5
4.989546000E0,-1.487930655E-3,9.512063116E-6,-2.161844168E-4
4.999593000E0,1.210267190E-3,6.998780882E-4,1.400103560E-3
5.009641000E0,-1.690181438E-3,1.524925465E-3,6.205169484E-6
5.019688000E0,1.134904101E-3,5.808729911E-4,3.074256703E-3
5.029735000E0,3.551305272E-4,-1.769899158E-3,1.471764408E-4
5.039782000E0,1.305512385E-3,3.129411489E-4,1.454788726E-4
5.049830000E0,6.200147327E-4,-5.693640560E-4,-3.512005787E-4
5.059877000E0,1.065833261E-3,-3.156808671E-3,1.727571478E-3
5.069924000E0,1.960921800E-3,7.796096615E-4,-2.120429883E-3
5.079972000E0,1.986411866E-3,1.078023110E-3,-6.957068108E-4
5.090019000E0,-2.062125597E-3,5.834503099E-6,9.740951937E-4
5.100066000E0,-4.722340964E-4,5.932068452E-4,-3.535931464E-3
5.110113000E0,-1.282900339E-3,-9.602149948E-4,-1.658669207E-3
5.120161000E0,6.848648190E-4,-1.116676256E-3,2.491356805E-3
5.130208000E0,-1.657119021E-3,4.740298027E-4,1.839939505E-4
5.140255000E0,-4.740550648E-4,-1.394409919E-3,9.691803716E-4
5.150302000E0,-2.588605043E-3,-9.851582581E-5,6.858203560E-4
5.160350000E0,1.649565529E-3,-7.130164304E-4,4.501817748E-4
5.170397000E0,-1.520628575E-4,4.225608427E-5,-2.200995106E-3
5.180444000E0,-1.236087526E-3,3.479848383E-4,-1.689154655E-3
5.190492000E0,-3.149000695E-4,1.191940624E-3,9.143492207E-5
5.200539000E0,-1.415014616E-3,3.252783790E-5,-1.234912779E-3
5.210586000E0,2.439911012E-3,2.780111041E-3,1.808814006E-3
5.220633000E0,4.353022669E-4,1.565639395E-4,-1.347137615E-3
5.230681000E0,-9.026697371E-4,-1.053576474E-3,1.033461886E-3
5.240728000E0,4.141377285E-4,3.665974364E-4,-9.400178678E-4
5.250774708E0,1.285524108E-3,8.859138470E-4,2.201979747E-3
5.260821708E0,6.827246398E-5,-8.328949916E-4,2.455266425E-3
5.270869708E0,-1.106181531E-3,-8.528687176E-4,-1.447778195E-4
5.280916708E0,-9.290324524E-4,2.538950648E-3,-3.100335598E-4
5.290963708E0,2.329877578E-3,-3.886622726E-4,-6.173625588E-4
5.301011708E0,-1.743834349E-3,1.378944144E-3,-1.765764318E-5
5.311058708E0,-3.925464116E-4,1.681745518E-3,-3.843749873E-4
5.321105708E0,-3.608175553E-3,2.157730982E-3,1.212832751E-3
5.331152708E0,-1.090955804E-3,1.537214150E-3,-5.307388492E-4
5.341200708E0,2.141171135E-4,-1.333475113E-3,2.042306354E-3
5.351247708E0,-8.423589170E-4,1.169629977E-3,-9.444286115E-4
5.361294708E0,2.065111650E-3,1.264697406E-3,-1.628342667E-3
5.371342708E0,-1.501393737E-3,-3.656898043E-4,-4.136492498E-5
5.381389708E0,1.071268693E-3,-5.386784906E-4,3.340444528E-4
5.391436708E0,2.503516618E-3,-1.469274866E-4,-8.129789494E-4
5.401483708E0,-2.240111120E-3,2.386108041E-3,5.105745513E-4
5.411531708E0,-1.551417634E-3,1.172239077E-3,-1.619872637E-5
5.421578708E0,-1.258722972E-3,2.559043467E-3,1.617579721E-3
5.431625708E0,-3.633205779E-5,-8.695099968E-4,-1.293255598E-3
5.441672708E0,4.022740759E-4,-2.344794339E-3,-3.616197500E-4
5.451720708E0,-3.127848031E-4,9.569928516E-4,-5.227411166E-4
5.461767708E0,2.299086889E-3,-1.353907399E-3,1.892352477E-3
5.471814708E0,4.188953899E-4,2.575713443E-4,-4.978345241E-4
5.481862708E0,7.061613724E-5,1.986151561E-3,-9.342175908E-4
5.491909708E0,9.715636261E-4,-3.270396031E-3,3.504739143E-3
5.501956708E0,2.096388023E-3,-5.414006300E-4,2.223679330E-3
5.512003708E0,-1.588894054E-3,-3.211571602E-4,1.716347411E-3
5.522051708E0,-3.593843896E-3,-1.528983004E-3,1.206476940E-3
5.532098708E0,-1.342141186E-3,-1.336436486E-3,-6.494801491E-4
5.542145708E0,-2.433694899E-3,-1.302884077E-3,1.493090298E-3
5.552192708E0,-1.737012062E-3,-7.942203083E-4,6.166440435E-4
5.562240708E0,1.545279287E-3,2.430116059E-3,-6.069175433E-4
5.572287708E0,-7.972372696E-4,1.720117405E-3,-2.249821555E-3
5.582334708E0,-7.774297846E-4,-4.569324665E-5,1.507079927E-3
5.592382708E0,-8.040614193E-4,-1.435863320E-3,1.417065272E-3
5.602429708E0,7.643613499E-4,1.278544776E-3,-2.124491613E-3
5.612476708E0,-1.187429298E-4,-8.027157164E-4,1.143473433E-3
5.622523708E0,5.910524633E-4,3.999958280E-4,5.769520067E-4
5.632571708E0,-7.463869406E-4,-1.815487863E-3,3.428601194E-4
5.642618708E0,-6.270641461E-4,-1.681424445E-3,4.701944999E-5
5.652665708E0,-7.972401800E-4,1.113030594E-3,-2.057144884E-4
5.662712708E0,-2.796389163E-4,-2.324716421E-3,1.333831344E-3
5.672760708E0,-1.273797010E-3,-2.292492194E-3,1.535965130E-3
5.682807708E0,-3.319115844E-3,4.344907356E-4,2.135734539E-4
5.692854708E0,1.150302123E-4,3.073683474E-3,-3.305105492E-4
5.702902708E0,-1.026808983E-3,-7.802925538E-4,-6.642797962E-4
5.712949708E0,-5.138841225E-4,3.596628085E-5,1.759729348E-3
5.722996708E0,-1.026245416E-3,1.550927176E-3,-1.898196875E-3
5.733043708E0,-6.012049271E-4,-8.200851153E-4,-8.827336133E-4
5.743091708E0,-1.458462793E-4,6.524403580E-5,-3.172450699E-3
5.753138708E0,2.501658164E-4,-1.043993398E-4,-1.889113337E-4
5.763185708E0,1.265373779E-3,8.697985904E-4,-2.300207503E-3
5.773232708E0,-1.422821078E-3,-4.339928273E-5,1.448457828E-3
5.783280708E0,-5.938108079E-4,3.590717679E-4,-8.507720195E-4
5.793327708E0,1.078121830E-3,-1.202872256E-3,-2.635089913E-3
5.803374708E0,1.774397679E-4,1.036442118E-4,2.358205384E-3
5.813422708E0,3.193863668E-4,-2.452298650E-4,3.296756186E-4
5.823469708E0,2.202727832E-3,9.901700541E-4,1.623653807E-4
5.833516708E0,3.073048778E-3,-4.407464876E-4,-1.510099624E-3
5.843563708E0,2.076711738E-3,7.793295663E-4,-1.589047839E-3
5.853611708E0,-2.099923790E-3,4.730660003E-4,1.854163129E-4
5.863658708E0,1.036035828E-4,-5.114969681E-4,1.900144853E-4
5.873705708E0,-1.491303556E-4,9.870638605E-4,1.379382331E-3
5.883752708E0,-1.007742831E-3,3.365447046E-4,-1.205710229E-3
5.893800708E0,-1.050619758E-3,-8.432356408E-4,1.291535562E-3
5.903847708E0,-1.559722703E-3,-6.568038370E-4,-4.674054217E-4
5.913894708E0,-4.324065521E-4,-3.124570940E-4,1.829304965E-3
5.923942708E0,-1.389169134E-3,1.716580009E-4,6.022648886E-4
5.933989708E0,1.414873172E-3,1.158891828E-3,-7.295820396E-4
5.944036708E0,-1.979065128E-4,1.485827379E-4,-7.412100676E-4
5.954083708E0,-2.459462965E-3,1.463651657E-3,-4.064505920E-4
5.964131708E0,8.740641642E-4,1.144374488E-3,-2.550927922E-3
5.974178708E0,-1.313456334E-3,9.744646959E-4,1.289350679E-3
5.984225708E0,-1.068802085E-4,8.255091961E-4,1.266967040E-3
5.994272708E0,-1.498381840E-3,1.002343139E-3,-1.058925409E-4
6.004320708E0,2.402381040E-3,8.916282095E-4,5.336967297E-4
6.014367708E0,8.335127495E-4,-5.392882158E-4,2.539589768E-3
6.024414708E0,-1.534030773E-3,-2.997720730E-4,1.292256638E-5
6.034462708E0,9.363174904E-4,2.168978332E-3,-1.485638204E-3
6.044509708E0,1.656907145E-3,1.906651305E-4,1.159685198E-3
6.054556708E0,2.671571681E-3,-8.202708559E-4,-8.731056005E-4
6.064603708E0,3.922509495E-4,-1.060340321E-3,1.425708411E-3
6.074651708E0,-6.117608864E-4,-4.395575379E-4,1.424377086E-3
6.084698708E0,-1.044523553E-3,-7.752607926E-4,2.351158764E-4
6.094745708E0,-5.249609239E-5,1.224506763E-3,1.366426703E-3
6.104793708E0,1.584019512E-3,-5.566588952E-4,-2.211100888E-3
6.114840708E0,-5.960442359E-4,-1.444556750E-3,2.198326401E-4
6.124887708E0,1.719090156E-3,1.138905180E-3,8.696704172E-4
6.134934708E0,1.504705753E-3,9.148393292E-5,1.252632588E-3
6.144982708E0,-1.523930579E-3,-1.080331742E-3,1.357562840E-3
6.155029708E0,-1.013136236E-3,1.073899330E-3,-5.671037361E-4
6.165076708E0,1.264458522E-3,-2.374236006E-3,-2.792796586E-4
6.175123708E0,9.059968870E-4,1.192816999E-4,1.792127267E-3
6.185171708E0,-2.432731912E-3,-2.232566010E-3,1.302435528E-3
6.195218708E0,2.706428058E-4,1.261501340E-3,-6.986635271E-4
6.205265708E0,-4.066264955E-4,-1.586131519E-3,-2.313135192E-4
6.215313708E0,-5.866562715E-4,6.224280223E-4,-9.311921895E-4
6.225360708E0,1.532635652E-3,-5.446668365E-4,-2.041099593E-3
6.235407708E0,-3.339351155E-3,-2.133696107E-4,6.199860945E-5
6.245454708E0,1.981506124E-3,-6.965156063E-4,-9.932101239E-4
6.255502583E0,1.231027069E-3,-1.495197648E-3,-4.206304438E-4
6.265549583E0,-1.705063856E-3,-3.796217497E-4,-1.105607254E-3
6.275596583E0,8.177487180E-4,1.476611942E-6,-2.853537444E-4
6.285643583E0,1.280197641E-3,-8.271264378E-4,-2.653409727E-3
6.295691583E0,-4.732277011E-4,1.779504819E-4,-8.384655230E-4
6.305738583E0,-1.445353497E-3,2.967524342E-4,2.605971647E-3
6.315785583E0,1.173066441E-3,-2.249607933E-4,1.656022156E-3
6.325833583E0,2.096341923E-4,9.248433635E-4,2.947312314E-4
6.335880583E0,6.117713638E-4,-1.481056213E-3,-2.619565930E-3
6.345927583E0,-1.171968877E-3,-6.284871488E-4,5.718329921E-4
6.355974583E0,-4.252232611E-5,-7.078493945E-4,-1.357627101E-3
6.366022583E0,-5.500469124E-4,-5.087867612E-4,-1.919827773E-3
6.376069583E0,2.094865777E-4,-1.902726945E-4,2.261335030E-3
6.386116583E0,2.777732443E-4,1.864623977E-3,1.648184843E-5
6.396163583E0,-2.799775917E-3,-1.833441551E-3,8.732173592E-5
6.406211583E0,-2.088579349E-4,-1.423576847E-3,-2.752941102E-3
6.416258583E0,-4.874245496E-4,-3.375397646E-4,-1.356645836E-3
6.426305583E0,-4.984730622E-4,2.047653077E-3,2.493547741E-3
6.436353583E0,-9.738472290E-4,-6.450002547E-5,9.662248194E-4
6.446400583E0,-2.390510170E-3,3.527074587E-4,-1.141638495E-4
6.456447583E0,-1.905282261E-3,-6.193463341E-4,1.392652513E-3
6.466494583E0,-1.201011357E-3,7.889976259E-4,1.231122296E-3
6.476542583E0,1.391043421E-3,-1.958585810E-3,-9.358921088E-4
6.486589583E0,2.399160061E-3,-5.333957379E-4,-1.062357333E-4
6.496636583E0,1.455602003E-3,7.060915232E-5,-7.525850087E-4
6.506683583E0,3.864001483E-4,-1.006484614E-3,-1.334055560E-3
6.516731583E0,9.984383360E-5,-1.138577354E-3,1.940662041E-4
6.526778583E0,-1.015729387E-3,1.222054125E-3,6.129615940E-5
6.536825583E0,1.773399301E-3,-2.349777613E-3,8.506570011E-4
6.546873583E0,-3.110099118E-3,-1.536466880E-3,9.402467404E-4
6.556920583E0,2.247113734E-4,-4.392444389E-4,1.727211056E-3
6.566967583E0,1.129261451E-3,1.999608008E-3,-9.992152918E-4
6.577014583E0,-6.300226087E-4,1.105318544E-3,6.333023775E-4
6.587062583E0,2.185849473E-3,-3.533073934E-3,2.823770046E-6
6.597109583E0,6.726414431E-4,-4.229490645E-3,-2.141087316E-5
6.607156583E0,-5.678524030E-4,-9.994071443E-4,9.270370938E-4
6.617203583E0,-4.800339229E-5,-2.587820636E-4,-2.223832998E-4
6.627251583E0,1.606792212E-4,-1.246838248E-3,-1.807587687E-4
6.637298583E0,1.584405079E-3,-2.649525180E-3,2.053994685E-4
6.647345583E0,-2.746192738E-3,-5.237970618E-4,8.046517614E-4
6.657393583E0,-3.578697797E-4,-1.921157585E-3,1.481360989E-3
6.667440583E0,-3.359415568E-4,-5.843882100E-4,4.676599056E-4
6.677487583E0,5.434341729E-4,1.138926018E-4,1.092790626E-5
6.687534583E0,-1.208172878E-3,1.577241346E-5,1.371985301E-3
6.697582583E0,-8.909903700E-4,-3.769112052E-3,1.690765377E-3
6.707629583E0,-1.763956621E-3,3.055706620E-4,3.282190301E-4
6.717676583E0,-2.290729899E-3,6.760163233E-4,-3.165049478E-3
6.727723583E0,3.781632986E-4,1.126405434E-3,-4.427521490E-4
6.737771583E0,1.067921985E-3,7.839229656E-4,-2.651193645E-4
6.747818583E0,-1.031170366E-3,2.278282773E-4,-1.223344821E-3
6.757865583E0,2.721806522E-4,-1.014802721E-3,-3.716659267E-4
6.767913583E0,1.371512888E-3,2.553748200E-4,-5.133002996E-4
6.777960583E0,-1.967558404E-3,1.114510582E-3,-1.482691034E-3
6.788007583E0,-3.590735141E-4,-1.444108784E-4,-3.276014002E-3
6.798054583E0,-7.558844518E-4,-3.180489875E-4,1.194900833E-3
6.808102583E0,-1.499052974E-3,9.880958823E-4,-2.737452742E-4
6.818149583E0,1.472768374E-3,-9.677294875E-4,1.430392731E-4
6.828196583E0,-1.161134802E-3,1.966096926E-3,-1.084146788E-3
6.838243583E0,8.378338534E-4,1.230265480E-3,-4.716196563E-4
6.848291583E0,-3.950856626E-4,-1.143830596E-4,1.854890259E-3
6.858338583E0,2.204159740E-3,-2.933475189E-4,4.122557584E-4
6.868385583E0,1.317055430E-3,5.291670095E-4,8.182919119E-4
6.878433583E0,3.577847965E-4,1.263400656E-3,1.442004228E-3
6.888480583E0,-1.682932721E-3,5.463641137E-4,2.815013286E-4
6.898527583E0,1.283828635E-3,-1.515721437E-3,-1.225001179E-4
6.908574583E0,9.350685868E-4,-1.565504936E-3,-1.717061852E-3
6.918622583E0,5.704818759E-4,-1.990279183E-3,7.631399203E-4
6.928669583E0,-2.435139613E-3,-7.514577010E-4,3.283421975E-4
6.938716583E0,5.108490586E-4,1.099439221E-3,-1.525217784E-3
6.948763583E0,2.521479037E-4,1.425133087E-5,-2.097591292E-3
6.958811583E0,-5.526595050E-4,-2.905372065E-3,8.425384294E-4
6.968858583E0,-9.635089664E-4,-4.533480387E-5,5.041481927E-4
6.978905583E0,-1.805334119E-3,-1.231506700E-3,5.768523552E-4
6.988953583E0,6.011654623E-4,1.136085019E-3,1.543957042E-3
6.999000583E0,-2.141890582E-3,-1.807506895E-3,-1.479263534E-3
7.009047583E0,-1.419162145E-3,-1.174287405E-3,-9.723766707E-4
7.019094583E0,6.892625242E-4,-6.568352692E-4,-1.449326519E-4
7.029142583E0,1.570138382E-3,8.916206425E-4,1.188718248E-3
7.039189583E0,-1.438701060E-3,-2.486599144E-3,9.804591537E-4
7.049236583E0,1.314980676E-3,-3.666247940E-3,2.441623947E-3
7.059283583E0,-2.550065052E-3,-3.538081655E-4,3.454498947E-4
7.069331583E0,-6.740377285E-5,-1.280113356E-4,-1.686869655E-4
7.079378583E0,1.856730087E-3,-2.581048990E-3,8.805983234E-4
7.089425583E0,-5.871455651E-4,7.818230661E-4,1.183378045E-3
7.099473583E0,1.488255803E-3,-1.992854523E-4,7.333038375E-4
7.109520583E0,-2.135157119E-3,6.723345723E-5,1.476579113E-3
7.119567583E0,-1.554726623E-5,-5.700610345E-4,-1.019601710E-3
7.129614583E0,-2.993808594E-4,1.424779417E-3,1.523303334E-3
7.139662583E0,9.973121341E-4,-1.899644500E-3,7.987022400E-5
7.149709583E0,4.893706646E-4,-2.693686867E-3,1.419560052E-3
7.159756583E0,-2.645703498E-4,3.473766847E-4,1.606836449E-4
7.169803583E0,-2.402744256E-3,-1.657986664E-3,-6.340900436E-4
7.179851583E0,-2.139357617E-3,-8.052425110E-4,-9.576641023E-4
7.189898583E0,-3.679282963E-5,-1.224087202E-3,-6.321126129E-4
7.199945583E0,-2.167588100E-3,1.100852271E-3,-1.471008291E-3
7.209993583E0,7.714331150E-5,-1.629892387E-3,1.788158203E-3
7.220040583E0,4.542469978E-4,-6.546427612E-4,-3.250602167E-4
7.230087583E0,2.642161911E-3,-1.271172427E-3,3.713695332E-5
7.240134583E0,1.137742307E-3,1.761369058E-3,3.853347152E-7
7.250182583E0,1.227425877E-3,1.137380954E-3,1.340441639E-3
7.260229458E0,-2.455725800E-3,1.342710806E-3,3.402527189E-3
7.270276458E0,-7.822505431E-4,-1.242078142E-4,2.274939325E-4
7.280323458E0,5.160404835E-4,-1.250067726E-4,2.072531730E-3
7.290371458E0,-2.755345777E-4,6.995957810E-4,1.176979858E-4
7.300418458E0,2.967787441E-4,9.842875879E-4,1.904146746E-3
7.310465458E0,1.175115118E-3,2.090589842E-4,-1.208372647E-3
7.320513458E0,-2.297024475E-4,-2.141446806E-3,-3.918474540E-4
7.330560458E0,1.313533168E-3,1.036888687E-3,-7.906875107E-4
7.340607458E0,6.847607438E-4,3.157046158E-4,1.563014230E-3
7.350654458E0,7.459158078E-4,1.190442592E-3,-1.420688815E-3
7.360702458E0,1.055641565E-3,1.696443185E-3,-2.318440471E-3
7.370749458E0,5.065044388E-5,-7.541279192E-4,-2.976618707E-4
7.380796458E0,3.044498153E-4,1.746846712E-3,-3.413378727E-4
7.390843458E0,2.600871958E-4,-1.659466419E-3,1.069755759E-3
7.400891458E0,-2.344750566E-3,-8.589202189E-4,-1.688213670E-3
7.410938458E0,1.457173843E-3,-1.631957595E-3,9.749885648E-4
7.420985458E0,2.379787620E-4,1.124129631E-4,-1.125712646E-3
7.431033458E0,8.431680035E-4,-3.836871590E-3,-3.145562951E-4
7.441080458E0,-1.977119595E-3,-5.571889342E-4,1.468430273E-3
7.451127458E0,-1.096286578E-4,1.098298933E-3,-1.271610730E-3
7.461174458E0,1.022481127E-3,-6.258314825E-4,2.372126095E-3
7.471222458E0,-1.524733612E-3,1.087468117E-3,-5.553837400E-4
7.481269458E0,2.667081775E-3,-8.268120000E-4,-2.550357487E-3
7.491316458E0,-6.490270607E-4,1.398531604E-3,2.595129889E-3
7.501363458E0,-8.192029782E-4,2.781244926E-3,-1.470718067E-3
7.511411458E0,1.067739213E-3,2.718842588E-3,-2.746747341E-4
7.521458458E0,1.328462735E-3,-3.433309030E-5,1.827301458E-5
7.531505458E0,2.141573932E-3,1.975017367E-4,-4.856623709E-4
7.541553458E0,-8.401010418E-4,-9.236890473E-4,-2.245745622E-3
7.551600458E0,6.089881063E-4,-8.093673387E-4,-3.273529001E-5
7.561647458E0,-4.397646990E-4,-1.643496798E-4,-6.103655323E-6
7.571694458E0,-1.071172766E-3,-3.794605145E-4,-1.759967417E-3
7.581742458E0,9.096863214E-4,9.538116865E-5,1.905873884E-3
7.591789458E0,-2.477947157E-3,-2.050275682E-3,1.561166253E-3
7.601836458E0,-4.446237581E-4,-7.525171968E-4,-2.433916088E-4
7.611883458E0,4.955441691E-4,9.588460671E-4,2.998926211E-4
7.621931458E0,-1.856027171E-3,-5.703409552E-4,-8.793550078E-4
