"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.631978458E0,1.719587715E-3,8.511708584E-4,-1.677579712E-4
7.642025458E0,1.226370223E-3,6.477052812E-4,6.100768223E-5
7.652073458E0,-6.976301083E-4,7.754610851E-5,-1.199213788E-3
7.662120458E0,1.556468196E-4,4.932655720E-4,-1.254873816E-3
7.672167458E0,2.337825019E-3,1.952293096E-3,2.403179416E-3
7.682214458E0,2.496403176E-4,8.212483954E-4,5.453778431E-5
7.692262458E0,3.558786586E-3,2.105339663E-4,-1.195092918E-3
7.702309458E0,5.712525453E-4,-1.071245410E-3,8.131968789E-4
7.712356458E0,-4.120921949E-4,2.975749318E-3,-1.423411653E-3
7.722403458E0,1.396726817E-3,-3.827628680E-4,2.109804191E-3
7.732451458E0,-9.528526571E-4,-2.473995555E-4,1.565656625E-3
7.742498458E0,1.860510791E-3,-8.037338848E-4,-1.785904169E-5
7.752545458E0,-8.495192742E-4,-5.347749102E-4,-1.204419415E-3
7.762592458E0,3.856548574E-4,-2.963045146E-3,-3.822124563E-5
7.772640458E0,7.661511190E-4,1.086367411E-3,-1.572689856E-3
7.782687458E0,1.279608579E-3,3.310639411E-3,9.285509586E-4
7.792734458E0,1.912722364E-3,-6.477103452E-4,1.186036505E-3
7.802782458E0,8.661001921E-4,1.649798709E-3,1.506148838E-3
7.812829458E0,1.997737447E-3,1.572714536E-3,-1.165422611E-3
7.822876458E0,-5.341297947E-4,6.869471399E-4,-2.229089150E-3
7.832923458E0,1.080854796E-3,-7.383548655E-5,-9.158037137E-4
7.842971458E0,4.478213377E-4,2.238853602E-3,-1.914489083E-3
7.853018458E0,-2.392258961E-3,-8.742280770E-4,-6.319354288E-4
7.863065458E0,-4.164597485E-4,-9.280239465E-4,-6.830680650E-4
7.873112458E0,-1.945348922E-4,9.063603356E-4,2.482091077E-4
7.883160458E0,-1.028636936E-3,1.308231382E-3,-5.182486493E-4
7.893207458E0,6.840119604E-4,6.238378119E-4,-1.374816289E-3
7.903254458E0,2.319192979E-3,8.161179721E-4,-2.231821418E-3
7.913302458E0,-5.318167387E-4,-1.014765352E-3,-9.037649725E-4
7.923349458E0,2.159988508E-4,1.042526448E-3,-4.888444673E-4
7.933396458E0,1.009378582E-3,3.234586911E-4,1.483386150E-3
7.943443458E0,4.371628165E-5,-7.894495502E-5,-5.563290324E-4
7.953491458E0,1.526995329E-3,-1.267839107E-3,-1.394588267E-3
7.963538458E0,6.819744594E-4,7.367222570E-4,-9.695477784E-4
7.973585458E0,-9.460197762E-4,-3.184131347E-4,7.554916665E-4
7.983632458E0,4.467624240E-5,-1.123220427E-3,-3.976570442E-4
7.993680458E0,3.716663923E-4,-2.600626554E-3,1.106126001E-3
8.003727458E0,-1.622774871E-3,1.599444775E-3,-6.222657394E-4
8.013774458E0,-2.174319234E-4,1.092744526E-3,-3.075273708E-5
8.023822458E0,-1.533299801E-3,6.609607954E-5,1.043300144E-3
8.033869458E0,1.019323943E-3,1.779363491E-3,-3.841777798E-4
8.043916458E0,-1.153549296E-3,1.497601159E-3,-2.738944720E-3
8.053963458E0,2.175562549E-3,2.370811533E-3,-4.411174450E-4
8.064011458E0,-4.521782976E-4,4.709124332E-4,-3.423141316E-4
8.074058458E0,-1.269314671E-4,1.162616303E-3,1.223757863E-5
8.084105458E0,1.002361532E-4,6.033525569E-4,3.363825614E-3
8.094152458E0,-3.485811176E-4,9.496348212E-4,-1.897995477E-3
8.104200458E0,-1.477787737E-4,-4.807490041E-4,4.011115525E-4
8.114247458E0,2.621338703E-3,3.824312007E-4,-2.267118543E-4
8.124294458E0,-1.178459730E-3,-1.076714834E-3,-3.188571427E-4
8.134342458E0,-1.127903466E-3,2.048831666E-4,2.328049624E-3
8.144389458E0,-1.419253298E-3,-1.205550507E-4,-1.614760375E-3
8.154436458E0,2.213397762E-3,1.060701907E-4,2.166627906E-3
8.164483458E0,-3.584169317E-4,-1.142686000E-3,-7.628493477E-4
8.174531458E0,-8.770675631E-4,1.432750607E-3,-6.543807685E-4
8.184578458E0,-1.060559414E-3,-1.433609519E-3,-2.445203718E-4
8.194625458E0,1.741095912E-4,6.963039050E-4,-5.765282549E-5
8.204672458E0,5.783773959E-4,1.364224707E-3,3.101655282E-3
8.214720458E0,-2.342751017E-3,2.318673301E-3,4.301865119E-4
8.224767458E0,2.016843529E-3,6.813616492E-4,-1.202863874E-3
8.234814458E0,1.183160115E-3,-2.719601849E-3,-1.545185340E-3
8.244862458E0,-1.385991462E-3,3.853776725E-4,-1.546516898E-3
8.254910250E0,-6.683089305E-5,-3.666597768E-4,-3.226720728E-4
8.264957250E0,2.345023677E-5,9.502733592E-4,-1.168097369E-4
8.275004250E0,-8.372329175E-4,3.107522614E-3,-9.236587211E-4
8.285052250E0,-1.389572630E-3,-1.908008475E-3,-5.679973401E-5
8.295099250E0,1.702255104E-3,-7.669967599E-4,-1.332151936E-3
8.305146250E0,1.570889726E-4,1.401082613E-3,-2.506872173E-3
8.315193250E0,1.238193363E-5,-3.768692841E-4,1.040670788E-3
8.325241250E0,-1.697782427E-4,1.171471085E-4,2.827350982E-4
8.335288250E0,-4.663999425E-4,1.347499085E-3,9.739440866E-4
8.345335250E0,-8.094150107E-4,9.568132227E-4,2.528165001E-3
8.355382250E0,3.553358838E-4,3.246691776E-4,3.073802218E-3
8.365430250E0,-4.811630351E-4,3.949766979E-4,1.119041815E-3
8.375477250E0,6.937412545E-4,5.943115102E-4,-1.028324477E-3
8.385524250E0,3.499272279E-4,7.953800960E-4,-1.779771410E-4
8.395572250E0,-1.911575673E-4,1.651078928E-3,1.116520725E-4
8.405619250E0,3.760957625E-4,1.907008700E-3,-1.835384872E-3
8.415666250E0,-3.141330089E-4,-2.006294904E-3,1.572577748E-4
8.425713250E0,4.014584702E-4,-3.388896585E-4,-1.335710287E-3
8.435761250E0,-6.616918836E-4,-1.599203446E-3,2.321061678E-3
8.445808250E0,-1.643333118E-3,-3.224840038E-4,1.689610071E-4
8.455855250E0,1.753836172E-3,1.587436185E-3,-2.654015552E-3
8.465902250E0,2.891005948E-3,7.964774268E-4,2.112776274E-3
8.475950250E0,1.659034984E-3,4.257062683E-4,1.952544088E-3
8.485997250E0,9.767331649E-4,6.258371286E-6,3.615713213E-4
8.496044250E0,3.575659357E-4,1.655737404E-3,-8.470991161E-4
8.506092250E0,-4.733403912E-4,1.389687415E-3,8.136481047E-4
8.516139250E0,2.814365784E-3,2.342587570E-3,1.407956472E-3
8.526186250E0,2.011689125E-3,1.851234352E-3,-2.722318750E-4
8.536233250E0,-5.721432390E-4,-1.322400058E-4,-5.567097105E-4
8.546281250E0,6.153602153E-4,6.754967617E-4,1.060894458E-3
8.556328250E0,1.106299227E-3,-5.074657965E-4,-1.618367503E-3
8.566375250E0,-2.402681857E-3,2.538924105E-3,-8.260770701E-4
8.576422250E0,-6.992951967E-4,1.851977780E-3,-1.551904483E-3
8.586470250E0,3.424875904E-3,-1.383496448E-3,1.602417324E-4
8.596517250E0,-7.304685423E-4,1.178256818E-3,1.309274230E-4
8.606564250E0,6.892625242E-4,-2.585186739E-4,6.008730270E-5
8.616612250E0,1.617034199E-3,2.153011737E-4,4.879483022E-4
8.626659250E0,5.842603277E-4,9.905472398E-4,3.175057936E-4
8.636706250E0,2.620578744E-4,7.855240256E-5,1.374063781E-3
8.646753250E0,2.814990003E-4,3.291558241E-4,-9.934864938E-4
8.656801250E0,-2.321150387E-4,8.698620368E-4,1.644759905E-4
8.666848250E0,1.138297375E-4,-3.498657024E-4,7.088258862E-4
8.676895250E0,-2.976971446E-3,1.890586922E-3,2.772759181E-4
8.686942250E0,-3.337953240E-5,2.056768397E-3,-1.317424932E-3
8.696990250E0,1.524419058E-3,2.004387788E-4,-3.362435382E-4
8.707037250E0,-3.575800685E-3,-5.106251920E-4,1.223569969E-3
8.717084250E0,-2.861948451E-4,-1.198127749E-3,-1.702618320E-4
8.727132250E0,1.684066374E-4,1.484474400E-3,2.750426996E-3
8.737179250E0,1.005632570E-3,2.537751570E-4,-5.599413998E-5
8.747226250E0,1.101506408E-3,4.780133022E-4,-1.618470880E-3
8.757273250E0,1.420197543E-3,6.955218269E-4,4.597962834E-4
8.767321250E0,2.125934931E-3,-1.507178764E-3,-1.352218445E-3
8.777368250E0,9.515385609E-4,2.584628528E-4,5.575625692E-4
8.787415250E0,8.173151873E-4,2.215087414E-3,-1.298927236E-3
8.797462250E0,3.780426923E-4,-2.004123293E-3,4.918470513E-4
8.807510250E0,-8.073303616E-4,2.238292247E-3,7.815991994E-4
8.817557250E0,1.531187445E-4,-3.665592521E-5,1.174351433E-3
8.827604250E0,7.728363853E-4,-3.634257591E-4,1.178345876E-3
8.837652250E0,-5.812481977E-4,-3.718095832E-3,-7.514236495E-5
8.847699250E0,-1.544779865E-3,3.453553654E-4,1.629014267E-3
8.857746250E0,-1.066486235E-3,2.482613083E-3,4.036328755E-5
8.867793250E0,2.238152083E-4,-1.549945446E-3,7.985651027E-4
8.877841250E0,1.713628881E-4,-2.161868033E-4,-1.544192666E-3
8.887888250E0,-1.455295831E-3,7.878249744E-4,-5.090220366E-4
8.897935250E0,-1.030173153E-4,6.739130476E-4,-6.463001482E-4
8.907982250E0,3.851400688E-4,1.502422499E-3,9.188395925E-4
8.918030250E0,1.540603815E-3,-1.953660394E-4,1.089444384E-3
8.928077250E0,-4.180132411E-3,-1.000248594E-4,-1.420052256E-3
8.938124250E0,-1.112109865E-3,2.819793765E-3,4.477747716E-4
8.948172250E0,8.011050522E-4,1.594206900E-3,9.907935746E-4
8.958219250E0,2.163555473E-5,4.035033053E-4,1.817415003E-3
8.968266250E0,-2.478762763E-4,4.016390303E-4,-1.336170826E-4
8.978313250E0,-2.352557611E-3,1.911284635E-3,-1.783880056E-3
8.988361250E0,9.625453968E-4,1.592770685E-3,-1.807848574E-3
8.998408250E0,-6.969295209E-4,7.119536167E-4,2.859144006E-4
9.008455250E0,-2.296157647E-3,7.633526111E-4,-9.492598474E-4
9.018502250E0,1.254817471E-3,9.708756115E-4,-2.420765348E-3
9.028550250E0,2.824973781E-4,1.141051762E-3,-5.188374780E-5
9.038597250E0,-7.804834750E-4,-5.619700532E-4,-3.103008494E-4
9.048644250E0,2.072827425E-3,5.301922793E-4,2.100809943E-4
9.058691250E0,-2.394057345E-3,9.768339805E-5,1.349753700E-3
9.068739250E0,-3.000136930E-4,-1.520186896E-3,-5.035400391E-4
9.078786250E0,-7.201411063E-4,6.137958262E-4,8.961339481E-4
9.088833250E0,-1.125474228E-3,-2.191311680E-3,1.333424821E-3
9.098881250E0,6.357778329E-4,1.065694727E-3,-1.039190218E-3
9.108928250E0,-2.768274629E-3,-1.247526961E-3,-4.529859871E-5
9.118975250E0,-1.884631114E-3,2.170096617E-3,4.122916143E-4
9.129022250E0,-1.046001795E-3,-5.394034670E-4,-5.909211468E-4
9.139070250E0,-1.044350676E-3,-1.812381204E-3,-1.496106619E-3
9.149117250E0,1.732467208E-4,-1.533548115E-3,1.347617013E-3
9.159164250E0,-1.191464253E-5,2.189094434E-3,7.453579456E-4
9.169211250E0,2.603309695E-3,4.694913514E-4,1.218335703E-3
9.179259250E0,3.755246289E-4,1.426368020E-3,5.011961330E-4
9.189306250E0,-1.712127356E-3,-7.698650006E-5,3.983981442E-4
9.199353250E0,1.598683419E-3,-1.604265999E-3,-1.608575694E-4
9.209401250E0,-2.507378347E-3,9.419823764E-4,-2.884229179E-4
9.219448250E0,1.261559781E-3,1.210996415E-4,1.156425569E-4
9.229495250E0,1.572350739E-3,8.324300870E-4,-1.520071062E-3
9.239542250E0,-2.174542984E-3,-1.184504945E-4,-6.000672001E-4
9.249590250E0,-6.693244213E-4,-6.939595332E-4,4.249834456E-4
9.259637583E0,-1.252017915E-3,1.314915251E-3,-1.813874580E-3
9.269684583E0,9.237846825E-4,-1.332000596E-3,1.228254288E-3
9.279731583E0,2.708416432E-4,-9.537952137E-4,-1.159191830E-3
9.289779583E0,-4.378255690E-4,-4.211629857E-4,-1.058524242E-3
9.299826583E0,-3.102462972E-3,1.017137198E-3,4.053106532E-4
9.309873583E0,1.902682008E-3,-4.199045361E-4,1.288947416E-3
9.319921583E0,-1.732471865E-4,3.103996860E-4,5.812887102E-4
9.329968583E0,1.317324117E-3,4.416935844E-4,8.366857655E-4
9.340015583E0,-1.356732682E-3,5.167340860E-4,-3.121537156E-4
9.350062583E0,-2.808170393E-5,-8.354231250E-5,-8.248123340E-4
9.360110583E0,1.679698471E-4,-5.975728855E-4,-1.609906089E-3
9.370157583E0,-1.067204168E-3,-1.183468383E-3,1.611187356E-3
9.380204583E0,-2.141804202E-3,2.770419233E-4,5.767564289E-4
9.390251583E0,-2.613462275E-4,8.986237226E-4,1.642020885E-3
9.400299583E0,-9.338817326E-4,4.805839853E-4,-5.960110575E-4
9.410346583E0,2.269900870E-4,1.580752432E-4,4.673891235E-4
9.420393583E0,1.059096772E-3,-1.624265104E-3,1.422819216E-3
9.430440583E0,3.633574583E-3,-5.893607740E-4,-9.572478011E-4
9.440488583E0,-2.028843388E-3,-6.659944193E-4,3.365834709E-4
9.450535583E0,2.168564592E-3,2.463219687E-3,-2.144949976E-3
9.460582583E0,2.130898647E-3,1.527231652E-4,-4.895825405E-4
9.470630583E0,-1.436938532E-3,9.074630216E-4,-4.805277567E-4
9.480677583E0,2.411689376E-3,-4.816567525E-5,-4.981411621E-6
9.490724583E0,6.532042753E-4,-3.608207917E-4,-5.482661072E-4
9.500771583E0,8.328196127E-4,-4.295469262E-5,-1.207202440E-3
9.510819583E0,2.975242678E-4,2.841802780E-5,2.671233378E-4
9.520866583E0,-9.472714737E-4,2.349949209E-4,-1.669310848E-3
9.530913583E0,1.316415379E-3,-7.644894067E-4,1.069484046E-3
9.540960583E0,-1.918135327E-3,2.008371521E-4,1.588084269E-4
9.551008583E0,2.159164287E-3,-1.124884351E-3,3.473602701E-4
9.561055583E0,-4.027463729E-4,3.365660086E-4,2.462564502E-3
9.571102583E0,1.005266793E-3,1.275078394E-4,-9.822342545E-4
9.581150583E0,2.556504449E-3,4.316164413E-4,2.481734846E-4
9.591197583E0,2.605506917E-3,4.649059847E-4,-1.021355391E-3
9.601244583E0,-8.621893357E-4,-2.388174413E-3,-1.800267259E-3
9.611291583E0,4.158616066E-4,6.810296327E-7,-2.311326098E-4
9.621339583E0,4.474935122E-5,6.401519058E-4,1.315473812E-3
9.631386583E0,2.267423784E-3,8.587974589E-4,-2.917437814E-4
9.641433583E0,1.065187156E-3,3.592889989E-4,1.658183523E-3
9.651480583E0,-1.810494228E-3,-8.227187209E-6,3.266029526E-4
9.661528583E0,-2.136144554E-3,-3.250414040E-3,-3.696712665E-4
9.671575583E0,-3.955025459E-4,-1.270353678E-3,-1.661570626E-3
9.681622583E0,-6.963133346E-4,2.302491339E-4,-2.227038611E-3
9.691669583E0,-1.449189032E-3,-1.118908171E-3,-7.849370595E-4
9.701717583E0,5.582752638E-4,-1.251193346E-3,-5.713638384E-4
9.711764583E0,9.420369752E-4,-3.132279962E-4,7.977674250E-4
9.721811583E0,2.475227462E-3,-1.009949483E-4,3.344914876E-4
9.731859583E0,-5.117742112E-4,1.036973787E-3,-1.372594852E-3
9.741906583E0,2.451458480E-3,5.830354057E-4,1.047085039E-3
9.751953583E0,1.560364850E-3,-1.381045906E-3,1.871067099E-3
9.762000583E0,-7.846142398E-4,-2.443276579E-3,1.431440935E-3
9.772048583E0,-3.422631416E-4,-1.514898730E-3,-1.066071680E-3
9.782095583E0,6.285081618E-4,-1.290977933E-3,1.271778718E-3
9.792142583E0,-1.487639500E-3,-2.830817830E-3,-1.135978382E-4
9.802189583E0,1.420622226E-3,-3.094307613E-5,3.486070782E-4
9.812237583E0,7.942465600E-4,-1.703674556E-3,-1.540373079E-3
9.822284583E0,1.887804596E-3,-1.070387661E-3,-1.263599843E-4
9.832331583E0,-1.224631676E-3,-2.176132053E-3,-1.363664633E-3
9.842379583E0,-1.764971297E-3,-3.729605582E-3,2.328544157E-3
9.852426583E0,-9.700176306E-4,6.441039732E-4,1.672341255E-3
9.862473583E0,2.280836925E-3,-4.960825900E-4,1.153707504E-3
9.872520583E0,-2.104057930E-3,-7.834376884E-4,-4.247480538E-4
9.882568583E0,6.800149567E-4,-9.133885615E-4,3.960186150E-4
9.892615583E0,1.813988900E-3,-1.129370881E-3,7.302453741E-4
9.902662583E0,-8.898755768E-4,-1.056063920E-4,-3.728796728E-4
9.912709583E0,-1.501071034E-3,-2.615103032E-3,-1.663980074E-3
9.922757583E0,1.470362069E-3,-1.627065009E-3,-1.345650991E-3
9.932804583E0,-1.129682176E-3,1.069192076E-4,1.561722020E-3
9.942851583E0,5.083254073E-4,9.349597385E-4,-8.877799846E-4
9.952899583E0,2.934198594E-3,-1.395838801E-3,1.082160277E-3
9.962946583E0,1.484560780E-3,-1.383544644E-3,9.764649440E-4
9.972993583E0,-2.140001394E-3,-2.008348238E-4,-1.172954217E-4
9.983040583E0,-2.596992999E-6,-1.191586838E-3,7.240092382E-4
9.993088583E0,1.536710188E-3,8.025880670E-4,2.012712881E-3
1.000313558E1,3.496066201E-4,-1.479046885E-3,-1.638665097E-3
1.001318258E1,-7.809698582E-5,3.079341259E-4,-2.653329400E-3
1.002322958E1,-4.390062531E-4,7.492117584E-5,1.671700738E-3
1.003327758E1,2.315777820E-4,2.070140326E-4,-6.697503850E-4
1.004332458E1,-2.651265822E-5,3.394001396E-4,-1.569511602E-3
1.005337158E1,-1.247832552E-4,-7.277284749E-4,5.500982516E-4
1.006341858E1,1.068993472E-3,-1.484670211E-3,1.142994966E-3
1.007346658E1,2.469017403E-3,-7.277998957E-4,-1.093527535E-3
1.008351358E1,3.870350774E-4,2.443790901E-3,-6.628076080E-4
1.009356058E1,1.169471769E-3,7.265845779E-4,8.517319802E-4
1.010360858E1,4.818995949E-4,-3.872120520E-3,3.894795664E-4
1.011365558E1,4.962806124E-4,6.496605929E-4,-1.123994822E-3
1.012370258E1,1.704087714E-3,-9.514708072E-4,4.720005672E-4
1.013374958E1,8.497457020E-4,-4.691723152E-4,8.560281713E-4
1.014379758E1,1.905613812E-3,1.489805640E-3,-2.658779267E-4
1.015384458E1,-8.947001770E-4,6.322677946E-4,1.531489659E-3
1.016389158E1,2.345379908E-4,-4.148145672E-5,2.245036885E-4
1.017393858E1,3.637012560E-4,-3.671860904E-4,-6.285146810E-5
1.018398658E1,-2.059452934E-3,-4.245589371E-4,-1.767782727E-3
1.019403358E1,4.409891553E-4,6.484286860E-4,-2.063713036E-4
1.020408058E1,1.361775212E-3,2.968707122E-6,-1.348699443E-3
1.021412758E1,1.916511683E-3,-2.740001073E-4,-1.077589812E-3
1.022417558E1,1.129603479E-4,-1.098657958E-4,-2.511237748E-3
1.023422258E1,-1.773242839E-4,-5.839084624E-4,-1.229991205E-3
1.024426958E1,-1.298056450E-3,-2.206516219E-4,4.427651875E-4
1.025431758E1,1.523010433E-4,1.040621428E-3,-1.353536965E-3
1.026436371E1,4.296470433E-4,-1.054292079E-4,-7.166527212E-6
1.027441071E1,-8.460925892E-5,-2.102533588E-3,1.210430870E-3
1.028445771E1,1.237059943E-3,5.052192137E-5,-1.380024245E-3
1.029450571E1,-2.356681507E-4,-1.177994302E-3,-9.962627664E-4
1.030455271E1,-3.323059995E-3,-7.942660013E-4,-2.207800979E-3
1.031459971E1,7.198846433E-4,2.349329181E-3,1.190027688E-4
1.032464671E1,-2.001737012E-3,-1.961052883E-3,-1.505487598E-4
1.033469471E1,5.045637954E-4,2.501698909E-4,4.667718895E-4
1.034474171E1,-1.313071814E-3,1.288785017E-3,-1.689078286E-3
1.035478871E1,-2.097241813E-4,-1.496615121E-3,1.362904208E-3
1.036483671E1,-4.469041014E-4,-4.502669326E-4,2.162404358E-3
1.037488371E1,-1.455975813E-3,-1.209800481E-3,2.025840804E-4
1.038493071E1,1.102996990E-3,4.760391312E-4,-2.830640879E-4
1.039497771E1,-1.995857339E-3,-1.393499901E-3,1.254677773E-5
1.040502571E1,-4.549464211E-5,1.168987248E-3,9.229781572E-4
1.041507271E1,-2.255244181E-4,-1.516544260E-3,6.810319610E-5
1.042511971E1,4.098901991E-4,1.221855404E-3,-8.925807197E-4
1.043516671E1,9.750155732E-5,-1.146227471E-3,-2.931030467E-4
1.044521471E1,8.447759319E-4,4.531082232E-5,1.279040007E-3
1.045526171E1,-1.190411742E-3,-1.573557965E-4,7.235046942E-4
1.046530871E1,2.069919603E-3,1.772255870E-3,-8.194732945E-4
1.047535571E1,2.757478505E-4,1.267054118E-3,5.480600521E-4
1.048540371E1,-8.357851766E-4,-4.226284800E-4,1.047397731E-3
1.049545071E1,1.481964020E-3,-1.909204992E-3,5.113033112E-4
1.050549771E1,-5.859020166E-5,-8.207906503E-4,-1.268633641E-4
1.051554571E1,-9.707228746E-4,-2.883941401E-3,1.673965948E-3
1.052559271E1,5.779028870E-4,-1.330612460E-3,-1.535441261E-4
1.053563971E1,4.287657794E-4,-2.736038296E-4,-1.157023245E-3
1.054568671E1,-1.716900268E-3,4.019972403E-4,-3.273481037E-3
1.055573471E1,7.723562885E-4,3.021287266E-4,-1.316324109E-3
1.056578171E1,3.238585778E-4,-2.958600176E-3,-4.402608611E-4
1.057582871E1,-1.312387525E-3,-7.060985663E-4,2.082188148E-4
1.058587571E1,-2.258595778E-3,1.204163185E-3,-1.528832363E-3
1.059592371E1,-3.120912006E-4,1.560760546E-3,-8.776895702E-4
1.060597071E1,1.134816557E-5,-1.853693742E-3,-2.538282424E-3
1.061601771E1,-2.684569918E-3,6.842988078E-4,-5.888487212E-4
1.062606571E1,3.270639572E-4,-6.565194344E-4,-3.948390950E-4
1.063611271E1,1.034932211E-3,3.235238837E-4,-9.937840514E-4
1.064615971E1,-1.874570735E-4,9.159590118E-4,1.330264611E-3
1.065620671E1,-1.702263020E-3,-9.586401284E-4,8.061544504E-4
1.066625471E1,-2.685177606E-3,-1.791961608E-3,-8.871546015E-5
1.067630171E1,-1.431361539E-3,-1.433233847E-3,2.089217538E-3
1.068634871E1,-3.384173615E-4,-1.329939230E-3,-2.008564770E-4
1.069639571E1,-2.574407263E-3,-2.044997877E-3,-1.214721939E-3
1.070644371E1,-4.569620360E-4,-6.462125457E-4,-5.000850651E-4
1.071649071E1,-6.151538109E-4,-1.639140537E-4,3.699697554E-4
1.072653771E1,3.091811668E-4,-1.451828284E-4,-1.415904379E-3
1.073658471E1,1.707340823E-3,-3.347998718E-4,-2.309927717E-3
1.074663271E1,1.494108466E-3,-6.349053583E-4,-5.357116461E-4
1.075667971E1,-1.378909685E-3,-8.879056550E-4,-1.736264676E-3
1.076672671E1,6.715639029E-4,-3.107024590E-3,2.395099029E-3
1.077677471E1,-6.664082175E-4,2.805162221E-4,1.307730097E-3
1.078682171E1,-3.172020661E-4,-2.296004444E-3,-1.108335564E-3
1.079686871E1,5.597767886E-4,7.301457226E-4,-6.558643654E-4
1.080691571E1,1.074947184E-3,-2.730204724E-4,2.191655803E-3
1.081696371E1,-4.638272803E-4,-1.319909119E-3,1.231053378E-3
1.082701071E1,-1.504041487E-3,-2.181287156E-3,1.197864767E-4
1.083705771E1,-7.911132416E-4,-1.195385004E-3,-1.742029563E-3
1.084710471E1,-4.353198223E-3,-2.925965236E-4,-4.177722149E-4
1.085715271E1,-1.997323707E-4,-7.088486454E-4,1.940723043E-3
1.086719971E1,1.946146367E-3,2.017305698E-3,-4.474185407E-4
1.087724671E1,-1.683475799E-3,-1.904547680E-4,1.239161473E-3
1.088729371E1,2.892741468E-4,-7.188184536E-4,-4.287064075E-5
1.089734171E1,-1.748576760E-3,-5.062981509E-4,-6.820291746E-4
1.090738871E1,-4.659182159E-4,-7.559983060E-4,2.346516121E-4
1.091743571E1,8.382317610E-4,-1.259335782E-3,-1.882584766E-4
1.092748371E1,1.130011631E-3,-1.524008112E-4,1.583470497E-3
1.093753071E1,1.253582304E-3,6.694507319E-4,1.703046728E-3
1.094757771E1,-2.578079700E-3,5.600645673E-4,-5.641144235E-4
1.095762471E1,1.066456083E-3,1.802977640E-4,1.344573218E-3
1.096767271E1,-1.343703363E-3,6.199150812E-4,-1.405479852E-3
1.097771971E1,-4.048924893E-7,5.026487634E-5,2.333597979E-3
1.098776671E1,-2.836965723E-4,1.987005584E-3,-6.187984254E-4
1.099781371E1,1.034568064E-3,-2.023715060E-3,1.350342995E-3
1.100786171E1,-4.723893944E-4,2.177481540E-3,-4.782895558E-4
1.101790871E1,4.325527698E-4,-3.587163519E-5,-2.930261893E-3
1.102795571E1,-1.617221045E-3,-8.455106290E-4,-3.153609578E-4
1.103800371E1,1.923717791E-3,1.941753668E-3,1.157100778E-3
1.104805071E1,1.286039129E-3,-3.078139853E-4,1.344675664E-3
1.105809771E1,1.123053720E-3,4.168320447E-4,-1.192251453E-3
1.106814471E1,4.416308366E-5,9.532768745E-4,-7.105362602E-4
1.107819271E1,-2.029782627E-4,-1.051817089E-3,2.822901588E-4
1.108823971E1,4.109386355E-4,-1.188797993E-3,9.297262877E-4
1.109828671E1,-1.664345618E-4,-3.004541155E-3,1.741191372E-3
1.110833371E1,-9.783348069E-4,-2.332299482E-4,1.956884284E-3
1.111838171E1,1.485621789E-3,3.694434417E-4,-2.225077711E-3
1.112842871E1,-1.666508382E-3,-3.914295230E-4,1.384368166E-3
1.113847571E1,3.498513252E-5,-1.039376599E-3,-2.507575322E-3
1.114852371E1,2.169153187E-3,1.408591634E-4,5.963449366E-4
1.115857071E1,7.518189959E-4,-2.505572047E-5,1.577720046E-3
1.116861771E1,1.231207047E-3,2.110329457E-3,2.071981784E-3
1.117866471E1,-1.368038123E-3,-3.851955757E-3,3.462533932E-4
1.118871271E1,1.006686827E-3,2.086788882E-4,1.765562687E-3
1.119875971E1,3.078733571E-4,-1.513321069E-3,9.248028509E-4
1.120880671E1,-1.051232684E-3,1.091357321E-3,-3.687756602E-3
1.121885371E1,1.044941368E-3,-8.266512305E-4,-2.331039868E-4
1.122890171E1,-1.413102960E-3,8.900481043E-4,2.729152329E-4
1.123894871E1,6.761471741E-5,-9.675067267E-4,3.480163869E-4
1.124899571E1,-8.485373110E-5,-2.586695366E-3,-1.180514926E-3
1.125904300E1,-1.015894813E-3,8.818055503E-4,-1.491572242E-3
1.126909100E1,4.265103489E-4,3.659791546E-4,-7.827694062E-4
1.127913800E1,1.188707072E-3,-1.162408968E-3,-2.567952033E-4
1.128918500E1,-1.514105825E-3,-1.678310218E-3,1.097288681E-3
1.129923300E1,9.497604333E-5,1.351035549E-3,-3.014099319E-3
1.130928000E1,-1.525864471E-3,-1.188029535E-3,-9.061936289E-4
1.131932700E1,-5.932254717E-4,-2.021332737E-3,2.075481461E-3
1.132937400E1,1.395505387E-4,-8.135290118E-4,-1.857574098E-4
1.133942200E1,-4.572640173E-4,-1.707285875E-3,-3.546017688E-4
1.134946900E1,-2.629723167E-4,-1.744762762E-3,-1.453988021E-3
1.135951600E1,1.901378855E-3,-7.924164529E-4,9.622978978E-4
1.136956300E1,1.056290464E-3,-3.281981917E-4,5.922354758E-4
1.137961100E1,-2.519003348E-3,1.799329184E-4,-4.940677900E-4
1.138965800E1,-6.955669960E-4,1.953655854E-3,3.104724456E-4
1.139970500E1,-2.231984399E-5,2.395474352E-3,-1.188620925E-3
1.140975200E1,-3.450848628E-3,2.393518109E-3,5.630047526E-4
1.141980000E1,-6.089895032E-4,-5.636559217E-4,8.789682761E-5
1.142984700E1,-3.745852737E-4,-1.401593094E-3,2.042418811E-3
1.143989400E1,6.448728964E-4,2.831235062E-3,1.324963290E-3
1.144994200E1,-9.518573061E-4,-2.875126898E-3,-3.901429009E-4
1.145998900E1,-2.250148449E-3,-5.288820248E-4,1.304692822E-3
