"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.915718492E0,1.107908860E-1,9.114795923E-1,9.687913895E0
7.918231565E0,1.203727946E-1,9.498072267E-1,9.720851898E0
7.920744638E0,1.778642833E-1,9.545981884E-1,9.706479073E0
7.923257711E0,1.682823747E-1,9.689710736E-1,9.663959503E0
7.925770732E0,1.539094895E-1,9.306434393E-1,9.759179115E0
7.928283804E0,1.539094895E-1,9.977167845E-1,9.773552895E0
7.930796877E0,1.347456723E-1,9.881349206E-1,9.730433464E0
7.933309898E0,8.204513788E-2,9.545981884E-1,9.706479073E0
7.935822971E0,8.683609962E-2,9.785529971E-1,9.759179115E0
7.938336044E0,1.203727946E-1,9.641801119E-1,9.706479073E0
7.940849117E0,9.641800821E-2,9.689710736E-1,9.725643158E0
7.943362138E0,1.443275809E-1,9.641801119E-1,9.754388809E0
7.945875211E0,7.725418359E-2,9.210615158E-1,9.768761635E0
7.948388284E0,2.515252493E-2,9.162705541E-1,9.735224724E0
7.950901304E0,8.204513788E-2,9.881349206E-1,9.749597549E0
7.953414377E0,4.431635141E-2,9.545981884E-1,9.782535553E0
7.955927450E0,9.162705392E-2,9.545981884E-1,9.768761635E0
7.958440523E0,8.683609962E-2,9.545981884E-1,9.796908379E0
7.960953544E0,1.251637489E-1,9.833439589E-1,9.730433464E0
7.963466617E0,8.204513788E-2,9.977167845E-1,9.792117119E0
7.965979690E0,6.288131326E-2,1.012089729E0,9.825654030E0
7.968492711E0,5.868922547E-2,9.881349206E-1,9.830445290E0
7.971005784E0,6.767226756E-2,9.593891501E-1,9.840026855E0
7.973518857E0,9.162705392E-2,9.545981884E-1,9.830445290E0
7.976031929E0,5.868922547E-2,9.737620354E-1,9.863383293E0
7.978544950E0,6.767226756E-2,9.354343414E-1,9.835235596E0
7.981058023E0,1.107908860E-1,9.498072267E-1,9.825654030E0
7.983571096E0,8.683609962E-2,9.785529971E-1,9.835235596E0
7.986084169E0,9.162705392E-2,9.354343414E-1,9.759179115E0
7.988597190E0,1.203727946E-1,9.689710736E-1,9.740015984E0
7.991110263E0,1.203727946E-1,9.641801119E-1,9.683123589E0
7.993623336E0,1.299547106E-1,9.881349206E-1,9.663959503E0
7.996136357E0,1.778642833E-1,9.306434393E-1,9.697496414E0
7.998649429E0,1.443275809E-1,9.689710736E-1,9.702286720E0
8.001162502E0,1.491185427E-1,9.977167845E-1,9.607067108E0
8.003675575E0,1.539094895E-1,9.545981884E-1,9.564546585E0
8.006188596E0,1.634914130E-1,9.450162649E-1,9.535800934E0
8.008701669E0,1.203727946E-1,9.402253032E-1,9.488490105E0
8.011214742E0,1.587004513E-1,9.402253032E-1,9.607067108E0
8.013727763E0,1.491185427E-1,9.306434393E-1,9.631021500E0
8.016240836E0,1.012089700E-1,9.402253032E-1,9.597484589E0
8.018753909E0,1.107908860E-1,9.402253032E-1,9.616648674E0
8.021266982E0,1.107908860E-1,8.971067071E-1,9.587903023E0
8.023780002E0,9.641800821E-2,8.971067071E-1,9.597484589E0
8.026293075E0,1.347456723E-1,9.018976688E-1,9.673541069E0
8.028806148E0,1.299547106E-1,8.875247836E-1,9.744806290E0
8.031319169E0,1.059999242E-1,8.971067071E-1,9.735224724E0
8.033832242E0,1.251637489E-1,8.827338219E-1,9.796908379E0
8.036345315E0,1.443275809E-1,9.210615158E-1,9.825654030E0
8.038858336E0,1.539094895E-1,8.875247836E-1,9.868173599E0
8.041371357E0,1.539094895E-1,8.923157454E-1,9.844818115E0
8.043884377E0,1.491185427E-1,8.923157454E-1,9.830445290E0
8.046397450E0,1.778642833E-1,9.066886306E-1,9.825654030E0
8.048910471E0,1.634914130E-1,8.827338219E-1,9.835235596E0
8.051423492E0,1.874461919E-1,8.971067071E-1,9.816072464E0
8.053936513E0,1.826552451E-1,8.971067071E-1,9.868173599E0
8.056449534E0,1.970281154E-1,8.635700345E-1,9.825654030E0
8.058962607E0,1.922371536E-1,8.635700345E-1,9.754388809E0
8.061475627E0,1.347456723E-1,8.587790728E-1,9.773552895E0
8.063988648E0,1.778642833E-1,8.875247836E-1,9.806489944E0
8.066501669E0,1.539094895E-1,9.018976688E-1,9.730433464E0
8.069014690E0,1.491185427E-1,9.018976688E-1,9.659168243E0
8.071527763E0,1.299547106E-1,9.641801119E-1,9.649586678E0
8.074040784E0,1.443275809E-1,9.545981884E-1,9.635812759E0
8.076553804E0,1.587004513E-1,9.545981884E-1,9.616648674E0
8.079066825E0,1.107908860E-1,9.881349206E-1,9.545383453E0
8.081579846E0,1.012089700E-1,1.007298708E0,9.573530197E0
8.084092919E0,1.059999242E-1,9.833439589E-1,9.535800934E0
8.086605940E0,1.395366192E-1,9.689710736E-1,9.526219368E0
8.089118961E0,1.059999242E-1,9.641801119E-1,9.583111763E0
8.091631982E0,7.785305381E-2,9.881349206E-1,9.540592194E0
8.094145054E0,3.952539712E-2,9.689710736E-1,9.502264977E0
8.096658075E0,4.431635141E-2,1.007298708E0,9.545383453E0
8.099171096E0,8.683609962E-2,9.545981884E-1,9.507055283E0
8.101684117E0,1.251637489E-1,9.977167845E-1,9.531010628E0
8.104197138E0,1.299547106E-1,9.929258823E-1,9.578320503E0
8.106710211E0,1.059999242E-1,9.306434393E-1,9.573530197E0
8.109223232E0,1.107908860E-1,9.545981884E-1,9.640603065E0
8.111736252E0,1.059999242E-1,9.402253032E-1,9.654376984E0
8.114249273E0,1.203727946E-1,9.402253032E-1,9.692705154E0
8.116762294E0,1.155818403E-1,9.066886306E-1,9.692705154E0
8.119275367E0,1.730733216E-1,9.066886306E-1,9.711869240E0
8.121788388E0,1.587004513E-1,8.683609962E-1,9.740015984E0
8.124301409E0,1.634914130E-1,8.923157454E-1,9.759179115E0
8.126814429E0,1.682823747E-1,8.635700345E-1,9.792117119E0
8.129327450E0,1.347456723E-1,8.252423406E-1,9.796908379E0
8.131840523E0,1.251637489E-1,8.396152258E-1,9.796908379E0
8.134353544E0,2.066100240E-1,8.162593246E-1,9.792716026E0
8.136866565E0,1.826552451E-1,8.018864393E-1,9.844818115E0
8.139379586E0,1.826552451E-1,8.252423406E-1,9.840026855E0
8.141892607E0,1.682823747E-1,8.971067071E-1,9.840026855E0
8.144405679E0,1.682823747E-1,8.491971493E-1,9.925664902E0
8.146918700E0,1.826552451E-1,8.491971493E-1,9.868173599E0
8.149431721E0,1.634914130E-1,8.635700345E-1,9.887337685E0
8.151944742E0,1.059999242E-1,8.635700345E-1,9.935247421E0
8.154457815E0,9.641800821E-2,8.779428601E-1,9.906501770E0
8.156970836E0,1.107908860E-1,8.683609962E-1,9.816072464E0
8.159483857E0,1.299547106E-1,8.252423406E-1,9.787925720E0
8.161996877E0,1.155818403E-1,8.114683628E-1,9.773552895E0
8.164509898E0,1.203727946E-1,8.066774011E-1,9.716659546E0
8.167022971E0,1.107908860E-1,8.252423406E-1,9.749597549E0
8.169535992E0,9.641800821E-2,8.204513788E-1,9.811281204E0
8.172049013E0,6.827113777E-2,8.923157454E-1,9.792716026E0
8.174562034E0,8.264400810E-2,8.971067071E-1,9.849609375E0
8.177075054E0,1.203727946E-1,9.785529971E-1,9.892128944E0
8.179588127E0,1.557061076E-2,9.450162649E-1,9.953812599E0
8.182101148E0,2.036156692E-2,9.545981884E-1,9.953812599E0
8.184614169E0,8.264400810E-2,9.450162649E-1,9.982558250E0
8.187127190E0,7.306209207E-2,9.114795923E-1,9.920874596E0
8.189640211E0,5.389826745E-2,8.875247836E-1,9.863982201E0
8.192153284E0,4.431635141E-2,8.779428601E-1,9.830445290E0
8.194666304E0,9.641800821E-2,9.114795923E-1,9.840026855E0
8.197179325E0,1.006100997E-1,8.785417676E-1,9.829846382E0
8.199692346E0,1.383388788E-1,8.977055550E-1,9.767563820E0
8.202205419E0,1.383388788E-1,8.785417676E-1,9.701088905E0
8.204718440E0,1.814575046E-1,8.312310576E-1,9.663360596E0
8.207231461E0,1.910394132E-1,8.545869589E-1,9.682524681E0
8.209744482E0,1.910394132E-1,8.402140737E-1,9.639405251E0
8.212257502E0,1.910394132E-1,8.593779206E-1,9.620242119E0
8.214770575E0,2.149941921E-1,8.497959971E-1,9.616049767E0
8.217283596E0,2.102032453E-1,8.689598441E-1,9.663360596E0
8.219796617E0,1.814575046E-1,8.120672107E-1,9.682524681E0
8.222309638E0,1.766665429E-1,7.976943254E-1,9.672942162E0
8.224822659E0,1.862484515E-1,8.641688824E-1,9.710671425E0
8.227335732E0,1.862484515E-1,8.497959971E-1,9.729834557E0
8.229848752E0,1.814575046E-1,8.402140737E-1,9.725044250E0
8.232361773E0,1.814575046E-1,8.977055550E-1,9.758581161E0
8.234874794E0,1.718755811E-1,8.641688824E-1,9.825055122E0
8.237387815E0,1.431298405E-1,9.072874784E-1,9.796309471E0
8.239900888E0,6.707339734E-2,9.456151724E-1,9.810682297E0
8.242413909E0,8.623722941E-2,9.456151724E-1,9.791518211E0
8.244926929E0,1.287569702E-1,9.504061341E-1,9.805891037E0
8.247439950E0,7.665531337E-2,9.695699215E-1,9.786727905E0
8.249953023E0,7.665531337E-2,9.983156919E-1,9.758581161E0
8.252466044E0,4.311861470E-2,9.887337685E-1,9.705880165E0
8.254979065E0,7.186435908E-2,9.551970959E-1,9.625032425E0
8.257492086E0,7.665531337E-2,9.647789598E-1,9.616049767E0
8.260005107E0,4.790957272E-2,1.012688518E0,9.668151855E0
8.262518179E0,3.832765669E-2,1.041434288E0,9.606468201E0
8.265031200E0,7.186435908E-2,9.935247302E-1,9.553767204E0
8.267544221E0,8.623722941E-2,9.887337685E-1,9.535202026E0
8.270057242E0,7.665531337E-2,1.036643386E0,9.587304115E0
8.272570263E0,1.006100997E-1,9.983156919E-1,9.601676941E0
8.275083336E0,1.149829701E-1,9.551970959E-1,9.553767204E0
8.277596357E0,1.101920158E-1,1.003106594E0,9.663360596E0
8.280109377E0,9.102818370E-2,9.408242106E-1,9.620242119E0
8.282622398E0,6.228244305E-2,9.264513254E-1,9.620242119E0
8.285135419E0,1.437287126E-2,1.007897615E0,9.634614944E0
8.287648492E0,5.270052701E-2,9.264513254E-1,9.696298599E0
8.290161513E0,8.144626766E-2,9.120784402E-1,9.677733421E0
8.292674534E0,9.581914544E-2,9.647789598E-1,9.663360596E0
8.295187554E0,1.916382834E-2,9.312422872E-1,9.710671425E0
8.297700575E0,2.395478636E-2,9.120784402E-1,9.701088905E0
8.300213648E0,3.832765669E-2,9.647789598E-1,9.753789902E0
8.302726669E0,9.581914544E-2,9.647789598E-1,9.744207382E0
8.305239690E0,8.144626766E-2,9.791518450E-1,9.753789902E0
8.307752711E0,3.832765669E-2,1.036643386E0,9.748998642E0
8.310265784E0,3.832765669E-2,9.887337685E-1,9.710671425E0
8.312778804E0,5.270052701E-2,9.935247302E-1,9.838829041E0
8.315291825E0,5.749148503E-2,9.887337685E-1,9.843620300E0
8.317804846E0,5.749148503E-2,1.022270441E0,9.810682297E0
8.320317867E0,3.832765669E-2,9.695699215E-1,9.801100731E0
8.322830940E0,3.832765669E-2,9.456151724E-1,9.853201866E0
8.325343961E0,4.790957272E-2,9.887337685E-1,9.862784386E0
8.327856982E0,4.790957086E-3,9.935247302E-1,9.838829041E0
8.330370002E0,1.916382834E-2,9.839428067E-1,9.948422432E0
8.332883023E0,-4.790957086E-3,9.887337685E-1,9.990942001E0
8.335396096E0,-2.335591614E-2,9.072874784E-1,9.910094261E0
8.337909117E0,-4.731070250E-2,9.504061341E-1,9.857993126E0
8.340422138E0,-4.790957086E-3,1.022270441E0,9.838829041E0
8.342935159E0,-1.377400197E-2,9.695699215E-1,9.834038734E0
8.345448179E0,-1.377400197E-2,9.408242106E-1,9.834038734E0
8.347961252E0,-2.814687230E-2,9.599879980E-1,9.767563820E0
8.350474273E0,0.000000000E0,9.024965167E-1,9.715461731E0
8.352987294E0,1.916382834E-2,9.743608832E-1,9.701088905E0
8.355500315E0,2.874574251E-2,9.791518450E-1,9.663360596E0
8.358013388E0,0.000000000E0,9.791518450E-1,9.629823685E0
8.360526409E0,4.790957086E-3,9.312422872E-1,9.634614944E0
8.363039429E0,3.832765669E-2,9.216603637E-1,9.696298599E0
8.365552450E0,7.186435908E-2,9.360332489E-1,9.672942162E0
8.368065471E0,7.665531337E-2,8.833327293E-1,9.634614944E0
8.370578544E0,3.832765669E-2,9.504061341E-1,9.653778076E0
8.373091565E0,1.054010540E-1,9.408242106E-1,9.648987770E0
8.375604586E0,6.707339734E-2,9.312422872E-1,9.696298599E0
8.378117607E0,4.790957272E-2,9.791518450E-1,9.777145386E0
8.380630627E0,6.707339734E-2,9.791518450E-1,9.753789902E0
8.383143700E0,9.581914172E-3,9.216603637E-1,9.772355080E0
8.385656721E0,-1.856495813E-2,9.695699215E-1,9.753789902E0
8.388169742E0,1.437287126E-2,9.599879980E-1,9.762772560E0
8.390682763E0,4.790957086E-3,9.791518450E-1,9.739417076E0
8.393195784E0,2.874574251E-2,9.743608832E-1,9.725044250E0
8.395708857E0,4.311861470E-2,9.360332489E-1,9.791518211E0
8.398221877E0,9.581914172E-3,9.887337685E-1,9.815473557E0
8.400734898E0,2.395478636E-2,1.007897615E0,9.777145386E0
8.403247919E0,-1.856495813E-2,9.695699215E-1,9.796309471E0
8.405760992E0,-1.856495813E-2,9.408242106E-1,9.796309471E0
8.408274013E0,-6.168357283E-2,9.551970959E-1,9.781936646E0
8.410787034E0,-1.856495813E-2,9.743608832E-1,9.753789902E0
8.413300054E0,-3.293782845E-2,9.408242106E-1,9.758581161E0
8.415813075E0,-4.790957086E-3,9.504061341E-1,9.748998642E0
8.418326148E0,4.790957272E-2,9.504061341E-1,9.767563820E0
8.420839169E0,9.581914544E-2,8.785417676E-1,9.725044250E0
8.423352190E0,8.144626766E-2,8.929146528E-1,9.715461731E0
8.425865211E0,8.144626766E-2,9.408242106E-1,9.758581161E0
8.428378232E0,6.707339734E-2,9.743608832E-1,9.777145386E0
8.430891304E0,5.749148503E-2,9.408242106E-1,9.801100731E0
8.433404325E0,6.707339734E-2,9.216603637E-1,9.810682297E0
8.435917346E0,8.623722941E-2,8.977055550E-1,9.781936646E0
8.438430367E0,1.239660159E-1,8.785417676E-1,9.767563820E0
8.440943388E0,1.006100997E-1,8.881236911E-1,9.767563820E0
8.443456461E0,1.335479319E-1,8.593779206E-1,9.734625816E0
8.445969482E0,1.239660159E-1,9.120784402E-1,9.753789902E0
8.448482502E0,1.239660159E-1,8.881236911E-1,9.748998642E0
8.450995523E0,1.335479319E-1,8.977055550E-1,9.715461731E0
8.453508544E0,1.622936726E-1,8.881236911E-1,9.725044250E0
8.456021617E0,1.862484515E-1,8.785417676E-1,9.720252991E0
8.458534638E0,1.622936726E-1,8.689598441E-1,9.696298599E0
8.461047659E0,1.479208022E-1,8.737508059E-1,9.739417076E0
8.463560679E0,1.527117640E-1,8.785417676E-1,9.781936646E0
8.466073752E0,1.101920158E-1,8.737508059E-1,9.701088905E0
8.468586773E0,1.335479319E-1,8.641688824E-1,9.691507339E0
8.471099794E0,1.479208022E-1,8.503949046E-1,9.677733421E0
8.473612815E0,1.575027108E-1,8.545869589E-1,9.658569336E0
8.476125836E0,1.670846343E-1,8.360220194E-1,9.629823685E0
8.478638909E0,1.191750541E-1,8.408129811E-1,9.701088905E0
8.481151929E0,1.239660159E-1,9.072874784E-1,9.677733421E0
8.483664950E0,1.006100997E-1,9.072874784E-1,9.634614944E0
8.486177971E0,5.749148503E-2,8.929146528E-1,9.658569336E0
8.488690992E0,8.623722941E-2,8.977055550E-1,9.658569336E0
8.491204065E0,1.095931455E-1,9.216603637E-1,9.653778076E0
8.493717086E0,1.191750541E-1,9.599879980E-1,9.705880165E0
8.496230107E0,1.191750541E-1,9.456151724E-1,9.757982254E0
8.498743127E0,1.143840998E-1,9.408242106E-1,9.720252991E0
8.501256148E0,1.287569702E-1,9.120784402E-1,9.696298599E0
8.503769221E0,1.383388788E-1,9.120784402E-1,9.672942162E0
8.506282242E0,1.766665429E-1,8.641688824E-1,9.744207382E0
8.508795263E0,1.670846343E-1,8.689598441E-1,9.720252991E0
8.511308284E0,1.191750541E-1,8.689598441E-1,9.653778076E0
8.513821357E0,1.239660159E-1,8.264400959E-1,9.629823685E0
8.516334377E0,1.239660159E-1,8.216491342E-1,9.672942162E0
8.518847398E0,1.191750541E-1,8.977055550E-1,9.672942162E0
8.521360419E0,1.006100997E-1,8.689598441E-1,9.691507339E0
8.523873440E0,1.431298405E-1,8.456039429E-1,9.629823685E0
8.526386513E0,1.006100997E-1,8.641688824E-1,9.582512856E0
8.528899534E0,1.287569702E-1,8.408129811E-1,9.596885681E0
8.531412554E0,1.287569702E-1,9.120784402E-1,9.677733421E0
8.533925575E0,1.527117640E-1,9.360332489E-1,9.691507339E0
8.536438648E0,1.431298405E-1,8.881236911E-1,9.691507339E0
8.538951825E0,1.575027108E-1,9.024965167E-1,9.701088905E0
8.541465002E0,1.335479319E-1,9.312422872E-1,9.767563820E0
8.543978179E0,1.191750541E-1,8.977055550E-1,9.739417076E0
8.546491304E0,8.623722941E-2,8.641688824E-1,9.710671425E0
8.549004482E0,1.143840998E-1,8.881236911E-1,9.725044250E0
8.551517659E0,7.186435908E-2,8.977055550E-1,9.720252991E0
8.554030836E0,7.665531337E-2,8.833327293E-1,9.772355080E0
8.556543961E0,8.623722941E-2,9.024965167E-1,9.762772560E0
8.559057138E0,4.790957272E-2,8.833327293E-1,9.744207382E0
8.561570315E0,8.144626766E-2,8.929146528E-1,9.701088905E0
8.564083492E0,1.431298405E-1,8.833327293E-1,9.786727905E0
8.566596617E0,9.102818370E-2,8.977055550E-1,9.781936646E0
8.569109794E0,1.191750541E-1,9.024965167E-1,9.744207382E0
8.571622971E0,7.665531337E-2,9.072874784E-1,9.739417076E0
8.574136096E0,7.665531337E-2,9.072874784E-1,9.734625816E0
8.576649273E0,8.623722941E-2,9.408242106E-1,9.810682297E0
8.579162450E0,9.102818370E-2,8.881236911E-1,9.810682297E0
8.581675627E0,1.239660159E-1,8.689598441E-1,9.781936646E0
8.584188752E0,9.102818370E-2,8.689598441E-1,9.867574692E0
8.586701929E0,1.383388788E-1,8.929146528E-1,9.857993126E0
8.589215107E0,8.144626766E-2,9.456151724E-1,9.862784386E0
8.591728284E0,1.006100997E-1,8.737508059E-1,9.843620300E0
8.594241409E0,1.048021838E-1,8.264400959E-1,9.891530037E0
8.596754586E0,6.707339734E-2,8.503949046E-1,9.867574692E0
8.599267763E0,7.186435908E-2,9.072874784E-1,9.914885521E0
8.601780940E0,1.006100997E-1,8.689598441E-1,9.905303955E0
8.604294065E0,1.287569702E-1,8.737508059E-1,9.881947517E0
8.606807242E0,1.479208022E-1,8.551858664E-1,9.829247475E0
8.609320419E0,1.527117640E-1,8.785417676E-1,9.829247475E0
8.611833596E0,1.191750541E-1,9.216603637E-1,9.834038734E0
8.614346721E0,9.581914544E-2,8.503949046E-1,9.838829041E0
8.616859898E0,9.102818370E-2,9.024965167E-1,9.825055122E0
8.619373075E0,5.749148503E-2,8.689598441E-1,9.796309471E0
8.621886252E0,1.143840998E-1,9.024965167E-1,9.777145386E0
8.624399377E0,1.048021838E-1,9.168694019E-1,9.725044250E0
8.626912554E0,3.832765669E-2,8.785417676E-1,9.725044250E0
8.629425732E0,1.916382834E-2,9.024965167E-1,9.705880165E0
8.631938909E0,3.832765669E-2,9.120784402E-1,9.696298599E0
8.634452034E0,2.395478636E-2,9.743608832E-1,9.710671425E0
8.636965211E0,-1.916382834E-2,9.695699215E-1,9.729834557E0
8.639478388E0,1.437287126E-2,9.695699215E-1,9.696298599E0
8.641991565E0,-1.916382834E-2,9.839428067E-1,9.691507339E0
8.644504690E0,-3.772878647E-2,9.264513254E-1,9.744207382E0
8.647017867E0,-2.814687230E-2,9.935247302E-1,9.767563820E0
8.649531044E0,-4.251974449E-2,9.935247302E-1,9.734625816E0
8.652044221E0,-5.689261481E-2,1.007897615E0,9.853201866E0
8.654557346E0,-4.251974449E-2,9.935247302E-1,9.857993126E0
8.657070523E0,-4.731070250E-2,9.791518450E-1,9.824456215E0
8.659583700E0,-2.395478636E-2,9.791518450E-1,9.838829041E0
8.662096825E0,-4.731070250E-2,9.983156919E-1,9.862784386E0
8.664610002E0,-1.916382834E-2,9.695699215E-1,9.867574692E0
8.667123179E0,-1.916382834E-2,9.408242106E-1,9.857993126E0
8.669636357E0,-4.790957086E-3,9.456151724E-1,9.824456215E0
8.672149482E0,2.874574251E-2,9.647789598E-1,9.829247475E0
8.674662659E0,-1.437287126E-2,9.839428067E-1,9.786727905E0
8.677175836E0,-2.874574251E-2,9.360332489E-1,9.744207382E0
8.679689013E0,-9.581914172E-3,9.408242106E-1,9.772355080E0
8.682202138E0,4.790957086E-3,9.360332489E-1,9.701088905E0
8.684715315E0,-1.437287126E-2,9.312422872E-1,9.705880165E0
8.687228492E0,-3.772878647E-2,9.839428067E-1,9.715461731E0
8.689741669E0,-9.581914172E-3,9.743608832E-1,9.648987770E0
8.692254794E0,-1.916382834E-2,9.935247302E-1,9.653778076E0
8.694767971E0,-3.772878647E-2,1.022270441E0,9.644196510E0
8.697281148E0,4.790957086E-3,9.983156919E-1,9.653778076E0
8.699794325E0,-4.790957086E-3,9.935247302E-1,9.705880165E0
8.702307450E0,-3.772878647E-2,1.017479539E0,9.686716080E0
8.704820627E0,-3.293782845E-2,9.983156919E-1,9.681925774E0
8.707333804E0,-3.772878647E-2,1.055807114E0,9.701088905E0
8.709846982E0,-3.293782845E-2,9.935247302E-1,9.757982254E0
8.712360107E0,-2.395478636E-2,9.695699215E-1,9.725044250E0
8.714873284E0,-5.689261481E-2,9.599879980E-1,9.777145386E0
8.717386461E0,-8.084739745E-2,9.743608832E-1,9.820263863E0
8.719899638E0,-5.210165679E-2,9.599879980E-1,9.810682297E0
8.722412763E0,-9.581914172E-3,9.216603637E-1,9.815473557E0
8.724925940E0,-2.874574251E-2,9.312422872E-1,9.862784386E0
8.727439117E0,-4.790957086E-3,8.833327293E-1,9.862784386E0
8.729952294E0,-3.293782845E-2,9.456151724E-1,9.796309471E0
8.732465419E0,-3.772878647E-2,9.599879980E-1,9.810682297E0
8.734978596E0,-4.731070250E-2,9.456151724E-1,9.834038734E0
8.737491773E0,0.000000000E0,9.695699215E-1,9.867574692E0
8.740004950E0,-9.581914172E-3,9.168694019E-1,9.772355080E0
8.742518075E0,9.581914172E-3,9.312422872E-1,9.757982254E0
8.745031252E0,4.790957086E-3,9.312422872E-1,9.691507339E0
8.747544429E0,0.000000000E0,9.216603637E-1,9.705880165E0
8.750057554E0,-1.437287126E-2,9.647789598E-1,9.739417076E0
8.752570732E0,-1.437287126E-2,9.456151724E-1,9.710671425E0
8.755083909E0,-2.395478636E-2,9.551970959E-1,9.734625816E0
8.757597086E0,-1.916382834E-2,9.120784402E-1,9.734625816E0
8.760110211E0,1.437287126E-2,9.312422872E-1,9.734625816E0
8.762623388E0,-9.581914172E-3,9.312422872E-1,9.767563820E0
8.765136565E0,-5.689261481E-2,9.072874784E-1,9.729834557E0
8.767649742E0,0.000000000E0,9.935247302E-1,9.748399734E0
8.770162867E0,9.581914172E-3,9.312422872E-1,9.715461731E0
8.772676044E0,0.000000000E0,9.839428067E-1,9.715461731E0
8.775189221E0,4.311861470E-2,9.791518450E-1,9.725044250E0
8.777702398E0,2.395478636E-2,9.216603637E-1,9.744207382E0
8.780215523E0,3.353669867E-2,9.216603637E-1,9.725044250E0
8.782728700E0,1.437287126E-2,9.216603637E-1,9.762772560E0
8.785241877E0,1.916382834E-2,9.120784402E-1,9.744207382E0
8.787755054E0,4.311861470E-2,9.072874784E-1,9.748399734E0
8.790268179E0,-4.790957086E-3,9.312422872E-1,9.691507339E0
8.792781357E0,4.311861470E-2,9.264513254E-1,9.701088905E0
8.795294534E0,0.000000000E0,9.599879980E-1,9.715461731E0
8.797807711E0,2.874574251E-2,9.360332489E-1,9.696298599E0
8.800320836E0,0.000000000E0,9.264513254E-1,9.710671425E0
8.802834013E0,3.832765669E-2,9.408242106E-1,9.672942162E0
8.805347190E0,4.790957086E-3,9.216603637E-1,9.672942162E0
8.807860367E0,2.874574251E-2,8.929146528E-1,9.772355080E0
8.810373492E0,7.665531337E-2,9.456151724E-1,9.748399734E0
8.812886669E0,6.228244305E-2,9.360332489E-1,9.753190994E0
8.815399846E0,7.186435908E-2,9.360332489E-1,9.744207382E0
8.817913023E0,4.790957272E-2,9.168694019E-1,9.781936646E0
8.820426148E0,8.563835919E-2,9.072874784E-1,9.834038734E0
8.822939325E0,8.144626766E-2,8.695586920E-1,9.805891037E0
8.825452502E0,8.144626766E-2,8.743496537E-1,9.772355080E0
8.827965679E0,1.143840998E-1,8.647677302E-1,9.815473557E0
8.830478804E0,1.000112295E-1,8.360220194E-1,9.862784386E0
8.832991982E0,1.048021838E-1,8.312310576E-1,9.777145386E0
8.835505159E0,1.335479319E-1,8.503949046E-1,9.781936646E0
8.838018284E0,9.522027522E-2,8.312310576E-1,9.791518211E0
8.840531461E0,1.000112295E-1,8.791406155E-1,9.786727905E0
8.843044638E0,7.665531337E-2,8.791406155E-1,9.757982254E0
8.845557815E0,1.048021838E-1,8.599767685E-1,9.710671425E0
8.848070940E0,6.707339734E-2,8.743496537E-1,9.681925774E0
8.850584117E0,5.749148503E-2,8.360220194E-1,9.691507339E0
8.853097294E0,8.144626766E-2,8.599767685E-1,9.668151855E0
8.855610471E0,5.270052701E-2,9.120784402E-1,9.639405251E0
8.858123596E0,9.522027522E-2,8.929146528E-1,9.610659599E0
8.860636773E0,9.522027522E-2,9.216603637E-1,9.572931290E0
8.863149950E0,1.143840998E-1,9.743608832E-1,9.596885681E0
8.865663127E0,1.239660159E-1,9.360332489E-1,9.587304115E0
8.868176252E0,1.239660159E-1,9.024965167E-1,9.553767204E0
8.870689429E0,9.522027522E-2,9.120784402E-1,9.558558464E0
8.873202607E0,8.563835919E-2,8.743496537E-1,9.592095375E0
8.875715784E0,9.042931348E-2,8.791406155E-1,9.568140030E0
8.878228909E0,4.790957272E-2,8.551858664E-1,9.572931290E0
8.880742086E0,6.228244305E-2,9.072874784E-1,9.587304115E0
8.883255263E0,3.832765669E-2,9.408242106E-1,9.548975945E0
8.885768440E0,1.437287126E-2,8.881236911E-1,9.639405251E0
8.888281565E0,3.832765669E-2,8.791406155E-1,9.672343254E0
8.890794742E0,5.270052701E-2,8.881236911E-1,9.620242119E0
8.893307919E0,2.395478636E-2,9.360332489E-1,9.639405251E0
8.895821096E0,-9.581914172E-3,9.216603637E-1,9.629823685E0
8.898334221E0,1.916382834E-2,9.360332489E-1,9.644196510E0
8.900847398E0,2.395478636E-2,9.935247302E-1,9.610659599E0
8.903360575E0,2.395478636E-2,9.504061341E-1,9.691507339E0
8.905873752E0,1.916382834E-2,9.504061341E-1,9.696298599E0
8.908386877E0,5.749148503E-2,9.072874784E-1,9.767563820E0
8.910900054E0,5.749148503E-2,9.216603637E-1,9.743609428E0
8.913413232E0,9.042931348E-2,9.168694019E-1,9.762772560E0
8.915926409E0,7.665531337E-2,8.977055550E-1,9.791518211E0
8.918439534E0,9.042931348E-2,9.264513254E-1,9.834038734E0
8.920952711E0,8.084739745E-2,8.743496537E-1,9.829247475E0
8.923465888E0,8.084739745E-2,8.024852872E-1,9.819664955E0
8.925979013E0,1.191750541E-1,8.503949046E-1,9.881947517E0
8.928492190E0,1.191750541E-1,8.312310576E-1,9.872365952E0
8.931005367E0,1.335479319E-1,8.695586920E-1,9.853201866E0
8.933518544E0,1.143840998E-1,8.360220194E-1,9.814874649E0
8.936031669E0,8.563835919E-2,8.551858664E-1,9.801100731E0
8.938544846E0,6.228244305E-2,8.647677302E-1,9.857993126E0
8.941058023E0,5.749148503E-2,8.551858664E-1,9.796309471E0
