"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.404178912E1,-5.020054430E-2,3.805654049E-1,-2.442116588E-1
2.404430199E1,-8.428897709E-2,3.837611973E-1,-2.420811355E-1
2.404681485E1,-1.162468791E-1,3.848264515E-1,-2.410158664E-1
2.404932772E1,-1.460742652E-1,3.816306591E-1,-2.388853431E-1
2.405184058E1,-1.737711132E-1,3.784348667E-1,-2.378200889E-1
2.405435344E1,-1.972069144E-1,3.773696125E-1,-2.378200889E-1
2.405686631E1,-2.163816541E-1,3.752390742E-1,-2.388853431E-1
2.405937917E1,-2.376869172E-1,3.688474894E-1,-2.378200889E-1
2.406189204E1,-2.547311485E-1,3.656516969E-1,-2.388853431E-1
2.406440496E1,-2.675142884E-1,3.571296036E-1,-2.420811355E-1
2.406691782E1,-2.813627422E-1,3.486074805E-1,-2.420811355E-1
2.406943068E1,-2.909500897E-1,3.390201032E-1,-2.399506122E-1
2.407194355E1,-3.016027212E-1,3.326285481E-1,-2.410158664E-1
2.407445641E1,-3.047985137E-1,3.283674717E-1,-2.399506122E-1
2.407696928E1,-3.047985137E-1,3.198453784E-1,-2.367548198E-1
2.407948214E1,-3.069290519E-1,3.123885393E-1,-2.378200889E-1
2.408199501E1,-3.026680052E-1,3.102580011E-1,-2.367548198E-1
2.408450787E1,-3.026680052E-1,3.091927469E-1,-2.346242964E-1
2.408702074E1,-2.973416746E-1,3.081274629E-1,-2.356895506E-1
2.408953360E1,-2.920153737E-1,3.028011620E-1,-2.378200889E-1
2.409204652E1,-2.866890430E-1,2.985401154E-1,-2.367548198E-1
2.409455938E1,-2.792322040E-1,2.964095771E-1,-2.346242964E-1
2.409707225E1,-2.760364115E-1,2.974748313E-1,-2.356895506E-1
2.409958511E1,-2.675142884E-1,2.964095771E-1,-2.324937582E-1
2.410209798E1,-2.568616569E-1,2.974748313E-1,-2.292979807E-1
2.410461084E1,-2.494048178E-1,2.974748313E-1,-2.292979807E-1
2.410712371E1,-2.376869172E-1,2.964095771E-1,-2.271674424E-1
2.410963657E1,-2.280995548E-1,3.006706238E-1,-2.207758725E-1
2.411214943E1,-2.174469233E-1,3.006706238E-1,-2.165148109E-1
2.411466230E1,-2.035984844E-1,3.017359078E-1,-2.101232260E-1
2.411717522E1,-1.950763762E-1,3.017359078E-1,-2.037316561E-1
2.411968808E1,-1.854890138E-1,3.028011620E-1,-1.962748021E-1
2.412220094E1,-1.737711132E-1,2.996053696E-1,-1.909484863E-1
2.412471381E1,-1.599226892E-1,2.974748313E-1,-1.813611090E-1
2.412722667E1,-1.482047886E-1,2.964095771E-1,-1.707084775E-1
2.412973954E1,-1.343563646E-1,2.932137847E-1,-1.621863693E-1
2.413225240E1,-1.226384640E-1,2.889527380E-1,-1.483379453E-1
2.413476527E1,-1.087900400E-1,2.836264074E-1,-1.355547905E-1
2.413727813E1,-9.281108528E-2,2.761695683E-1,-1.227716208E-1
2.413979100E1,-8.002792299E-2,2.687127292E-1,-1.089231968E-1
2.414230386E1,-6.298370659E-2,2.580600977E-1,-9.400950372E-2
2.414481678E1,-5.446159840E-2,2.495379746E-1,-7.909581810E-2
2.414732964E1,-4.380896315E-2,2.378200889E-1,-6.418212503E-2
2.414984251E1,-2.889527380E-2,2.314285040E-1,-5.033370107E-2
2.415235537E1,-1.504684705E-2,2.207758725E-1,-3.968106583E-2
2.415486824E1,-2.263684990E-3,2.143842876E-1,-2.796316706E-2
2.415738110E1,1.051947754E-2,2.090579718E-1,-1.837579533E-2
2.415989397E1,2.117211185E-2,2.026663870E-1,-7.723160554E-3
2.416240683E1,3.502053767E-2,1.920137554E-1,2.929474693E-3
2.416491969E1,4.141211882E-2,1.898832172E-1,8.255792782E-3
2.416743256E1,5.206475407E-2,1.866874397E-1,1.784316450E-2
2.416994542E1,5.952160060E-2,1.813611090E-1,2.423474565E-2
2.417245834E1,6.484791636E-2,1.781653315E-1,2.743053623E-2
2.417497121E1,7.017423213E-2,1.707084775E-1,3.382211551E-2
2.417748407E1,7.337002456E-2,1.653821617E-1,3.808316961E-2
2.417999693E1,7.017423213E-2,1.621863693E-1,4.234422371E-2
2.418250980E1,6.910897046E-2,1.600558460E-1,4.340948910E-2
2.418502266E1,6.484791636E-2,1.600558460E-1,4.554001614E-2
2.418753553E1,5.632580817E-2,1.600558460E-1,4.767054319E-2
2.419004839E1,4.780369997E-2,1.611211151E-1,4.660527781E-2
2.419256126E1,3.821633011E-2,1.589905769E-1,4.340948910E-2
2.419507412E1,2.436790243E-2,1.557947844E-1,4.340948910E-2
2.419758704E1,1.158474106E-2,1.557947844E-1,4.127896205E-2
2.420009990E1,-4.394211806E-3,1.568600535E-1,3.914843500E-2
2.420261277E1,-1.930790208E-2,1.557947844E-1,3.169158846E-2
2.420512563E1,-3.528685495E-2,1.525990069E-1,2.956106327E-2
2.420763850E1,-5.020054430E-2,1.536642611E-1,2.530000918E-2
2.421015136E1,-6.724476069E-2,1.568600535E-1,1.890842803E-2
2.421266423E1,-7.789739221E-2,1.579253227E-1,1.571263745E-2
2.421517709E1,-9.281108528E-2,1.600558460E-1,1.145158336E-2
2.421768996E1,-1.045289859E-1,1.589905769E-1,3.994738217E-3
2.422020282E1,-1.141163558E-1,1.568600535E-1,7.989476435E-4
2.422271568E1,-1.215732023E-1,1.643168926E-1,-2.396842930E-3
2.422522860E1,-1.322258413E-1,1.664474308E-1,-5.592633504E-3
2.422774146E1,-1.364868879E-1,1.675126851E-1,-6.657897029E-3
2.423025433E1,-1.460742652E-1,1.664474308E-1,-1.091895066E-2
2.423276719E1,-1.514005810E-1,1.632516384E-1,-1.304947771E-2
2.423528006E1,-1.545963734E-1,1.600558460E-1,-1.411474124E-2
2.423779292E1,-1.588574201E-1,1.568600535E-1,-1.624526829E-2
2.424030579E1,-1.631184816E-1,1.515337378E-1,-1.837579533E-2
2.424281865E1,-1.663142741E-1,1.440768987E-1,-2.370211296E-2
2.424533152E1,-1.716405898E-1,1.387505680E-1,-2.689790353E-2
2.424784438E1,-1.790974289E-1,1.280979365E-1,-3.115895763E-2
2.425035725E1,-1.844237447E-1,1.206410974E-1,-3.648527712E-2
2.425287016E1,-1.897500604E-1,1.099884585E-1,-4.500738531E-2
2.425538303E1,-1.961416453E-1,1.004010886E-1,-4.394211993E-2
2.425789589E1,-2.014679611E-1,8.761792630E-2,-4.500738531E-2
2.426040876E1,-2.078595459E-1,7.590002567E-2,-4.607264698E-2
2.426292162E1,-2.185121775E-1,6.844317913E-2,-5.246422812E-2
2.426543449E1,-2.195774466E-1,6.098633632E-2,-5.033370107E-2
2.426794735E1,-2.249037623E-1,5.246422812E-2,-4.820317402E-2
2.427046022E1,-2.280995548E-1,4.500738531E-2,-5.033370107E-2
2.427297308E1,-2.270342857E-1,4.607264698E-2,-4.820317402E-2
2.427548594E1,-2.302300781E-1,3.755053878E-2,-4.607264698E-2
2.427799886E1,-2.270342857E-1,3.328948468E-2,-4.713791236E-2
2.428051173E1,-2.270342857E-1,2.902843058E-2,-4.820317402E-2
2.428302459E1,-2.259690315E-1,3.222422302E-2,-4.500738531E-2
2.428553746E1,-2.163816541E-1,3.542001173E-2,-4.500738531E-2
2.428805032E1,-2.121205926E-1,3.755053878E-2,-4.181159288E-2
2.429056318E1,-2.046637535E-1,4.074633121E-2,-3.435475007E-2
2.429307605E1,-1.950763762E-1,4.607264698E-2,-3.328948468E-2
2.429558891E1,-1.865542680E-1,5.459475517E-2,-2.689790353E-2
2.429810178E1,-1.737711132E-1,6.205160171E-2,-1.731053181E-2
2.430061464E1,-1.652490050E-1,7.270423323E-2,-7.723160554E-3
2.430312751E1,-1.556616277E-1,7.909581810E-2,-2.663158812E-4
2.430564042E1,-1.482047886E-1,8.442213386E-2,7.190528791E-3
2.430815329E1,-1.428784728E-1,9.081371874E-2,1.038631983E-2
2.431066615E1,-1.311605722E-1,9.507477283E-2,1.997369155E-2
2.431317902E1,-1.279647797E-1,9.827055782E-2,2.956106327E-2
2.431569188E1,-1.215732023E-1,9.827055782E-2,3.808316961E-2
2.431820475E1,-1.151816174E-1,9.827055782E-2,4.660527781E-2
2.432071761E1,-1.119858250E-1,9.720529616E-2,5.725791305E-2
2.432323048E1,-1.077247709E-1,9.081371874E-2,6.684528291E-2
2.432574334E1,-1.023984551E-1,8.761792630E-2,7.856318355E-2
2.432825621E1,-9.707213938E-2,7.696528733E-2,9.028108418E-2
2.433076912E1,-9.281108528E-2,6.418212503E-2,9.986845404E-2
2.433328199E1,-8.961529285E-2,5.139896646E-2,1.147821471E-1
2.433579485E1,-8.322371542E-2,3.435475007E-2,1.307611018E-1
2.433830772E1,-8.109318465E-2,1.411474124E-2,1.414137334E-1
2.434082058E1,-8.002792299E-2,-9.321056306E-3,1.531316340E-1
2.434333344E1,-7.789739221E-2,-4.127896205E-2,1.669800580E-1
2.434584631E1,-8.002792299E-2,-7.110633701E-2,1.797632128E-1
2.434835917E1,-8.002792299E-2,-1.062600389E-1,1.904158592E-1
2.435087204E1,-7.896266133E-2,-1.414137334E-1,2.031990141E-1
2.435338490E1,-7.576686889E-2,-1.765674353E-1,2.181127071E-1
2.435589777E1,-7.576686889E-2,-2.127863914E-1,2.319611311E-1
2.435841068E1,-7.363633811E-2,-2.500706017E-1,2.447443008E-1
2.436092355E1,-6.511422992E-2,-2.809632421E-1,2.596579790E-1
2.436343641E1,-5.446159840E-2,-3.118558824E-1,2.745716870E-1
2.436594928E1,-4.380896315E-2,-3.406180143E-1,2.916159034E-1
2.436846214E1,-3.102580085E-2,-3.619232774E-1,3.097253740E-1
2.437097501E1,-1.611211151E-2,-3.789674938E-1,3.257043362E-1
2.437348787E1,-2.263684990E-3,-3.906854093E-1,3.427485526E-1
2.437600074E1,1.265000459E-2,-3.960117102E-1,3.619232774E-1
2.437851360E1,2.756369300E-2,-3.949464560E-1,3.832285404E-1
2.438102646E1,4.141211882E-2,-3.885548711E-1,4.055990875E-1
2.438353933E1,5.952160060E-2,-3.747064471E-1,4.301001430E-1
2.438605225E1,7.763107866E-2,-3.661843240E-1,4.599275291E-1
2.438856511E1,9.574055672E-2,-3.459443152E-1,4.908201694E-1
2.439107798E1,1.149153039E-1,-3.235737979E-1,5.227780938E-1
2.439359084E1,1.351553053E-1,-3.043990433E-1,5.589970350E-1
2.439610370E1,1.564605832E-1,-2.809632421E-1,5.952159762E-1
2.439861657E1,1.830921620E-1,-2.500706017E-1,6.314349771E-1
2.440112943E1,2.139848173E-1,-2.213084996E-1,6.676539183E-1
2.440364230E1,2.459427118E-1,-2.074600756E-1,6.974812746E-1
2.440615516E1,2.704437673E-1,-1.957421750E-1,7.241128683E-1
2.440866803E1,2.992058992E-1,-1.882853210E-1,7.486139536E-1
2.441118094E1,3.279680014E-1,-1.861547977E-1,7.667233944E-1
2.441369381E1,3.503385484E-1,-1.882853210E-1,7.816371322E-1
2.441620667E1,3.695132732E-1,-1.914811134E-1,7.933549881E-1
2.441871954E1,3.844269812E-1,-1.989379674E-1,8.018771410E-1
2.442123240E1,3.972101510E-1,-2.159821838E-1,8.040076494E-1
2.442374527E1,4.014711976E-1,-2.404832393E-1,8.018771410E-1
2.442625813E1,4.014711976E-1,-2.767021954E-1,7.954855561E-1
2.442877100E1,3.908185661E-1,-3.129211664E-1,7.752455473E-1
2.443128386E1,3.695132732E-1,-3.565969765E-1,7.496792078E-1
2.443379673E1,3.354248405E-1,-3.981422484E-1,7.134602666E-1
2.443630959E1,2.928143144E-1,-4.364917278E-1,6.708496809E-1
2.443882251E1,2.427469194E-1,-4.737759531E-1,6.207823157E-1
2.444133537E1,1.767005920E-1,-5.046685934E-1,5.653886199E-1
2.444384824E1,1.074584574E-1,-5.344959497E-1,5.067991018E-1
2.444636110E1,2.862895653E-2,-5.579317808E-1,4.428833127E-1
2.444887412E1,-5.765738711E-2,-5.813675523E-1,3.757717013E-1
2.445138709E1,-1.514005810E-1,-5.962812304E-1,3.075948358E-1
2.445390011E1,-2.472742945E-1,-5.994770527E-1,2.458095551E-1
2.445641308E1,-3.388869464E-1,-5.898897052E-1,1.829590052E-1
2.445892610E1,-4.262385666E-1,-5.653886199E-1,1.201084629E-1
2.446143907E1,-5.071985722E-1,-5.323654413E-1,6.684528291E-2
2.446395209E1,-5.743101835E-1,-4.854938388E-1,1.677790098E-2
2.446646506E1,-6.350302100E-1,-4.322306812E-1,-2.796316706E-2
2.446897808E1,-6.808365583E-1,-3.704454005E-1,-6.631265581E-2
2.447149105E1,-7.106639147E-1,-3.107906282E-1,-1.014663503E-1
2.447400407E1,-7.298386693E-1,-2.383527160E-1,-1.312937289E-1
2.447651704E1,-7.319691777E-1,-1.595232189E-1,-1.536642611E-1
2.447903006E1,-7.202513218E-1,-7.430212945E-2,-1.739042699E-1
2.448154303E1,-6.914891601E-1,2.396842930E-3,-1.898832172E-1
2.448405605E1,-6.488786340E-1,7.590002567E-2,-1.930790097E-1
2.448656902E1,-5.956154466E-1,1.494032145E-1,-1.909484863E-1
2.448908204E1,-5.316996574E-1,2.143842876E-1,-1.845569015E-1
2.449159501E1,-4.560659528E-1,2.687127292E-1,-1.707084775E-1
2.449410803E1,-3.697795868E-1,3.187801242E-1,-1.536642611E-1
2.449662100E1,-2.802974582E-1,3.592601120E-1,-1.334242523E-1
2.449913402E1,-1.822932214E-1,3.976096213E-1,-1.078579351E-1
2.450164699E1,-7.896266133E-2,4.285022616E-1,-7.909581810E-2
2.450416001E1,2.543316595E-2,4.530033171E-1,-4.926843941E-2
2.450667298E1,1.298289895E-1,4.689822793E-1,-2.157158591E-2
2.450918600E1,2.320942879E-1,4.817654192E-1,1.145158336E-2
2.451169896E1,3.322290480E-1,4.870917499E-1,4.021369666E-2
2.451421199E1,4.227764606E-1,4.796349108E-1,6.364949793E-2
2.451672496E1,5.122585893E-1,4.679169953E-1,8.602003008E-2
2.451923798E1,5.868270397E-1,4.508727789E-1,1.051947698E-1
2.452175094E1,6.528733969E-1,4.178496301E-1,1.211737245E-1
2.452426397E1,7.072018385E-1,3.869569898E-1,1.307611018E-1
2.452677693E1,7.551386952E-1,3.592601120E-1,1.392832100E-1
2.452928996E1,7.966839671E-1,3.294327557E-1,1.424790025E-1
2.453180292E1,8.211849928E-1,2.974748313E-1,1.414137334E-1
2.453431594E1,8.392944932E-1,2.719085217E-1,1.382179409E-1
2.453682891E1,8.488819003E-1,2.420811355E-1,1.318263561E-1
2.453934193E1,8.499471545E-1,2.122537643E-1,1.211737245E-1
2.454185490E1,8.403597474E-1,1.802958548E-1,1.073253006E-1
2.454436792E1,8.190544844E-1,1.515337378E-1,8.708529174E-2
2.454688089E1,7.934881449E-1,1.280979365E-1,6.791055202E-2
2.454939391E1,7.615302801E-1,1.046621427E-1,5.299685895E-2
2.455190688E1,7.157239318E-1,8.122634143E-2,3.062632680E-2
2.455441990E1,6.645912528E-1,6.524739414E-2,9.321056306E-3
2.455693287E1,6.113281250E-1,5.139896646E-2,-1.198421419E-2
2.455944589E1,5.452817678E-1,4.181159288E-2,-3.435475007E-2
2.456195886E1,4.760396481E-1,3.009369411E-2,-5.352949351E-2
2.456447188E1,4.014711976E-1,2.370211296E-2,-7.376950234E-2
2.456698485E1,3.247722089E-1,1.518000476E-2,-8.974844962E-2
2.456949787E1,2.502037585E-1,6.657897029E-3,-1.004010886E-1
2.457201084E1,1.735047996E-1,2.396842930E-3,-1.121189892E-1
2.457452386E1,9.361003339E-2,2.663158812E-4,-1.227716208E-1
2.457703683E1,1.904158480E-2,-3.994738217E-3,-1.291632056E-1
2.457954985E1,-5.552686006E-2,-9.321056306E-3,-1.334242523E-1
2.458206282E1,-1.215732023E-1,-8.255792782E-3,-1.387505680E-1
2.458457584E1,-1.812279522E-1,-9.321056306E-3,-1.440768987E-1
2.458708881E1,-2.334258705E-1,-1.038631983E-2,-1.483379453E-1
2.458960183E1,-2.771016657E-1,-8.255792782E-3,-1.525990069E-1
2.459211480E1,-3.197122216E-1,-6.125265267E-3,-1.621863693E-1
2.459462782E1,-3.474090695E-1,-3.994738217E-3,-1.696432233E-1
2.459714079E1,-3.687143326E-1,-2.929474693E-3,-1.781653315E-1
2.459965381E1,-3.878890872E-1,-3.994738217E-3,-1.856221706E-1
2.460216678E1,-3.996069729E-1,2.663158812E-4,-1.994705945E-1
2.460467980E1,-4.091943502E-1,4.527369980E-3,-2.143842876E-1
2.460719277E1,-4.187817276E-1,5.592633504E-3,-2.314285040E-1
2.460970579E1,-4.251733124E-1,7.723160554E-3,-2.431464046E-1
2.461221876E1,-4.294343591E-1,7.723160554E-3,-2.580600977E-1
2.461473178E1,-4.358259439E-1,1.518000476E-2,-2.740390301E-1
2.461724475E1,-4.432827830E-1,1.944105886E-2,-2.868221998E-1
2.461975777E1,-4.560659528E-1,2.263684943E-2,-2.964095771E-1
2.462227074E1,-4.720448852E-1,3.009369411E-2,-3.081274629E-1
2.462478376E1,-4.848280549E-1,3.328948468E-2,-3.187801242E-1
2.462729673E1,-5.008069873E-1,4.181159288E-2,-3.273022175E-1
2.462980975E1,-5.199817419E-1,5.033370107E-2,-3.315632641E-1
2.463232272E1,-5.316996574E-1,5.885580927E-2,-3.368895948E-1
2.463483574E1,-5.487438440E-1,7.483476400E-2,-3.390201032E-1
2.463734870E1,-5.615270138E-1,8.655266464E-2,-3.379548490E-1
2.463986173E1,-5.732449293E-1,1.014663503E-1,-3.326285481E-1
2.464237469E1,-5.817670226E-1,1.185105667E-1,-3.262369633E-1
2.464488772E1,-5.892238617E-1,1.323589981E-1,-3.187801242E-1
2.464740068E1,-5.913544297E-1,1.472726762E-1,-3.091927469E-1
2.464991371E1,-5.934849381E-1,1.632516384E-1,-2.996053696E-1
2.465242667E1,-5.945501924E-1,1.771000624E-1,-2.814958990E-1
2.465493969E1,-5.902891755E-1,1.845569015E-1,-2.623211443E-1
2.465745266E1,-5.828322768E-1,1.888179630E-1,-2.452769279E-1
2.465996568E1,-5.732449293E-1,1.888179630E-1,-2.239716500E-1
2.466247865E1,-5.615270138E-1,1.845569015E-1,-2.016011178E-1
2.466499167E1,-5.444828272E-1,1.792305857E-1,-1.760347933E-1
2.466750464E1,-5.274385810E-1,1.728390008E-1,-1.494032145E-1
2.467001766E1,-5.093291402E-1,1.611211151E-1,-1.227716208E-1
2.467253063E1,-4.869585931E-1,1.462074220E-1,-9.400950372E-2
2.467504365E1,-4.624575377E-1,1.334242523E-1,-6.418212503E-2
2.467755662E1,-4.400869906E-1,1.121189892E-1,-3.542001173E-2
2.468006964E1,-4.113248885E-1,9.187898040E-2,-6.657897029E-3
2.468258261E1,-3.857585490E-1,6.524739414E-2,2.103895508E-2
2.468509563E1,-3.623227477E-1,4.074633121E-2,4.660527781E-2
2.468760860E1,-3.378216922E-1,1.624526829E-2,7.323686779E-2
2.469012162E1,-3.111900985E-1,-9.321056306E-3,9.880319238E-2
2.469263459E1,-2.877542973E-1,-3.808316961E-2,1.243695170E-1
2.469514761E1,-2.621879876E-1,-6.578002125E-2,1.456747800E-1
2.469766058E1,-2.419479787E-1,-9.028108418E-2,1.701758504E-1
2.470017360E1,-2.206427008E-1,-1.158474088E-1,1.925463825E-1
2.470268657E1,-1.993374377E-1,-1.392832100E-1,2.138516456E-1
2.470519959E1,-1.833584905E-1,-1.605884731E-1,2.298306078E-1
2.470771256E1,-1.652490050E-1,-1.840242743E-1,2.479400784E-1
2.471022558E1,-1.492700577E-1,-2.053295374E-1,2.671148181E-1
2.471273855E1,-1.354216188E-1,-2.202432305E-1,2.820285261E-1
2.471525157E1,-1.226384640E-1,-2.340916544E-1,2.969422042E-1
2.471776454E1,-1.151816174E-1,-2.458095551E-1,3.075948358E-1
2.472027756E1,-1.034637168E-1,-2.553969324E-1,3.225085437E-1
2.472279053E1,-9.174582362E-2,-2.628537714E-1,3.289000988E-1
2.472530355E1,-8.215844631E-2,-2.671148181E-1,3.384874761E-1
2.472781652E1,-7.470160723E-2,-2.745716870E-1,3.480748534E-1
2.473032954E1,-6.831002235E-2,-2.767021954E-1,3.555316925E-1
2.473284251E1,-5.765738711E-2,-2.735064030E-1,3.597927690E-1
2.473535553E1,-5.446159840E-2,-2.713758945E-1,3.629885316E-1
2.473786850E1,-4.487422481E-2,-2.703106105E-1,3.661843240E-1
2.474038152E1,-3.635211661E-2,-2.639190257E-1,3.683148623E-1
2.474289449E1,-3.422158957E-2,-2.543316782E-1,3.704454005E-1
2.474540751E1,-2.783001028E-2,-2.490053475E-1,3.704454005E-1
2.474792048E1,-1.930790208E-2,-2.436790317E-1,3.693801165E-1
2.475043350E1,-1.291632000E-2,-2.383527160E-1,3.693801165E-1
2.475294646E1,-9.720529430E-3,-2.287653387E-1,3.683148623E-1
2.475545949E1,-4.394211806E-3,-2.234390229E-1,3.651190698E-1
2.475797246E1,-4.394211806E-3,-2.191779763E-1,3.608580232E-1
2.476048548E1,-4.394211806E-3,-2.106558681E-1,3.544664383E-1
2.476299844E1,-6.524738856E-3,-2.021337599E-1,3.459443152E-1
2.476551147E1,-1.504684705E-2,-1.914811134E-1,3.406180143E-1
2.476802443E1,-2.676474676E-2,-1.850895435E-1,3.299653828E-1
2.477053746E1,-3.528685495E-2,-1.786979586E-1,3.214432597E-1
2.477305042E1,-4.487422481E-2,-1.723063737E-1,3.118558824E-1
2.477556344E1,-5.659212545E-2,-1.648495346E-1,3.043990433E-1
2.477807641E1,-7.044055313E-2,-1.595232189E-1,2.937464118E-1
2.478058943E1,-8.215844631E-2,-1.541968882E-1,2.884201109E-1
2.478310240E1,-9.387634695E-2,-1.488705724E-1,2.777674496E-1
2.478561542E1,-1.002679318E-1,-1.467400491E-1,2.703106105E-1
2.478812839E1,-1.141163558E-1,-1.414137334E-1,2.585927248E-1
2.479064141E1,-1.247689873E-1,-1.382179409E-1,2.479400784E-1
2.479315438E1,-1.322258413E-1,-1.360874176E-1,2.362221926E-1
2.479566740E1,-1.407479495E-1,-1.318263561E-1,2.266348153E-1
2.479818037E1,-1.396826804E-1,-1.328916252E-1,2.138516456E-1
2.480069339E1,-1.460742652E-1,-1.328916252E-1,2.053295374E-1
2.480320636E1,-1.460742652E-1,-1.350221485E-1,1.925463825E-1
2.480571938E1,-1.418132037E-1,-1.392832100E-1,1.829590052E-1
2.480823235E1,-1.407479495E-1,-1.392832100E-1,1.701758504E-1
2.481074537E1,-1.332910955E-1,-1.424790025E-1,1.573926806E-1
2.481325834E1,-1.258342564E-1,-1.456747800E-1,1.478053182E-1
2.481577136E1,-1.183774099E-1,-1.456747800E-1,1.382179409E-1
2.481828433E1,-1.055942476E-1,-1.488705724E-1,1.254347861E-1
2.482079735E1,-9.600687772E-2,-1.541968882E-1,1.169126704E-1
2.482331032E1,-7.789739221E-2,-1.552621573E-1,1.073253006E-1
2.482582334E1,-6.085317954E-2,-1.541968882E-1,1.019989848E-1
2.482833631E1,-4.487422481E-2,-1.531316340E-1,9.454213828E-2
2.483084933E1,-2.463421971E-2,-1.520663649E-1,8.495476842E-2
2.483336230E1,-2.263684990E-3,-1.520663649E-1,7.856318355E-2
2.483587532E1,2.117211185E-2,-1.456747800E-1,6.897581369E-2
2.483838829E1,4.247738421E-2,-1.424790025E-1,6.045370549E-2
2.484090131E1,6.484791636E-2,-1.360874176E-1,5.512738600E-2
2.484341428E1,8.721844852E-2,-1.286305636E-1,4.767054319E-2
2.484592730E1,1.074584574E-1,-1.243695170E-1,3.808316961E-2
2.484844027E1,1.287637353E-1,-1.137168780E-1,3.275685385E-2
2.485095329E1,1.490037292E-1,-1.030642465E-1,2.636527270E-2
2.485346626E1,1.671132147E-1,-9.347687662E-2,2.423474565E-2
2.485597928E1,1.788311154E-1,-8.815055341E-2,1.677790098E-2
2.485849225E1,1.958753318E-1,-8.175897598E-2,1.251684688E-2
2.486100527E1,2.129195482E-1,-7.643266022E-2,9.321056306E-3
2.486351824E1,2.235721797E-1,-7.217160612E-2,3.994738217E-3
2.486603126E1,2.374206036E-1,-6.578002125E-2,5.060001742E-3
2.486854423E1,2.459427118E-1,-7.323686779E-2,2.929474693E-3
2.487105725E1,2.544648349E-1,-7.323686779E-2,2.929474693E-3
2.487357022E1,2.651174664E-1,-7.856318355E-2,1.864211168E-3
2.487608324E1,2.683132589E-1,-8.708529174E-2,-1.331579406E-3
2.487859620E1,2.789658904E-1,-9.347687662E-2,-1.331579406E-3
2.488110923E1,2.864227295E-1,-1.009337157E-1,-1.331579406E-3
2.488362219E1,2.928143144E-1,-1.105210930E-1,-7.723160554E-3
2.488613522E1,2.992058992E-1,-1.201084629E-1,-7.723160554E-3
2.488864818E1,3.098585308E-1,-1.318263561E-1,-8.788423613E-3
2.489116121E1,3.141195774E-1,-1.414137334E-1,-1.091895066E-2
2.489367417E1,3.194459081E-1,-1.499358416E-1,-1.518000476E-2
2.489618719E1,3.269027472E-1,-1.563274264E-1,-1.837579533E-2
2.489870016E1,3.332943320E-1,-1.701758504E-1,-1.944105886E-2
2.490121318E1,3.354248405E-1,-1.829590052E-1,-2.050632238E-2
2.490372615E1,3.375553787E-1,-1.914811134E-1,-2.689790353E-2
2.490623917E1,3.375553787E-1,-2.031990141E-1,-3.115895763E-2
2.490875214E1,3.364901245E-1,-2.191779763E-1,-3.648527712E-2
2.491126516E1,3.364901245E-1,-2.362221926E-1,-3.968106583E-2
2.491377813E1,3.332943320E-1,-2.511358857E-1,-4.181159288E-2
2.491629115E1,3.311637938E-1,-2.639190257E-1,-4.820317402E-2
2.491880412E1,3.279680014E-1,-2.756369412E-1,-5.246422812E-2
2.492131714E1,3.247722089E-1,-2.809632421E-1,-5.672528222E-2
2.492383011E1,3.237069547E-1,-2.894853652E-1,-5.992107466E-2
2.492634313E1,3.237069547E-1,-2.926811576E-1,-5.992107466E-2
2.492885610E1,3.215764165E-1,-2.905506194E-1,-6.418212503E-2
2.493136912E1,3.226417005E-1,-2.873548269E-1,-6.311686337E-2
2.493388209E1,3.226417005E-1,-2.798979878E-1,-6.631265581E-2
2.493639511E1,3.279680014E-1,-2.713758945E-1,-6.631265581E-2
2.493890808E1,3.311637938E-1,-2.553969324E-1,-6.098633632E-2
2.494142110E1,3.386206329E-1,-2.351569235E-1,-5.992107466E-2
2.494393407E1,3.503385484E-1,-2.149169147E-1,-5.672528222E-2
2.494644704E1,3.588606417E-1,-1.978726983E-1,-5.033370107E-2
2.494896001E1,3.716438115E-1,-1.872200668E-1,-3.755053878E-2
2.495147298E1,3.844269812E-1,-1.904158592E-1,-3.222422302E-2
2.495398594E1,3.982754052E-1,-1.957421750E-1,-2.263684943E-2
2.495649891E1,4.131890833E-1,-2.010684907E-1,-1.518000476E-2
2.495901188E1,4.227764606E-1,-2.138516456E-1,-1.304947771E-2
2.496152485E1,4.376901388E-1,-2.266348153E-1,-9.853687137E-3
2.496403787E1,4.440817237E-1,-2.436790317E-1,-1.624526829E-2
2.496655084E1,4.451470077E-1,-2.649843097E-1,-2.796316706E-2
2.496906381E1,4.430164695E-1,-2.820285261E-1,-3.861580417E-2
2.497157678E1,4.387554228E-1,-3.012032509E-1,-5.352949351E-2
2.497408975E1,4.270375073E-1,-3.203780055E-1,-7.163897157E-2
2.497660272E1,4.057322443E-1,-3.342264295E-1,-9.081371874E-2
2.497911568E1,3.844269812E-1,-3.406180143E-1,-1.099884585E-1
2.498162865E1,3.535343409E-1,-3.470095992E-1,-1.312937289E-1
2.498414162E1,3.183806241E-1,-3.534011841E-1,-1.547295302E-1
2.498665459E1,2.789658904E-1,-3.459443152E-1,-1.781653315E-1
2.498916756E1,2.278332412E-1,-3.342264295E-1,-2.069274336E-1
2.499168058E1,1.735047996E-1,-3.161169589E-1,-2.410158664E-1
2.499419355E1,1.138500422E-1,-2.862895727E-1,-2.772348225E-1
