"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.166352588E1,4.127896130E-1,-3.769701421E-1,1.862879544E-1
7.166603885E1,3.765706420E-1,-3.940143585E-1,1.735047996E-1
7.166855187E1,3.403517008E-1,-4.089280367E-1,1.564605832E-1
7.167106484E1,2.998716831E-1,-4.153196216E-1,1.458079517E-1
7.167357781E1,2.615222037E-1,-4.227764606E-1,1.330247819E-1
7.167609083E1,2.221074402E-1,-4.217112064E-1,1.213068813E-1
7.167860380E1,1.848232150E-1,-4.195806682E-1,1.063931957E-1
7.168111676E1,1.432779431E-1,-4.142543674E-1,9.041424096E-2
7.168362979E1,1.006674021E-1,-4.121238291E-1,7.763107866E-2
7.168614276E1,6.338317692E-2,-4.046669900E-1,6.165212765E-2
7.168865572E1,2.609895542E-2,-3.972101510E-1,4.886896536E-2
7.169116874E1,-1.118526701E-2,-3.982754052E-1,3.182474896E-2
7.169368171E1,-4.953475296E-2,-3.929490745E-1,2.010684833E-2
7.169619468E1,-8.575371653E-2,-3.961448669E-1,9.454214014E-3
7.169870765E1,-1.177116185E-1,-3.950796127E-1,-2.263684990E-3
7.170122067E1,-1.507347822E-1,-3.940143585E-1,-1.398158353E-2
7.170373364E1,-1.816274375E-1,-3.929490745E-1,-2.143842913E-2
7.170624661E1,-2.093242854E-1,-3.886880279E-1,-3.209106252E-2
7.170875963E1,-2.316948175E-1,-3.791006505E-1,-4.700475186E-2
7.171127260E1,-2.593916655E-1,-3.716438115E-1,-5.552686006E-2
7.171378557E1,-2.817622125E-1,-3.620564342E-1,-6.511422992E-2
7.171629859E1,-3.041327298E-1,-3.482080102E-1,-7.257107645E-2
7.171881156E1,-3.233074844E-1,-3.386206329E-1,-8.215844631E-2
7.172132453E1,-3.371559083E-1,-3.215764165E-1,-9.174582362E-2
7.172383755E1,-3.499390781E-1,-3.024016917E-1,-9.707213938E-2
7.172635052E1,-3.627222180E-1,-2.800311446E-1,-1.045289859E-1
7.172886348E1,-3.744401336E-1,-2.587258816E-1,-1.109205633E-1
7.173137650E1,-3.840275109E-1,-2.331595570E-1,-1.162468791E-1
7.173388947E1,-3.872233033E-1,-2.065279633E-1,-1.162468791E-1
7.173640244E1,-3.904190958E-1,-1.830921620E-1,-1.162468791E-1
7.173891541E1,-3.904190958E-1,-1.521995217E-1,-1.151816174E-1
7.174142843E1,-3.914843500E-1,-1.223721504E-1,-1.130510941E-1
7.174394140E1,-3.904190958E-1,-9.361003339E-2,-1.077247709E-1
7.174645437E1,-3.840275109E-1,-6.271739304E-2,-1.034637168E-1
7.174896739E1,-3.787011802E-1,-2.862895653E-2,-9.281108528E-2
7.175148036E1,-3.733748794E-1,-5.193159916E-3,-8.428897709E-2
7.175399333E1,-3.627222180E-1,2.037316561E-2,-7.683213055E-2
7.175650635E1,-3.552653790E-1,4.487422481E-2,-6.298370659E-2
7.175901932E1,-3.424822092E-1,7.150581479E-2,-4.807001725E-2
7.176153229E1,-3.286337852E-1,8.855003119E-2,-3.422158957E-2
7.176404531E1,-3.169158995E-1,1.023984551E-1,-1.398158353E-2
7.176655828E1,-3.030674756E-1,1.173121482E-1,-1.331579406E-4
7.176907124E1,-2.902843058E-1,1.290300488E-1,1.584579423E-2
7.177158421E1,-2.753706276E-1,1.407479495E-1,3.395527601E-2
7.177409723E1,-2.647179961E-1,1.460742652E-1,5.206475407E-2
7.177661020E1,-2.519348264E-1,1.567268968E-1,7.230476290E-2
7.177912317E1,-2.391516566E-1,1.609879434E-1,9.147950262E-2
7.178163619E1,-2.306295484E-1,1.588574201E-1,1.063931957E-1
7.178414916E1,-2.231727093E-1,1.567268968E-1,1.245026737E-1
7.178666213E1,-2.093242854E-1,1.535311043E-1,1.394163668E-1
7.178917515E1,-2.008021772E-1,1.460742652E-1,1.543300599E-1
7.179168812E1,-1.912147999E-1,1.418132037E-1,1.649826914E-1
7.179420109E1,-1.880190074E-1,1.354216188E-1,1.703090072E-1
7.179671411E1,-1.933453232E-1,1.311605722E-1,1.660479456E-1
7.179922708E1,-1.965411156E-1,1.247689873E-1,1.703090072E-1
7.180174005E1,-1.954758614E-1,1.119858250E-1,1.830921620E-1
7.180425307E1,-1.933453232E-1,1.023984551E-1,2.033321708E-1
7.180676604E1,-1.944105923E-1,1.002679318E-1,2.214416564E-1
7.180927901E1,-1.997369081E-1,1.023984551E-1,2.374206036E-1
7.181179197E1,-1.997369081E-1,1.055942476E-1,2.502037585E-1
7.181430499E1,-2.018674314E-1,1.130510941E-1,2.502037585E-1
7.181681796E1,-2.050632238E-1,1.141163558E-1,2.491385043E-1
7.181933093E1,-2.093242854E-1,1.109205633E-1,2.491385043E-1
7.182184395E1,-2.146506011E-1,1.066595092E-1,2.427469194E-1
7.182435692E1,-2.167811245E-1,1.002679318E-1,2.395511419E-1
7.182686989E1,-2.221074402E-1,9.494160861E-2,2.374206036E-1
7.182938291E1,-2.295642942E-1,8.535423875E-2,2.320942879E-1
7.183189588E1,-2.359558642E-1,8.002792299E-2,2.278332412E-1
7.183440885E1,-2.412821949E-1,7.470160723E-2,2.246374488E-1
7.183692187E1,-2.476737648E-1,6.511422992E-2,2.225069255E-1
7.183943484E1,-2.540653646E-1,6.085317954E-2,2.193111330E-1
7.184194781E1,-2.636527121E-1,5.446159840E-2,2.193111330E-1
7.184446078E1,-2.711095810E-1,4.487422481E-2,2.171805948E-1
7.184697380E1,-2.753706276E-1,4.061317071E-2,2.171805948E-1
7.184948677E1,-2.806969285E-1,3.102580085E-2,2.161153406E-1
7.185199973E1,-2.860232592E-1,2.676474676E-2,2.118542790E-1
7.185451276E1,-2.924148440E-1,2.143842913E-2,2.086584866E-1
7.185702572E1,-3.020022213E-1,1.291632000E-2,2.075932324E-1
7.185953869E1,-3.073285222E-1,7.590002380E-3,2.033321708E-1
7.186205171E1,-3.094590604E-1,-1.997369109E-3,2.012016475E-1
7.186456468E1,-3.126548529E-1,-8.388950489E-3,1.990711242E-1
7.186707765E1,-3.147853613E-1,-1.158474106E-2,1.937448084E-1
7.186959067E1,-3.201116920E-1,-1.158474106E-2,1.884184927E-1
7.187210364E1,-3.211769462E-1,-1.158474106E-2,1.830921620E-1
7.187461661E1,-3.222422302E-1,-9.454214014E-3,1.788311154E-1
7.187712963E1,-3.254379928E-1,-7.323686965E-3,1.724395305E-1
7.187964260E1,-3.307643235E-1,-5.193159916E-3,1.639174223E-1
7.188215557E1,-3.328948617E-1,-9.321055841E-4,1.532647908E-1
7.188466854E1,-3.371559083E-1,5.459475331E-3,1.458079517E-1
7.188718156E1,-3.414169550E-1,9.720529430E-3,1.340900511E-1
7.188969453E1,-3.467432857E-1,1.185105648E-2,1.255679429E-1
7.189220749E1,-3.531348705E-1,1.611211151E-2,1.138500422E-1
7.189472052E1,-3.584611714E-1,2.463421971E-2,1.074584574E-1
7.189723348E1,-3.691138029E-1,2.783001028E-2,9.680582583E-2
7.189974645E1,-3.733748794E-1,3.102580085E-2,8.615318686E-2
7.190225947E1,-3.797664344E-1,3.422158957E-2,7.337002456E-2
7.190477244E1,-3.882885575E-1,3.954790905E-2,6.165212765E-2
7.190728541E1,-3.936148584E-1,4.807001725E-2,4.673843831E-2
7.190979843E1,-4.000064433E-1,4.700475186E-2,3.608580306E-2
7.191231140E1,-4.063980281E-1,5.020054430E-2,2.543316595E-2
7.191482437E1,-4.127896130E-1,5.233107135E-2,1.265000459E-2
7.191733734E1,-4.213117361E-1,5.020054430E-2,-1.331579406E-4
7.191985036E1,-4.234422445E-1,5.446159840E-2,-9.720529430E-3
7.192236333E1,-4.255727828E-1,5.872265249E-2,-2.356895618E-2
7.192487630E1,-4.277032912E-1,5.978791416E-2,-3.102580085E-2
7.192738932E1,-4.277032912E-1,6.085317954E-2,-4.380896315E-2
7.192990229E1,-4.277032912E-1,6.404896826E-2,-5.233107135E-2
7.193241526E1,-4.298338294E-1,7.044055313E-2,-5.978791416E-2
7.193492828E1,-4.234422445E-1,7.683213055E-2,-6.724476069E-2
7.193744124E1,-4.191811979E-1,8.535423875E-2,-7.576686889E-2
7.193995421E1,-4.149201512E-1,9.174582362E-2,-8.215844631E-2
7.194246723E1,-4.106590748E-1,1.034637168E-1,-8.855003119E-2
7.194498020E1,-4.032022357E-1,1.151816174E-1,-9.068055451E-2
7.194749317E1,-3.946801424E-1,1.247689873E-1,-9.920266271E-2
7.195000619E1,-3.872233033E-1,1.343563646E-1,-1.023984551E-1
7.195251921E1,-3.776359260E-1,1.396826804E-1,-1.141163558E-1
7.195503218E1,-3.637875021E-1,1.428784728E-1,-1.183774099E-1
7.195754520E1,-3.478085399E-1,1.471395195E-1,-1.226384640E-1
7.196005822E1,-3.371559083E-1,1.418132037E-1,-1.290300488E-1
7.196257119E1,-3.201116920E-1,1.343563646E-1,-1.343563646E-1
7.196508421E1,-3.041327298E-1,1.258342564E-1,-1.375521570E-1
7.196759723E1,-2.860232592E-1,1.130510941E-1,-1.450089961E-1
7.197011020E1,-2.689790428E-1,9.920266271E-2,-1.514005810E-1
7.197262322E1,-2.466085106E-1,8.641950041E-2,-1.524658352E-1
7.197513624E1,-2.231727093E-1,6.831002235E-2,-1.535311043E-1
7.197764921E1,-2.018674314E-1,4.700475186E-2,-1.567268968E-1
7.198016223E1,-1.773663759E-1,2.356895618E-2,-1.577921659E-1
7.198267520E1,-1.549958438E-1,-1.997369109E-3,-1.556616277E-1
7.198518822E1,-1.304947883E-1,-2.862895653E-2,-1.503353119E-1
7.198770124E1,-1.059937179E-1,-5.419528112E-2,-1.450089961E-1
7.199021421E1,-8.042739332E-2,-8.082687110E-2,-1.407479495E-1
7.199272723E1,-5.805686116E-2,-1.138500422E-1,-1.386174113E-1
7.199524026E1,-3.249053657E-2,-1.404816210E-1,-1.343563646E-1
7.199775322E1,-1.012000348E-2,-1.617868990E-1,-1.258342564E-1
7.200026624E1,1.331579406E-2,-1.873532236E-1,-1.215732023E-1
7.200277926E1,3.781685606E-2,-2.139848173E-1,-1.173121482E-1
7.200529223E1,6.444844604E-2,-2.363553494E-1,-1.098553017E-1
7.200780526E1,8.894950151E-2,-2.565953434E-1,-1.013331935E-1
7.201031828E1,1.102547720E-1,-2.768353522E-1,-9.600687772E-2
7.201283124E1,1.294295192E-1,-2.917490602E-1,-9.068055451E-2
7.201534427E1,1.486042589E-1,-3.119890690E-1,-8.748476952E-2
7.201785729E1,1.731053293E-1,-3.237069547E-1,-8.322371542E-2
7.202037026E1,1.965411156E-1,-3.300985396E-1,-8.002792299E-2
7.202288328E1,2.167811245E-1,-3.354248405E-1,-7.576686889E-2
7.202539624E1,2.370211333E-1,-3.322290480E-1,-7.150581479E-2
7.202790926E1,2.561958730E-1,-3.290332854E-1,-6.511422992E-2
7.203042229E1,2.775011361E-1,-3.205111623E-1,-5.765738711E-2
7.203293526E1,2.977411449E-1,-3.098585308E-1,-5.446159840E-2
7.203544828E1,3.158506453E-1,-2.928143144E-1,-4.807001725E-2
7.203796130E1,3.350253701E-1,-2.651174664E-1,-4.061317071E-2
7.204047426E1,3.499390781E-1,-2.310290337E-1,-3.315632790E-2
7.204298729E1,3.712443411E-1,-1.969406009E-1,-2.356895618E-2
7.204550031E1,3.872233033E-1,-1.532647908E-1,-1.291632000E-2
7.204801328E1,3.989411891E-1,-1.053279340E-1,1.997369109E-3
7.205052630E1,4.117243588E-1,-5.526054651E-2,1.691105776E-2
7.205303932E1,4.223769903E-1,-7.323686965E-3,3.608580306E-2
7.205555229E1,4.351601601E-1,4.593949020E-2,5.739107355E-2
7.205806531E1,4.458127916E-1,8.961529285E-2,8.189213276E-2
7.206057833E1,4.468780458E-1,1.322258413E-1,1.117195114E-1
7.206309130E1,4.543348849E-1,1.631184816E-1,1.394163668E-1
7.206560432E1,4.554001689E-1,1.833584905E-1,1.703090072E-1
7.206811729E1,4.479433000E-1,1.940111220E-1,1.990711242E-1
7.207063031E1,4.426169991E-1,1.897500604E-1,2.246374488E-1
7.207314333E1,4.340948761E-1,1.727058440E-1,2.480732501E-1
7.207565630E1,4.159854054E-1,1.482047886E-1,2.715090513E-1
7.207816932E1,3.968106508E-1,1.226384640E-1,2.885532677E-1
7.208068234E1,3.765706420E-1,9.281108528E-2,3.024016917E-1
7.208319531E1,3.510043323E-1,5.552686006E-2,3.087932765E-1
7.208570833E1,3.201116920E-1,2.037316561E-2,3.173153698E-1
7.208822135E1,2.849580050E-1,-2.010684833E-2,3.205111623E-1
7.209073432E1,2.519348264E-1,-5.739107355E-2,3.173153698E-1
7.209324734E1,2.114548087E-1,-9.787108749E-2,3.098585308E-1
7.209576036E1,1.731053293E-1,-1.351553053E-1,2.981406152E-1
7.209827333E1,1.336905658E-1,-1.649826914E-1,2.842921913E-1
7.210078635E1,9.321055561E-2,-1.862879544E-1,2.619216740E-1
7.210329937E1,5.273054540E-2,-2.001363784E-1,2.374206036E-1
7.210581234E1,9.054739960E-3,-2.139848173E-1,2.054627091E-1
7.210832536E1,-3.462106362E-2,-2.139848173E-1,1.756353229E-1
7.211083838E1,-7.723160833E-2,-2.097237557E-1,1.426121593E-1
7.211335135E1,-1.187768802E-1,-2.043974400E-1,1.074584574E-1
7.211586437E1,-1.624526829E-1,-2.001363784E-1,6.697844714E-2
7.211837734E1,-2.029327005E-1,-1.873532236E-1,3.608580306E-2
7.212089036E1,-2.466085106E-1,-1.724395305E-1,-1.331579406E-4
7.212340338E1,-2.849580050E-1,-1.607216299E-1,-3.954790905E-2
7.212591635E1,-3.211769462E-1,-1.404816210E-1,-7.257107645E-2
7.212842937E1,-3.552653790E-1,-1.170458272E-1,-1.055942476E-1
7.213094239E1,-3.840275109E-1,-9.467529505E-2,-1.322258413E-1
7.213345536E1,-4.074633121E-1,-6.804370880E-2,-1.514005810E-1
7.213596838E1,-4.255727828E-1,-3.715106472E-2,-1.663142741E-1
7.213848140E1,-4.362254143E-1,-5.193159916E-3,-1.759016365E-1
7.214099437E1,-4.383559525E-1,2.996053733E-2,-1.780321598E-1
7.214350739E1,-4.319643676E-1,6.191844121E-2,-1.801626980E-1
7.214602041E1,-4.234422445E-1,9.068055451E-2,-1.769669056E-1
7.214853338E1,-4.032022357E-1,1.194426715E-1,-1.641837358E-1
7.215104640E1,-3.733748794E-1,1.428784728E-1,-1.460742652E-1
7.215355942E1,-3.371559083E-1,1.631184816E-1,-1.300953031E-1
7.215607239E1,-2.945453525E-1,1.780321598E-1,-1.098553017E-1
7.215858541E1,-2.487390339E-1,1.897500604E-1,-8.535423875E-2
7.216109838E1,-1.954758614E-1,1.982721686E-1,-5.872265249E-2
7.216361140E1,-1.368863583E-1,2.046637535E-1,-3.102580085E-2
7.216612442E1,-7.403581589E-2,2.099900693E-1,-6.524738856E-3
7.216863739E1,-6.924212910E-3,2.142511308E-1,1.691105776E-2
7.217115041E1,6.231791526E-2,2.057290226E-1,4.460791126E-2
7.217366343E1,1.283642501E-1,1.961416453E-1,6.484791636E-2
7.217617640E1,1.954758614E-1,1.844237447E-1,8.402266353E-2
7.217868942E1,2.668485045E-1,1.695100516E-1,1.095889881E-1
7.218120244E1,3.360906541E-1,1.492700577E-1,1.266331971E-1
7.218371541E1,4.010717273E-1,1.311605722E-1,1.372858435E-1
7.218622843E1,4.639222622E-1,1.130510941E-1,1.532647908E-1
7.218874145E1,5.246422887E-1,9.707213938E-2,1.649826914E-1
7.219125442E1,5.789707303E-1,8.109318465E-2,1.703090072E-1
7.219376744E1,6.322339177E-1,6.191844121E-2,1.724395305E-1
7.219628046E1,6.812360287E-1,4.700475186E-2,1.713742763E-1
7.219879343E1,7.227813005E-1,3.848264366E-2,1.703090072E-1
7.220130645E1,7.579349875E-1,2.889527380E-2,1.639174223E-1
7.220381942E1,7.898929119E-1,1.930790208E-2,1.521995217E-1
7.220633244E1,8.165245056E-1,1.504684705E-2,1.436774135E-1
7.220884546E1,8.378297687E-1,1.398158353E-2,1.287637353E-1
7.221135843E1,8.516781926E-1,9.720529430E-3,1.117195114E-1
7.221387145E1,8.591350317E-1,6.524738856E-3,9.574055672E-2
7.221638447E1,8.612655401E-1,1.198421465E-3,8.189213276E-2
7.221889744E1,8.570045233E-1,-6.258423440E-3,6.484791636E-2
7.222141046E1,8.538087010E-1,-9.454214014E-3,4.993422702E-2
7.222392348E1,8.399602771E-1,-1.051947754E-2,3.075948358E-2
7.222643645E1,8.186550140E-1,-1.265000459E-2,1.478053164E-2
7.222894947E1,8.026760817E-1,-1.371526811E-2,-1.331579406E-4
7.223146249E1,7.771097422E-1,-1.478053164E-2,-1.504684705E-2
7.223397546E1,7.536739707E-1,-1.158474106E-2,-2.676474676E-2
7.223648848E1,7.249118090E-1,-1.051947754E-2,-3.635211661E-2
7.223900150E1,6.961497068E-1,-8.388950489E-3,-4.807001725E-2
7.224151447E1,6.663223505E-1,-6.258423440E-3,-6.085317954E-2
7.224402749E1,6.354296803E-1,-1.997369109E-3,-7.363633811E-2
7.224654046E1,6.034718156E-1,-9.321055841E-4,-8.535423875E-2
7.224905348E1,5.704486370E-1,2.263684990E-3,-1.002679318E-1
7.225156650E1,5.342296362E-1,4.394211806E-3,-1.109205633E-1
7.225407947E1,5.012065172E-1,4.394211806E-3,-1.215732023E-1
7.225659249E1,4.639222622E-1,1.078579295E-2,-1.343563646E-1
7.225910552E1,4.308990836E-1,2.037316561E-2,-1.482047886E-1
7.226161848E1,3.936148584E-1,2.250369266E-2,-1.609879434E-1
7.226413151E1,3.584611714E-1,2.889527380E-2,-1.780321598E-1
7.226664453E1,3.243727386E-1,3.741738200E-2,-1.940111220E-1
7.226915749E1,2.838927209E-1,4.700475186E-2,-2.078595459E-1
7.227167052E1,2.444779724E-1,5.552686006E-2,-2.206427008E-1
7.227418354E1,2.082590163E-1,6.298370659E-2,-2.366216630E-1
7.227669650E1,1.699095368E-1,7.257107645E-2,-2.547311485E-1
7.227920953E1,1.294295192E-1,8.109318465E-2,-2.707100809E-1
7.228172255E1,9.108003229E-2,9.281108528E-2,-2.856237888E-1
7.228423552E1,5.379580706E-2,9.920266271E-2,-3.026680052E-1
7.228674854E1,1.012000348E-2,1.055942476E-1,-3.207774758E-1
7.228926150E1,-2.822948247E-2,1.151816174E-1,-3.399522305E-1
7.229177453E1,-6.444844604E-2,1.237037256E-1,-3.569964468E-1
7.229428755E1,-1.070589870E-1,1.279647797E-1,-3.740406632E-1
7.229680052E1,-1.443432122E-1,1.311605722E-1,-3.921501338E-1
7.229931354E1,-1.816274375E-1,1.354216188E-1,-4.070638120E-1
7.230182656E1,-2.125200778E-1,1.375521570E-1,-4.209122360E-1
7.230433953E1,-2.434127182E-1,1.375521570E-1,-4.336954057E-1
7.230685255E1,-2.721748352E-1,1.482047886E-1,-4.475438297E-1
7.230936557E1,-2.988064289E-1,1.503353119E-1,-4.592617452E-1
7.231187854E1,-3.201116920E-1,1.535311043E-1,-4.667185843E-1
7.231439156E1,-3.392864466E-1,1.577921659E-1,-4.741754234E-1
7.231690458E1,-3.573959172E-1,1.641837358E-1,-4.826975465E-1
7.231941755E1,-3.723095953E-1,1.673795283E-1,-4.858933389E-1
7.232193057E1,-3.787011802E-1,1.695100516E-1,-4.880238473E-1
7.232444359E1,-3.904190958E-1,1.737711132E-1,-4.922848940E-1
7.232695656E1,-4.000064433E-1,1.759016365E-1,-4.912196398E-1
7.232946958E1,-4.010717273E-1,1.780321598E-1,-4.912196398E-1
7.233198255E1,-4.042675197E-1,1.833584905E-1,-4.869585931E-1
7.233449557E1,-4.042675197E-1,1.844237447E-1,-4.805670083E-1
7.233700859E1,-4.053327739E-1,1.833584905E-1,-4.773712158E-1
7.233952156E1,-4.053327739E-1,1.801626980E-1,-4.699143767E-1
7.234203458E1,-4.032022357E-1,1.769669056E-1,-4.613922536E-1
7.234454760E1,-3.989411891E-1,1.769669056E-1,-4.528701603E-1
7.234706057E1,-3.957453966E-1,1.727058440E-1,-4.443480372E-1
7.234957359E1,-3.925496042E-1,1.716405898E-1,-4.358259439E-1
7.235208661E1,-3.872233033E-1,1.684447974E-1,-4.273038208E-1
7.235459958E1,-3.776359260E-1,1.641837358E-1,-4.145206809E-1
7.235711260E1,-3.712443411E-1,1.620532125E-1,-4.049333036E-1
7.235962562E1,-3.680485487E-1,1.588574201E-1,-3.942806721E-1
7.236213859E1,-3.584611714E-1,1.535311043E-1,-3.846932948E-1
7.236465161E1,-3.488737941E-1,1.492700577E-1,-3.761711717E-1
7.236716463E1,-3.424822092E-1,1.439437270E-1,-3.655185401E-1
7.236967760E1,-3.350253701E-1,1.375521570E-1,-3.548659086E-1
7.237219062E1,-3.275685310E-1,1.311605722E-1,-3.474090695E-1
7.237470359E1,-3.179811537E-1,1.247689873E-1,-3.388869464E-1
7.237721661E1,-3.094590604E-1,1.226384640E-1,-3.335606456E-1
7.237972963E1,-2.977411449E-1,1.162468791E-1,-3.271690607E-1
7.238224260E1,-2.902843058E-1,1.109205633E-1,-3.197122216E-1
7.238475562E1,-2.796316743E-1,1.087900400E-1,-3.111900985E-1
7.238726864E1,-2.689790428E-1,1.023984551E-1,-3.090595901E-1
7.238978161E1,-2.604569197E-1,9.920266271E-2,-3.058637977E-1
7.239229463E1,-2.508695722E-1,9.813740104E-2,-3.026680052E-1
7.239480765E1,-2.455432415E-1,9.281108528E-2,-3.016027212E-1
7.239732062E1,-2.370211333E-1,9.068055451E-2,-3.016027212E-1
7.239983364E1,-2.316948175E-1,8.535423875E-2,-3.016027212E-1
7.240234666E1,-2.306295484E-1,8.322371542E-2,-3.037332594E-1
7.240485963E1,-2.221074402E-1,8.109318465E-2,-3.058637977E-1
7.240737265E1,-2.178463936E-1,7.896266133E-2,-3.111900985E-1
7.240988567E1,-2.157158703E-1,8.002792299E-2,-3.154511750E-1
7.241239864E1,-2.114548087E-1,8.109318465E-2,-3.186469376E-1
7.241491166E1,-2.061284930E-1,8.641950041E-2,-3.207774758E-1
7.241742463E1,-2.082590163E-1,9.387634695E-2,-3.229080141E-1
7.241993765E1,-2.071937621E-1,9.387634695E-2,-3.292995989E-1
7.242245067E1,-2.050632238E-1,1.002679318E-1,-3.324953914E-1
7.242496364E1,-2.039979696E-1,1.077247709E-1,-3.356911540E-1
7.242747666E1,-2.050632238E-1,1.119858250E-1,-3.388869464E-1
7.242998968E1,-2.071937621E-1,1.183774099E-1,-3.463438153E-1
7.243250265E1,-2.103895396E-1,1.247689873E-1,-3.431480229E-1
7.243501567E1,-2.093242854E-1,1.311605722E-1,-3.442132771E-1
7.243752869E1,-2.125200778E-1,1.396826804E-1,-3.463438153E-1
7.244004166E1,-2.167811245E-1,1.460742652E-1,-3.516701162E-1
7.244255468E1,-2.210421860E-1,1.482047886E-1,-3.516701162E-1
7.244506770E1,-2.221074402E-1,1.556616277E-1,-3.527353704E-1
7.244758067E1,-2.253032327E-1,1.567268968E-1,-3.538006544E-1
7.245009364E1,-2.274337560E-1,1.567268968E-1,-3.569964468E-1
7.245260666E1,-2.295642942E-1,1.567268968E-1,-3.591269553E-1
7.245511963E1,-2.338253409E-1,1.556616277E-1,-3.580617011E-1
7.245763265E1,-2.391516566E-1,1.556616277E-1,-3.591269553E-1
7.246014562E1,-2.434127182E-1,1.503353119E-1,-3.580617011E-1
7.246265859E1,-2.476737648E-1,1.428784728E-1,-3.559311628E-1
7.246517161E1,-2.561958730E-1,1.332910955E-1,-3.538006544E-1
7.246768458E1,-2.583264112E-1,1.247689873E-1,-3.548659086E-1
7.247019760E1,-2.647179961E-1,1.215732023E-1,-3.548659086E-1
7.247271057E1,-2.743053436E-1,1.087900400E-1,-3.516701162E-1
7.247522354E1,-2.806969285E-1,1.013331935E-1,-3.442132771E-1
7.247773656E1,-2.838927209E-1,9.813740104E-2,-3.452785313E-1
7.248024953E1,-2.934800982E-1,8.641950041E-2,-3.356911540E-1
7.248276249E1,-3.051980138E-1,7.150581479E-2,-3.303648531E-1
7.248527552E1,-3.126548529E-1,6.085317954E-2,-3.271690607E-1
7.248778848E1,-3.222422302E-1,5.020054430E-2,-3.186469376E-1
7.249030150E1,-3.350253701E-1,3.741738200E-2,-3.069290519E-1
7.249281447E1,-3.435474932E-1,2.143842913E-2,-2.952111661E-1
7.249532744E1,-3.488737941E-1,8.655265905E-3,-2.845585048E-1
7.249784046E1,-3.595264256E-1,-9.454214014E-3,-2.728406191E-1
7.250035343E1,-3.691138029E-1,-2.756369300E-2,-2.557964027E-1
7.250286645E1,-3.787011802E-1,-4.567317292E-2,-2.419479787E-1
7.250537942E1,-3.904190958E-1,-6.378265470E-2,-2.270342857E-1
7.250789239E1,-3.968106508E-1,-7.869634032E-2,-2.142511308E-1
7.251040541E1,-4.000064433E-1,-8.828371763E-2,-2.004027069E-1
7.251291838E1,-4.053327739E-1,-9.787108749E-2,-1.865542680E-1
7.251543135E1,-4.074633121E-1,-1.085237190E-1,-1.684447974E-1
7.251794437E1,-4.117243588E-1,-1.149153039E-1,-1.556616277E-1
7.252045734E1,-4.117243588E-1,-1.181110963E-1,-1.407479495E-1
7.252297036E1,-4.106590748E-1,-1.191763580E-1,-1.279647797E-1
7.252548333E1,-4.063980281E-1,-1.159805655E-1,-1.141163558E-1
7.252799630E1,-3.978759348E-1,-1.117195114E-1,-9.813740104E-2
7.253050932E1,-3.882885575E-1,-1.053279340E-1,-8.535423875E-2
7.253302229E1,-3.776359260E-1,-9.787108749E-2,-6.831002235E-2
7.253553531E1,-3.627222180E-1,-8.615318686E-2,-5.126580596E-2
7.253804828E1,-3.424822092E-1,-7.763107866E-2,-3.528685495E-2
7.254056124E1,-3.169158995E-1,-6.910897046E-2,-1.824263856E-2
7.254307426E1,-2.924148440E-1,-6.271739304E-2,1.997369109E-3
7.254558723E1,-2.615222037E-1,-4.886896536E-2,2.117211185E-2
7.254810020E1,-2.306295484E-1,-3.821633011E-2,4.354264587E-2
7.255061322E1,-1.954758614E-1,-2.756369300E-2,6.591317803E-2
7.255312619E1,-1.592568904E-1,-1.904158480E-2,9.147950262E-2
7.255563921E1,-1.177116185E-1,-1.051947754E-2,1.181110963E-1
7.255815218E1,-7.829686999E-2,-5.193159916E-3,1.447426826E-1
7.256066515E1,-3.888211772E-2,-4.127896391E-3,1.724395305E-1
7.256317817E1,7.989476435E-3,-1.158474106E-2,2.022669166E-1
7.256569114E1,4.953475296E-2,-2.223737538E-2,2.267679721E-1
7.256820416E1,9.214529395E-2,-3.502053767E-2,2.555300891E-1
7.257071713E1,1.326253116E-1,-5.526054651E-2,2.832269371E-1
7.257323010E1,1.699095368E-1,-7.976160944E-2,3.055974841E-1
7.257574312E1,2.114548087E-1,-1.053279340E-1,3.237069547E-1
7.257825609E1,2.476737648E-1,-1.308942586E-1,3.418164253E-1
7.258076911E1,2.796316743E-1,-1.521995217E-1,3.641869724E-1
7.258328208E1,3.105243146E-1,-1.767005920E-1,3.780353963E-1
7.258579505E1,3.392864466E-1,-2.012016475E-1,3.918838203E-1
7.258830807E1,3.637875021E-1,-2.278332412E-1,4.004059136E-1
7.259082104E1,3.861580193E-1,-2.523342967E-1,4.131890833E-1
7.259333400E1,4.032022357E-1,-2.725743055E-1,4.217112064E-1
7.259584703E1,4.202464521E-1,-2.906837761E-1,4.281027913E-1
7.259835999E1,4.340948761E-1,-3.130543232E-1,4.355596304E-1
7.260087302E1,4.468780458E-1,-3.290332854E-1,4.398206770E-1
7.260338598E1,4.585959613E-1,-3.482080102E-1,4.440817237E-1
7.260589895E1,4.649875164E-1,-3.609911799E-1,4.472775161E-1
7.260841197E1,4.692485929E-1,-3.716438115E-1,4.494080544E-1
7.261092494E1,4.724443853E-1,-3.844269812E-1,4.536691010E-1
7.261343796E1,4.788359404E-1,-3.940143585E-1,4.589954317E-1
7.261595093E1,4.830970168E-1,-4.046669900E-1,4.621912241E-1
