"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.950880813E1,2.387094259E0,1.596586466E0,7.994909763E0
4.951132120E1,2.444585800E0,1.572631717E0,8.199124336E0
4.951383428E1,2.473331690E0,1.625332236E0,8.351237297E0
4.951634735E1,2.535015106E0,1.582213521E0,8.541078568E0
4.951886042E1,2.578133821E0,1.563049793E0,8.764456749E0
4.952137350E1,2.611670494E0,1.601377368E0,9.002208710E0
4.952388657E1,2.611670494E0,1.696597695E0,9.120784760E0
4.952639964E1,2.616461515E0,1.734925389E0,9.316016197E0
4.952891272E1,2.587715626E0,1.749298215E0,9.505857468E0
4.953142579E1,2.502077341E0,1.792416811E0,9.672343254E0
4.953393886E1,2.415840149E0,1.878654003E0,9.890931129E0
4.953645193E1,2.387094259E0,1.959501505E0,1.005741692E1
4.953896501E1,2.334992647E0,1.954710484E0,1.019994736E1
4.954147808E1,2.296664953E0,1.964292407E0,1.032810593E1
4.954399115E1,2.215817690E0,1.973874331E0,1.046105480E1
4.954650423E1,2.158326149E0,2.021783829E0,1.068443298E1
4.954901730E1,2.096642494E0,1.978665233E0,1.075569820E1
4.955153037E1,1.963094711E0,1.930755734E0,1.094074917E1
4.955404344E1,1.839128613E0,1.902608871E0,1.112639904E1
4.955655652E1,1.657671094E0,1.906800866E0,1.134977722E1
4.955906959E1,1.419321060E0,1.893026948E0,1.146356297E1
4.956158266E1,1.195343852E0,1.988247156E0,1.165400314E1
4.956409568E1,9.234569669E-1,2.040947676E0,1.182468128E1
4.956660876E1,6.419882774E-1,2.112812042E0,1.191031933E1
4.956912183E1,3.659093380E-1,2.174495697E0,1.203368664E1
4.957163490E1,1.036044434E-1,2.313433409E0,1.213848877E1
4.957414798E1,-1.018078402E-1,2.399071693E0,1.226664639E1
4.957666105E1,-1.970281154E-1,2.485308886E0,1.247086143E1
4.957917412E1,-1.778642833E-1,2.480518103E0,1.267986679E1
4.958168719E1,-4.431635141E-2,2.399071693E0,1.310326767E1
4.958420027E1,2.131975889E-1,2.308642387E0,1.346438599E1
4.958671334E1,4.707115293E-1,2.055320501E0,1.389676952E1
4.958922641E1,8.282366991E-1,1.787625909E0,1.434352684E1
4.959173949E1,1.200134754E0,1.519931078E0,1.462858868E1
4.959425256E1,1.528914213E0,1.309727907E0,1.482322121E1
4.959676563E1,1.767264247E0,1.104315639E0,1.502264500E1
4.959927870E1,1.905603170E0,8.557847142E-1,1.536939049E1
4.960179178E1,2.048732996E0,8.078751564E-1,1.559755993E1
4.960430485E1,2.029569149E0,8.605756760E-1,1.574967289E1
4.960681792E1,1.972676635E0,8.941123486E-1,1.587783051E1
4.960933100E1,1.915185094E0,9.803496003E-1,1.609162712E1
4.961184407E1,1.815173864E0,1.065987945E0,1.618684769E1
4.961435714E1,1.667253017E0,1.142643213E0,1.630123138E1
4.961687022E1,1.538496137E0,1.085151792E0,1.651502800E1
4.961938329E1,1.452857733E0,1.056406021E0,1.663839531E1
4.962189636E1,1.385784388E0,9.563947916E-1,1.674259758E1
4.962440943E1,1.348055601E0,8.222479820E-1,1.680009079E1
4.962692251E1,1.319309831E0,6.599543095E-1,1.691866684E1
4.962943558E1,1.243253350E0,4.641239643E-1,1.709952545E1
4.963194860E1,1.109705448E0,3.018302917E-1,1.719893646E1
4.963446167E1,9.617846608E-1,5.809035525E-2,1.730373955E1
4.963697475E1,7.378073931E-1,-8.983044326E-2,1.734146881E1
4.963948782E1,4.467567503E-1,-1.904405504E-1,1.746064377E1
4.964200089E1,1.796608865E-1,-2.623049021E-1,1.756963730E1
4.964451396E1,-2.682935894E-1,-3.718980551E-1,1.766964912E1
4.964702704E1,-7.312198281E-1,-4.054347575E-1,1.766964912E1
4.964954011E1,-1.155219555E0,-3.718980551E-1,1.774091339E1
4.965205318E1,-1.598981977E0,-3.623161316E-1,1.781217957E1
4.965456626E1,-2.090054989E0,-4.102256894E-1,1.785948944E1
4.965707933E1,-2.542800426E0,-3.479432464E-1,1.792596436E1
4.965959240E1,-2.905116558E0,-4.198076129E-1,1.794033813E1
4.966210548E1,-3.291387558E0,-4.389714301E-1,1.804933167E1
4.966461855E1,-3.524946690E0,-4.725081325E-1,1.811161423E1
4.966713162E1,-3.711195230E0,-5.204176903E-1,1.820623589E1
4.966964469E1,-3.835161209E0,-6.970842481E-1,1.835834885E1
4.967215777E1,-3.977692127E0,-7.306209803E-1,1.849129868E1
4.967467084E1,-4.101658344E0,-8.545869589E-1,1.861047363E1
4.967718391E1,-4.216640949E0,-9.551970959E-1,1.876258659E1
4.967969699E1,-4.259160995E0,-9.977167845E-1,1.882426834E1
4.968221006E1,-4.249578953E0,-1.045626402E0,1.884762573E1
4.968472313E1,-4.283115864E0,-1.055208325E0,1.890511703E1
4.968723621E1,-4.283115864E0,-1.151027441E0,1.892368126E1
4.968974928E1,-4.239996910E0,-1.188756227E0,1.886678886E1
4.969226235E1,-4.173522472E0,-1.170191288E0,1.886678886E1
4.969477542E1,-4.106449127E0,-1.122281671E0,1.877635956E1
4.969728850E1,-4.006437778E0,-1.112699747E0,1.858651733E1
4.969980157E1,-3.868098974E0,-1.117490768E0,1.838709450E1
4.970231459E1,-3.653703690E0,-1.083954096E0,1.814934349E1
4.970482766E1,-3.391398668E0,-1.059999228E0,1.798764801E1
4.970734074E1,-3.138675690E0,-1.098326921E0,1.777385139E1
4.970985381E1,-2.824269295E0,-1.036044478E0,1.745106125E1
4.971236688E1,-2.428416491E0,-1.021671653E0,1.709473419E1
4.971487996E1,-2.056518316E0,-1.040835381E0,1.673361588E1
4.971739303E1,-1.732529879E0,-9.833439589E-1,1.632937813E1
4.971990610E1,-1.360631824E0,-9.599879980E-1,1.592574024E1
4.972241917E1,-9.312422872E-1,-9.456151724E-1,1.546940136E1
4.972493225E1,-4.970617890E-1,-9.024965167E-1,1.505139065E1
4.972744532E1,-2.515252493E-2,-8.114683628E-1,1.463278103E1
4.972995839E1,3.227907419E-1,-7.635588050E-1,1.420518780E1
4.973247146E1,7.282254696E-1,-6.922932863E-1,1.367339134E1
4.973498454E1,1.052213907E0,-6.491746902E-1,1.324579906E1
4.973749761E1,1.452857733E0,-5.294007659E-1,1.287030697E1
4.974001068E1,1.767264247E0,-4.245985746E-1,1.250439835E1
4.974252376E1,2.063105822E0,-3.239884675E-1,1.209537029E1
4.974503683E1,2.396676302E0,-1.664857566E-1,1.162046623E1
4.974754990E1,2.716472626E0,-6.168357283E-2,1.131145000E1
4.975006298E1,3.040461063E0,5.389826838E-3,1.097907734E1
4.975257605E1,3.283602238E0,1.676834971E-1,1.052752972E1
4.975508912E1,3.489613295E0,2.724856734E-1,1.018138313E1
4.975760219E1,3.704008579E0,3.395590782E-1,9.901111603E0
4.976011527E1,3.861511469E0,4.874798954E-1,9.592095375E0
4.976262834E1,3.980686426E0,5.258075595E-1,9.245349884E0
4.976514141E1,4.104652405E0,6.072537899E-1,8.936332703E0
4.976765449E1,4.166336060E0,6.641464233E-1,8.641689301E0
4.977016751E1,4.285511017E0,6.928921938E-1,8.361417770E0
4.977268058E1,4.328629494E0,7.024740577E-1,8.071564674E0
4.977519365E1,4.314256668E0,7.791293859E-1,7.824231625E0
4.977770673E1,4.256765366E0,7.791293859E-1,7.511023045E0
4.978021980E1,4.156754017E0,7.743384242E-1,7.244525909E0
4.978273287E1,4.061533928E0,8.222479820E-1,7.025938511E0
4.978524594E1,3.880076408E0,7.935022712E-1,6.783995152E0
4.978775902E1,3.694426775E0,8.174570799E-1,6.517498016E0
4.979027209E1,3.441703796E0,8.557847142E-1,6.294119835E0
4.979278516E1,3.217726469E0,8.839315772E-1,6.080323219E0
4.979529824E1,3.008122206E0,8.605756760E-1,5.895272732E0
4.979781131E1,2.697907686E0,9.318411350E-1,5.733577728E0
4.980032438E1,2.454766750E0,8.605756760E-1,5.628775597E0
4.980283746E1,2.278100014E0,7.982932329E-1,5.438933849E0
4.980535053E1,2.068495750E0,7.503836751E-1,5.310775757E0
4.980786360E1,1.891829133E0,6.641464233E-1,5.282030106E0
4.981037667E1,1.701388597E0,6.785193086E-1,5.111352444E0
4.981288975E1,1.572631717E0,6.264176369E-1,5.011341095E0
4.981540282E1,1.429501772E0,5.737171173E-1,4.930493832E0
4.981791589E1,1.267807007E0,5.641351938E-1,4.854437351E0
4.982042897E1,1.115095258E0,4.731070101E-1,4.811917305E0
4.982294204E1,9.623835087E-1,4.635250866E-1,4.764008045E0
4.982545511E1,8.048807979E-1,4.491522312E-1,4.768798828E0
4.982796818E1,6.240221858E-1,4.491522312E-1,4.702324390E0
4.983048126E1,4.521465898E-1,5.162256360E-1,4.750234127E0
4.983299433E1,3.425534368E-1,4.874798954E-1,4.778380871E0
4.983550740E1,1.946326345E-1,5.305985212E-1,4.802335739E0
4.983802048E1,1.856495813E-2,5.305985212E-1,4.826290607E0
4.984053350E1,-6.288131326E-2,6.120447516E-1,4.821499348E0
4.984304657E1,-1.533106267E-1,6.216266751E-1,4.787962914E0
4.984555964E1,-2.629037797E-1,6.545644999E-1,4.873600960E0
4.984807272E1,-2.868585587E-1,6.072537899E-1,4.811917305E0
4.985058579E1,-3.964517117E-1,5.976719260E-1,4.840064526E0
4.985309886E1,-4.772990942E-1,6.216266751E-1,4.873600960E0
4.985561193E1,-4.635250866E-1,6.216266751E-1,4.864019394E0
4.985812501E1,-5.395815372E-1,6.449825764E-1,4.911329746E0
4.986063808E1,-5.539544225E-1,6.545644999E-1,4.901748180E0
4.986315115E1,-6.012651324E-1,6.976830959E-1,4.949657440E0
4.986566423E1,-6.348018050E-1,6.833102703E-1,4.920911789E0
4.986817730E1,-6.587566137E-1,7.599655390E-1,4.920911789E0
4.987069037E1,-7.018752098E-1,7.982932329E-1,4.954448700E0
4.987320344E1,-7.114571333E-1,7.982932329E-1,4.987386227E0
4.987571652E1,-7.875135541E-1,8.935135007E-1,4.940075397E0
4.987822959E1,-8.587790728E-1,9.605869055E-1,4.916121006E0
4.988074266E1,-9.114795923E-1,1.037242174E0,4.906538963E0
4.988325574E1,-9.450162649E-1,1.008496523E0,5.001759052E0
4.988576881E1,-1.030654669E0,1.065987945E0,4.968821526E0
4.988828188E1,-1.030654669E0,1.122880578E0,4.987386227E0
4.989079496E1,-1.101920128E0,1.189953923E0,5.006550312E0
4.989330803E1,-1.183366418E0,1.266609311E0,5.058651924E0
4.989582110E1,-1.168993473E0,1.252236366E0,5.087397575E0
4.989833417E1,-1.225886106E0,1.299547076E0,5.116143227E0
4.990084725E1,-1.216304183E0,1.352247596E0,5.144289970E0
4.990336032E1,-1.297750473E0,1.357038617E0,5.192199707E0
4.990587339E1,-1.249840975E0,1.342665672E0,5.229928493E0
4.990838641E1,-1.307332397E0,1.361829519E0,5.325148582E0
4.991089949E1,-1.288168550E0,1.376202464E0,5.334730625E0
4.991341256E1,-1.269004703E0,1.357038617E0,5.377250671E0
4.991592563E1,-1.302541494E0,1.371411443E0,5.386832237E0
4.991843870E1,-1.269004703E0,1.409739137E0,5.401205063E0
4.992095178E1,-1.264213800E0,1.448066831E0,5.410787106E0
4.992346485E1,-1.288168550E0,1.472021580E0,5.477261543E0
4.992597792E1,-1.278586626E0,1.481603503E0,5.500617504E0
4.992849100E1,-1.297750473E0,1.524123192E0,5.514990330E0
4.993100407E1,-1.307332397E0,1.548078060E0,5.500617504E0
4.993351714E1,-1.307332397E0,1.591196656E0,5.548527241E0
4.993603022E1,-1.254631877E0,1.605569482E0,5.605419636E0
4.993854329E1,-1.211513281E0,1.624733329E0,5.643148422E0
4.994105636E1,-1.202530265E0,1.653479099E0,5.647939682E0
4.994356943E1,-1.164202571E0,1.677433848E0,5.662312508E0
4.994608246E1,-1.154620647E0,1.701388597E0,5.743159771E0
4.994859558E1,-1.178575397E0,1.787027001E0,5.790470600E0
4.995110870E1,-1.125874877E0,1.839727521E0,5.733577728E0
4.995362183E1,-1.140247822E0,1.921173811E0,5.814425468E0
4.995613496E1,-1.111502051E0,1.940337658E0,5.933001518E0
4.995864808E1,-1.111502051E0,2.021184921E0,5.999475956E0
4.996116120E1,-1.121083975E0,2.049930811E0,6.052176476E0
4.996367433E1,-1.078564167E0,2.102631330E0,6.175543785E0
4.996618746E1,-1.149829745E0,2.117004156E0,6.332447529E0
4.996870058E1,-1.216304183E0,2.178687811E0,6.465396404E0
4.997121371E1,-1.254631877E0,2.288879633E0,6.636673450E0
4.997372683E1,-1.273795724E0,2.346371174E0,6.812141895E0
4.997623996E1,-1.326496243E0,2.427218676E0,6.940299988E0
4.997875308E1,-1.383388877E0,2.451173306E0,7.087622166E0
4.998126621E1,-1.388179779E0,2.542201519E0,7.197215080E0
4.998377933E1,-1.440880299E0,2.580529213E0,7.401429653E0
4.998629246E1,-1.488191009E0,2.614065886E0,7.577497482E0
4.998880558E1,-1.516936779E0,2.675749540E0,7.667327881E0
4.999131871E1,-1.478609085E0,2.675749540E0,7.805666924E0
4.999383183E1,-1.478609085E0,2.670958519E0,7.872141361E0
4.999634496E1,-1.492982030E0,2.614065886E0,8.033237457E0
4.999885808E1,-1.478609085E0,2.666167736E0,8.190140724E0
5.000137121E1,-1.464236259E0,2.647003889E0,8.304525375E0
5.000388433E1,-1.497772932E0,2.609275103E0,8.484785080E0
5.000639746E1,-1.459445357E0,2.614065886E0,8.608751297E0
5.000891053E1,-1.473818183E0,2.594902039E0,8.803383827E0
5.001142365E1,-1.488191009E0,2.575738192E0,8.945914268E0
5.001393678E1,-1.497772932E0,2.590111256E0,9.145338058E0
5.001644990E1,-1.445671320E0,2.551783562E0,9.259722710E0
5.001896303E1,-1.488191009E0,2.513455868E0,9.378298759E0
5.002147615E1,-1.521727800E0,2.523037672E0,9.554366112E0
5.002398928E1,-1.516936779E0,2.580529213E0,9.758581161E0
5.002650240E1,-1.478609085E0,2.542201519E0,1.001968765E1
5.002901553E1,-1.488191009E0,2.527828693E0,1.023348427E1
5.003152865E1,-1.454654336E0,2.484710217E0,1.036643314E1
5.003404178E1,-1.431298375E0,2.460755348E0,1.057124710E1
5.003655490E1,-1.421716571E0,2.455964327E0,1.082756329E1
5.003906803E1,-1.407343626E0,2.389489889E0,1.102219582E1
5.004158115E1,-1.392970800E0,2.312834501E0,1.125515556E1
5.004409428E1,-1.412134647E0,2.327207327E0,1.145457935E1
5.004660740E1,-1.373806953E0,2.274506807E0,1.163543797E1
5.004912053E1,-1.325897336E0,2.245761156E0,1.183007050E1
5.005163365E1,-1.325897336E0,2.197851658E0,1.197739315E1
5.005414678E1,-1.302541494E0,2.178687811E0,1.216783333E1
5.005665990E1,-1.325897336E0,2.112213135E0,1.240498543E1
5.005917303E1,-1.340270281E0,2.073885441E0,1.251457882E1
5.006168615E1,-1.349852204E0,2.025975943E0,1.271879292E1
5.006419928E1,-1.316914320E0,2.030766964E0,1.287569714E1
5.006671240E1,-1.378597856E0,1.978066444E0,1.298469162E1
5.006922553E1,-1.416925550E0,1.992439270E0,1.311344814E1
5.007173865E1,-1.521727800E0,1.982857347E0,1.320806980E1
5.007425178E1,-1.588202238E0,1.949320674E0,1.324160671E1
5.007676490E1,-1.602575183E0,1.958902597E0,1.331766319E1
5.007927803E1,-1.660066605E0,1.944529653E0,1.328891754E1
5.008179115E1,-1.784032702E0,1.940337658E0,1.324639702E1
5.008430428E1,-1.898416758E0,1.958902597E0,1.319369698E1
5.008681740E1,-2.008009911E0,1.987648368E0,1.314638615E1
5.008933053E1,-2.079275370E0,2.011603117E0,1.307512093E1
5.009184365E1,-2.160721540E0,2.097840309E0,1.303260136E1
5.009435678E1,-2.208032370E0,2.088258505E0,1.293738079E1
5.009686990E1,-2.241569042E0,2.059512615E0,1.282778740E1
5.009938303E1,-2.246360064E0,2.073885441E0,1.274274826E1
5.010189615E1,-2.227196217E0,2.073885441E0,1.272837543E1
5.010440923E1,-2.093648195E0,2.088258505E0,1.275232983E1
5.010692235E1,-1.893625736E0,2.021184921E0,1.276610374E1
5.010943548E1,-1.560055375E0,1.925964713E0,1.283257866E1
5.011194860E1,-1.283377647E0,1.834936619E0,1.295175362E1
5.011446173E1,-8.971067071E-1,1.796608925E0,1.326077080E1
5.011697485E1,-6.060560942E-1,1.782235980E0,1.357876968E1
5.011948798E1,-2.341580242E-1,1.687015772E0,1.394467926E1
5.012200110E1,1.233671457E-1,1.706179619E0,1.425369644E1
5.012451423E1,4.239996970E-1,1.729535460E0,1.460044193E1
5.012702735E1,7.911067605E-1,1.758281231E0,1.490945816E1
5.012954048E1,1.039038777E0,1.839727521E0,1.522326660E1
5.013205360E1,1.277388930E0,1.863682270E0,1.564606857E1
5.013456673E1,1.420518756E0,1.930755734E0,1.600718689E1
5.013707985E1,1.515739083E0,1.963693500E0,1.632997704E1
5.013959298E1,1.482202291E0,2.006812096E0,1.667253113E1
5.014210610E1,1.477411389E0,2.016394138E0,1.700490379E1
5.014461923E1,1.439083695E0,2.064303637E0,1.726601028E1
5.014713235E1,1.248643160E0,2.045139790E0,1.755586243E1
5.014964548E1,1.048620701E0,1.982857347E0,1.773672295E1
5.015215860E1,8.006886840E-1,1.968484521E0,1.782236099E1
5.015467173E1,5.856944919E-1,1.935546637E0,1.783194160E1
5.015718485E1,4.329827428E-1,1.834936619E0,1.777445030E1
5.015969798E1,3.000336885E-1,1.653479099E0,1.761814499E1
5.016221110E1,1.760676801E-1,1.504959345E0,1.752771568E1
5.016472423E1,3.293782845E-2,1.361829519E0,1.742770576E1
5.016723735E1,-2.293670774E-1,1.170790195E0,1.726121902E1
5.016975048E1,-4.060336053E-1,9.653778672E-1,1.710012436E1
5.017226360E1,-6.108470559E-1,7.264288664E-1,1.687674522E1
5.017477673E1,-9.018976688E-1,5.449713469E-1,1.666773987E1
5.017728985E1,-1.097129226E0,4.395703077E-1,1.634914017E1
5.017980298E1,-1.297750473E0,3.156042993E-1,1.603533363E1
5.018231610E1,-1.531309605E0,1.533106267E-1,1.563648605E1
5.018482923E1,-1.697795391E0,3.832765669E-2,1.524183083E1
5.018734235E1,-1.803196430E0,-8.563835919E-2,1.490945816E1
5.018985548E1,-1.955309391E0,-1.095931455E-1,1.462918758E1
5.019236860E1,-2.055320501E0,-2.485308945E-1,1.435370731E1
5.019488173E1,-2.141557932E0,-3.102144599E-1,1.400636292E1
5.019739485E1,-2.203241348E0,-4.251974523E-1,1.375004673E1
5.019990798E1,-2.203241348E0,-4.826889336E-1,1.346019363E1
5.020242105E1,-2.117603064E0,-4.970617890E-1,1.321286106E1
5.020493417E1,-2.103230238E0,-5.683273077E-1,1.297091770E1
5.020744730E1,-2.036755562E0,-6.162368655E-1,1.279005909E1
5.020996042E1,-1.912789583E0,-6.545644999E-1,1.254272556E1
5.021247355E1,-1.798405528E0,-6.785193086E-1,1.231994629E1
5.021498667E1,-1.669648528E0,-6.449825764E-1,1.214387894E1
5.021749980E1,-1.607366085E0,-6.928921938E-1,1.188696384E1
5.022001292E1,-1.421716571E0,-7.216379046E-1,1.169233036E1
5.022252605E1,-1.264213800E0,-6.785193086E-1,1.151686192E1
5.022503917E1,-1.145038724E0,-6.641464233E-1,1.131204891E1
5.022755230E1,-1.001908898E0,-6.114459038E-1,1.117430878E1
5.023006542E1,-8.348242640E-1,-5.827001333E-1,1.098925781E1
5.023257855E1,-6.443837285E-1,-5.731182694E-1,1.092278290E1
5.023509167E1,-5.156267285E-1,-5.874910951E-1,1.082277203E1
5.023760480E1,-3.677059710E-1,-5.204176903E-1,1.065209389E1
5.024011792E1,-2.341580242E-1,-4.826889336E-1,1.052812862E1
5.024263105E1,-1.341467947E-1,-4.395703077E-1,1.044248962E1
5.024514417E1,3.293782845E-2,-3.964517117E-1,1.034786797E1
5.024765730E1,7.066661865E-2,-3.533330858E-1,1.022390270E1
5.025017042E1,1.329490542E-1,-3.102144599E-1,1.017180061E1
5.025268355E1,2.569150627E-1,-2.772766352E-1,1.004364300E1
5.025519667E1,3.096156120E-1,-3.150054216E-1,9.934049606E0
5.025770980E1,4.287906587E-1,-2.629037797E-1,9.872365952E0
5.026022292E1,5.431747437E-1,-2.676947415E-1,9.772953987E0
5.026273605E1,6.336040497E-1,-2.533218563E-1,9.706479073E0
5.026524917E1,6.904966831E-1,-2.245761156E-1,9.620841026E0
5.026776230E1,7.336152792E-1,-2.676947415E-1,9.582512856E0
5.027027542E1,8.719542027E-1,-3.054235280E-1,9.492682457E0
5.027278855E1,9.054908752E-1,-2.724856734E-1,9.468728065E0
5.027530167E1,9.863383174E-1,-3.677059710E-1,9.444772720E0
5.027781480E1,1.034247875E0,-3.293783069E-1,9.383089066E0
5.028032792E1,1.129468083E0,-4.156155288E-1,9.287869453E0
5.028284105E1,1.195942640E0,-4.635250866E-1,9.230976105E0
5.028535417E1,1.195942640E0,-5.108358264E-1,9.135756493E0
5.028786730E1,1.243852258E0,-5.108358264E-1,9.050716400E0
5.029038042E1,1.210315585E0,-5.874910951E-1,8.921959877E0
5.029289355E1,1.215106487E0,-5.827001333E-1,8.832129478E0
5.029540667E1,1.129468083E0,-6.449825764E-1,8.855484962E0
5.029791980E1,1.139050007E0,-5.827001333E-1,8.712954521E0
5.030043287E1,1.071976662E0,-6.066549420E-1,8.632106781E0
5.030294600E1,9.911292195E-1,-6.018639803E-1,8.594378471E0
5.030545912E1,9.054908752E-1,-5.970730186E-1,8.575214386E0
5.030797225E1,7.575700879E-1,-5.347905755E-1,8.508739471E0
5.031048537E1,6.719317436E-1,-5.066437125E-1,8.489576340E0
5.031299850E1,5.479657054E-1,-5.299996138E-1,8.413519859E0
5.031551162E1,4.144177735E-1,-5.252086520E-1,8.375790596E0
5.031802475E1,2.856608033E-1,-5.587453842E-1,8.299734116E0
5.032053787E1,1.856495887E-1,-5.066437125E-1,8.252423286E0
5.032305100E1,1.185761914E-1,-4.491522312E-1,8.138039589E0
5.032556412E1,-2.934461273E-2,-4.731070101E-1,8.061983109E0
5.032807725E1,-1.533106267E-1,-5.156267285E-1,8.014672279E0
5.033059037E1,-2.006213218E-1,-4.778979719E-1,7.924242973E0
5.033310350E1,-3.054235280E-1,-4.731070101E-1,7.886514187E0
5.033561662E1,-3.724969029E-1,-5.204176903E-1,7.815248966E0
5.033812975E1,-4.581352770E-1,-5.395815372E-1,7.757757187E0
5.034064287E1,-5.252086520E-1,-5.539544225E-1,7.596661091E0
5.034315600E1,-6.012651324E-1,-5.299996138E-1,7.506231785E0
5.034566912E1,-6.683385372E-1,-4.635250866E-1,7.467904568E0
5.034818225E1,-7.108582854E-1,-4.347793460E-1,7.363700867E0
5.035069537E1,-7.683497667E-1,-4.347793460E-1,7.330164433E0
5.035320850E1,-8.396152258E-1,-4.539431930E-1,7.245124817E0
5.035572162E1,-8.587790728E-1,-3.868697882E-1,7.116367817E0
5.035823475E1,-8.875247836E-1,-4.060336053E-1,7.093011856E0
5.036074787E1,-8.875247836E-1,-3.916607499E-1,7.121159077E0
5.036326100E1,-9.252535701E-1,-3.581240475E-1,7.030729294E0
5.036577412E1,-9.635812640E-1,-3.389602005E-1,7.012164593E0
5.036828725E1,-9.300445318E-1,-3.150054216E-1,6.916944504E0
5.037080037E1,-9.779540896E-1,-2.197851539E-1,6.879215717E0
5.037331350E1,-1.011490822E0,-1.766665429E-1,6.831305981E0
5.037582662E1,-9.539993405E-1,-1.431298405E-1,6.897780418E0
5.037833975E1,-9.731631875E-1,-9.042931348E-2,6.821723938E0
5.038085287E1,-9.875360131E-1,-5.270052701E-2,6.788786411E0
5.038336600E1,-9.635812640E-1,-4.790957086E-3,6.788786411E0
5.038587912E1,-1.001908898E0,3.353669867E-2,6.760040283E0
5.038839225E1,-9.779540896E-1,4.790957272E-2,6.727102757E0
5.039090537E1,-8.779428601E-1,1.431298405E-1,6.727102757E0
5.039341850E1,-9.066886306E-1,1.622936726E-1,6.707938671E0
5.039593162E1,-8.971067071E-1,1.149829701E-1,6.688775063E0
5.039844469E1,-8.875247836E-1,1.814575046E-1,6.722311497E0
5.040095782E1,-8.444061875E-1,2.054122835E-1,6.712729931E0
5.040347094E1,-7.539768815E-1,2.437399477E-1,6.651046276E0
5.040598407E1,-7.731407285E-1,2.485308945E-1,6.636673450E0
5.040849719E1,-7.252311110E-1,2.197851539E-1,6.631882191E0
5.041101032E1,-6.443837285E-1,3.012314141E-1,6.551034927E0
5.041352344E1,-5.437736511E-1,3.108133376E-1,6.531871319E0
5.041603657E1,-4.964629412E-1,3.251862228E-1,6.474978447E0
5.041854969E1,-3.629150093E-1,3.347681165E-1,6.427667618E0
5.042106282E1,-2.724856734E-1,3.251862228E-1,6.398921967E0
5.042357594E1,-2.149941921E-1,3.060223758E-1,6.379758358E0
5.042608907E1,-1.670846343E-1,3.772878647E-1,6.327656746E0
5.042860219E1,-1.054010540E-1,4.299883842E-1,6.246809006E0
5.043111532E1,-5.749148503E-2,4.970617890E-1,6.280345917E0
5.043362844E1,-5.988696357E-4,5.305985212E-1,6.223453045E0
5.043614157E1,2.335591614E-2,6.785193086E-1,6.109069347E0
5.043865469E1,8.983044885E-3,7.551746368E-1,6.128232956E0
5.044116782E1,8.084739745E-2,8.024852872E-1,6.161170959E0
5.044368094E1,4.251974449E-2,9.030954242E-1,6.133023739E0
5.044619407E1,8.983044326E-2,9.989145398E-1,6.094696045E0
5.044870699E1,1.521128863E-1,1.046225309E0,6.089905262E0
5.045121996E1,2.137964666E-1,1.070180058E0,5.990492821E0
5.045373287E1,2.281693369E-1,1.132462502E0,5.909645557E0
5.045624584E1,2.760789096E-1,1.108507752E0,5.862334728E0
5.045875881E1,3.712991774E-1,1.065389037E0,5.828798294E0
5.046127173E1,4.479544759E-1,1.070180058E0,5.747950554E0
5.046378469E1,4.761013687E-1,1.018078327E0,5.681476116E0
5.046629766E1,5.192199945E-1,9.941235781E-1,5.648538589E0
5.046881058E1,5.192199945E-1,1.065389037E0,5.600628853E0
5.047132355E1,6.048583388E-1,1.060598135E0,5.514990330E0
5.047383652E1,6.240221858E-1,1.074970961E0,5.462888718E0
5.047634943E1,5.904854536E-1,1.074970961E0,5.548527241E0
5.047886240E1,5.815024376E-1,1.137253404E0,5.548527241E0
5.048137532E1,5.719205141E-1,1.218699694E0,5.676685333E0
5.048388829E1,5.335928202E-1,1.285174251E0,5.771905422E0
5.048640126E1,5.096380711E-1,1.328292847E0,5.890481949E0
5.048891417E1,4.713104069E-1,1.452857733E0,5.961747169E0
5.049142714E1,4.144177735E-1,1.519332290E0,6.128232956E0
5.049394011E1,3.569262922E-1,1.557659864E0,6.270763874E0
5.049645303E1,3.191975057E-1,1.634315252E0,6.513306141E0
5.049896600E1,2.856608033E-1,1.658270001E0,6.731893539E0
5.050147897E1,2.473331541E-1,1.700789809E0,6.931317329E0
5.050399188E1,2.233783752E-1,1.796608925E0,7.111577034E0
5.050650485E1,2.000224590E-1,1.815772772E0,7.263689995E0
5.050901782E1,1.329490542E-1,1.801399827E0,7.406220913E0
5.051153074E1,8.084739745E-2,1.854100347E0,7.596661091E0
5.051404371E1,5.689261481E-2,1.854100347E0,7.796084881E0
5.051655662E1,-5.389826838E-3,1.810981750E0,7.924242973E0
5.051906959E1,-3.353669867E-2,1.887637138E0,8.043417931E0
5.052158256E1,-5.749148503E-2,1.858891368E0,8.166785240E0
5.052409548E1,-1.197739244E-1,1.868473291E0,8.257214546E0
5.052660844E1,-1.485196650E-1,1.854100347E0,8.366209030E0
5.052912141E1,-1.958303750E-1,1.854100347E0,8.456638336E0
5.053163433E1,-1.910394132E-1,1.820563674E0,8.423101425E0
5.053414730E1,-1.958303750E-1,1.839727521E0,8.471011162E0
5.053666027E1,-2.437399477E-1,1.767863154E0,8.532694817E0
5.053917318E1,-2.389489859E-1,1.724744558E0,8.532694817E0
5.054168615E1,-2.910506427E-1,1.729535460E0,8.547067642E0
